Industry,type,ISIN,Air Quality,Climate Exposure,Ecological Impact,Energy Management,Environmental Supply Chain Management,GHG Emissions Management,Sustainable Finance,Sustainable Product,Waste Management,Water Management,Access & Affordability,Community Rights & Relations,Customer Welfare,Data Security & Customer Privacy,Ethics & Compliance,Labor & Employment Practices,Marketing & Labeling,Occupational Health & Safety Management,Operational Risk Management,Product Quality Management,Social Supply Chain Management,Board Composition,Executive Compensation,Shareholder Rights,Audit,ENVIRONMENTAL SCORE,SOCIAL SCORE,GOVERNANCE SCORE,GLOBAL SCORE
Semiconductors,Social,TW0002379005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,1.9,0.0,0.0,3.5999999999999996,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,2.5199999999999996,0.0,6.742791388532
Semiconductors,Governance,TW0002379005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33630923276,1.34799350736,1.77066364296,0.86920822144,0.0,0.0,1.5972523813559998,6.742791388532
Semiconductors,Environmental,TW0002302007,0.0,0.0,0.0,0.0,0.0,0.04451147883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017804591532,0.0,0.0,2.0925680656799996
Semiconductors,Social,TW0002302007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20852381592000002,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.386557144776,0.0,2.0925680656799996
Semiconductors,Governance,TW0002302007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0901887514,1.0024430464799998,1.77066364296,0.7640589903999999,0.0,0.0,1.6882063293719998,2.0925680656799996
Semiconductors,Environmental,JP3164720009,0.0,0.0,0.0,1.2459704877,0.0,1.1127124023600001,0.0,0.48,0.93111791608,1.485321951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.102049102856,0.0,0.0,5.195079984688
Semiconductors,Social,JP3164720009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.5700000000000001,0.7750595092800001,0.0,1.08,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,1.0515178527840001,0.0,5.195079984688
Semiconductors,Governance,JP3164720009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.304743328,1.46238842016,2.08535614008,0.95255554192,0.0,0.0,2.0415130290479997,5.195079984688
Semiconductors,Environmental,US7631651079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49089285082
Semiconductors,Social,US7631651079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5700000000000001,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495,0.0,2.49089285082
Semiconductors,Governance,US7631651079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88234853732,1.7982627868799999,1.4476166152799999,1.5247482299200001,0.0,0.0,1.99589285082,2.49089285082
Semiconductors,Environmental,TW0004968003,0.0,0.0,0.0,1.3975463391,0.0,0.35319360492,0.0,0.48,1.08347234721,2.4599973678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.309683863612,0.0,0.0,5.762072737692
Semiconductors,Social,TW0004968003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,1.9,0.07725029952,0.0,3.5999999999999996,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,1.997175089856,0.0,5.762072737692
Semiconductors,Governance,TW0004968003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28214491832,1.04398727424,1.77066364296,0.7539167785600001,0.0,0.0,1.4552137842239998,5.762072737692
Semiconductors,Environmental,TW0008104001,0.0,0.0,0.0,0.0,0.0,0.04451147883,0.0,0.0,0.0,0.8999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37780459153199997,0.0,0.0,3.424876495356
Semiconductors,Social,TW0008104001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.20852381592000002,0.0,0.0,3.5999999999999996,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,1.466557144776,0.0,3.424876495356
Semiconductors,Governance,TW0008104001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49490039816,1.1664984511199998,1.77066364296,0.8363200379200001,0.0,0.0,1.580514759048,3.424876495356
Semiconductors,Environmental,ES0105225009,0.0,0.0,0.0,0.0,0.0,0.04451147883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017804591532,0.0,0.0,0.6697712825759999
Semiconductors,Social,ES0105225009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6697712825759999
