ISIN,Year,SR001,SR002,SR003,SR004,Trend_ESG_SR001,Trend_ENV_SR002,Trend_SOC_SR003,Trend_GOV_SR004
TW0006449002,2018,,,,,0.7902665758240002,0.44443425473,1.0026084640000001,0.1628183364399991
TW0003264008,2018,,,,,1.816699659925999,0.6977511503900002,5.067320709539999,-0.037989601640000537
NO0010946593,2018,,,,,0.44379404816799983,0.0,0.0,0.9528133865599999
US04302A1043,2018,,,,,0.6086193793879999,0.0,0.14155197900000005,0.4144675829600004
TW0003711008,2018,4.309999943,4.362692356,4.328523159,4.229765892,0.2780489011339995,0.08612053369999995,0.06180789945999976,0.6506160927199991
TW0003169009,2018,,,,,0.35820098093999997,0.21715275592999994,0.22260846400000012,0.02525014855999963
NL0000334118,2018,4.829999924,4.915108681,2.901241302,7.024358273,0.5823950004579999,0.6718572994500001,0.6212710478199996,0.18108207743999927
TW0005269005,2018,3.789999962,3.591845751,3.348202467,4.546528339,0.0851569239319998,-0.23938459855000005,0.4984946251600002,0.07333607667999953
NL0010273215,2018,5.730000019,6.419311523,3.926659584,6.809139252,-0.28251380363000056,0.2016138172999984,-1.4892488474599999,0.2763044739600007
KYG0535Q1331,2018,3.0,2.424198389,1.86161077,5.270658016,0.4961234697560002,1.1064003132000004,-0.5408733943199999,0.4777577592400002
TW0005274005,2018,,,,,0.43037822953600013,0.29318932586000024,0.7757122233199993,0.22789049131999928
US04965B1008,2018,,,,,0.920954917432,0.0,0.5700000000000001,-0.34627405156
KR7017900002,2018,1.279999971,0.0,1.427484035,3.576645613,0.9381431358880001,0.0,2.0144887736,0.3588294263599998
US0545402085,2018,,,,,0.7001323627679996,0.9076438327599994,0.45992166512,-0.013237381240000623
JP3108080007,2018,,,,,0.856386902316,0.0,1.10588385992,0.5732110597999993
US00246W1036,2018,,,,,0.587445626868,0.0,0.025883859920000002,-0.14064235735999997
NL0012866412,2018,,,,,0.7104855380400013,0.5906478693500006,0.3989391711600003,1.1366739278400004
TW0003031001,2018,,,,,0.4088096233759999,0.2659496233800003,0.1483939209199998,0.6116929821600001
CNE100001XM0,2018,,,,,1.269309013188,1.23302545783,1.08,0.10173514352000002
DE000A1TNMM9,2018,,,,,0.5019198096119998,0.0,0.38736004400000007,0.87749042504
US1572101053,2018,,,,,0.6486399737600002,0.0,0.22251596499999993,0.07561100019999945
TW0003257002,2018,,,,,0.6756655461680001,0.9057508643300001,0.46240736031999985,0.19429731379999993
TW0008070004,2018,,,,,0.8294596146159998,0.7112821124400001,0.8073424809200005,0.4214618018800005
TW0006548001,2018,,,,,0.20518255212199943,0.4266782746700004,-0.4979604338200003,0.26126604999999925
TW0001597003,2018,,,,,0.4214089323239998,-0.04359339747000002,1.09092919192,0.03021904011999954
CNE100003S06,2018,,,,,0.6053577453240004,0.44574256778,0.846473169,0.3834969520399998
TW0008084005,2018,,,,,1.3759932145199991,0.0030254578300000015,2.742608464,0.3980161759599987
TW0006147002,2018,,,,,0.10108730975399993,0.21043903486999982,0.27760375981999896,-0.38721607180000106
TW0008150004,2018,,,,,0.4056824121720002,0.6964006783300003,0.3220492551199996,-0.2319781303200008
US1727551004,2018,2.160000086,0.196068555,1.427484035,7.483520985,1.486545912153999,1.1601448439400004,2.71721628158,-0.04445150332000036
GB0001602944,2018,,,,,1.1636067868279998,1.6163852473,1.1508997338000002,-0.3017282104400003
US19247G1076,2018,1.909999967,0.0,1.427484035,6.813755512,1.6115795557679995,2.9114453309400004,0.30517690700000033,0.2597386356399989
US1925761066,2018,1.730000019,0.688950539,0.127523139,6.377840042,1.2703743195519994,0.8127874617299993,3.23024249032,-0.4751173591200004
KYG234201138,2018,,,,,0.10507230011600033,0.00018166373999983776,0.024721946999999966,-0.13283882160000005
TW0002466000,2018,,,,,0.4923611931799998,0.3926526481300001,0.18499698492000016,0.38034432384000016
MYL7204OO000,2018,,,,,1.099170965916,0.7234317135900001,1.9708424070800001,0.5262663455199998
JP3487600003,2018,,,,,0.7525147765440001,0.34470488546,0.30176598891999995,0.9021469492799996
CNE000000X87,2018,,,,,1.5644120787400002,2.06550824683,1.3201395507600004,0.4061931426000003
TW0003094009,2018,,,,,0.4171888250200002,0.19212845516999977,1.1267458435199993,-0.39414825468000014
KR7000990002,2018,2.269999981,1.21191752,1.624035358,4.862206459,0.04294959088000061,-0.6439998757700001,0.32596464199999997,0.3073786929600004
US2545431015,2018,,,,,0.8830039303320003,0.8943748459299998,0.7573879049999999,0.25563365919999903
JP3548600000,2018,3.470000029,3.546011686,2.13533473,4.911419392,0.9040599630280006,0.9990930844100001,0.5946652700000006,0.8401242068800006
CNE100001RT7,2018,,,,,1.998344905528,3.7634385560900006,0.43113227992000014,0.10562189072000017
TW0003048005,2018,,,,,0.4881385575959998,0.6820815565,0.22251596499999993,0.10933181832000027
TW0002458007,2018,,,,,0.49510610081200035,0.1949936440100002,1.1831859680800005,0.0037136552800003386
TW0003450003,2018,,,,,1.2174695353759994,0.9637886319000001,1.92135101696,0.3017381097600005
TW0003006003,2018,,,,,1.658900524032,0.5815595191199998,4.330606489320001,0.1640925409599996
DE0005677108,2018,,,,,1.650997972576,2.7366525474300003,0.22251596499999993,0.6798506066799996
TW0003529004,2018,2.319999933,1.041684866,1.821620584,5.19979763,1.1776395795160002,0.35631493562999994,3.1917060372000003,0.16550033568
TW0003714002,2018,4.230000019,2.581758022,6.208173752,4.835800171,0.013204253452000714,-0.04329957247000005,-0.014217015399999866,-0.037732419799999306
US29362U1043,2018,2.0,0.0,1.624035358,6.935403824,0.23940349835000063,0.44428484580999994,-0.168370609100001,0.013516921519999059
KR7039030002,2018,1.120000005,0.0,0.857391536,3.666563034,0.5694524016400002,0.5536253858299998,0.43113227992000014,0.25470323544000006
TW0003016002,2018,,,,,1.72668965624,0.9466391052200002,3.9632421730000003,-0.2675997731599997
TW0005351001,2018,,,,,0.15346471818400031,0.0682239268,0.20171807300000033,-0.01022263511999899
KR7084370006,2018,,,,,0.20778683067999992,-0.10093535393999997,0.32596464199999997,0.11726102851999975
TW0002393006,2018,3.720000029,3.449893475,3.559706926,4.252391815,0.24648146852799968,0.16751613382999997,0.5002930739999996,0.08249163632000034
TW0006288004,2018,,,,,0.3641047586480006,0.14207605149000013,0.7205042933199999,0.15041881552000014
TW0003035002,2018,,,,,1.9681359558319986,0.8802184249599989,4.838421373399999,0.18444181475999955
TW0004961008,2018,,,,,0.859974779129999,0.6192818530299995,2.0452213479,-0.009361352840000947
TW0003545000,2018,,,,,0.5461038857199991,-0.62787107745,2.6683939209200003,-0.3447950359200007
US3463751087,2018,,,,,1.340320391204,1.87917842142,0.18499698492000016,-0.2276791958000004
TW0008131004,2018,,,,,1.584198372976,0.7987932729599998,3.403161430439999,0.7036585521999994
TW0003532008,2018,,,,,0.6124900967079991,1.0234674768799996,0.21334713008000072,-0.10905031155999989
TW0003413001,2018,,,,,1.4949799827039998,0.2079012014499999,4.349977560039999,0.09338378903999978
CNE100004PM0,2018,,,,,1.7489882418799998,1.88805192948,2.36852381592,0.04308299103999991
KYG3790U1040,2018,,,,,0.3125878022920001,0.28392727139000007,0.22260846400000012,0.13617957112
TW0004952007,2018,,,,,0.9178387379499999,0.8097684457200005,1.4757637696200008,0.2537055109200006
CNE1000030S9,2018,0.899999976,0.0,0.0,4.109435558,1.637906048228,2.22748029663,1.6264731690000005,0.5490898319199999
TW0008081001,2018,,,,,0.8289400713239998,1.1729915671000004,0.546473169,0.0021932032800000556
TW0003443008,2018,,,,,0.4503081003840004,0.31872067939000015,0.73171223668,0.06642209007999966
TW0006488000,2018,3.25999999,2.772105932,2.648808479,4.674059868,0.5854551331579998,1.1981387946299997,-0.18713294918000045,0.3621657801999998
KYG393871085,2018,,,,,1.4381626399140006,0.5845159006100005,1.1609361268599994,2.7901208780399998
TW0003188009,2018,,,,,1.444040544352,0.0,2.70499698492,1.0206889539199997
TW0002441003,2018,,,,,0.059768569211999356,-0.0546159049299999,0.16744234136000014,-0.15715375907999984
CNE000000YF5,2018,,,,,1.34831818746,2.0281987850100003,0.43113227992000014,0.17785734159999933
US36241U1060,2018,,,,,0.9438277991520001,0.0,1.221551979,0.1272100068400004
JP3771800004,2018,2.200000048,1.609333158,1.833145976,3.500463247,0.4726582923119995,0.4780362605000006,0.5002930739999996,0.3758978320399997
CNE100002Q09,2018,1.019999981,0.0,0.0,4.761042118,0.5257713651039999,0.0,0.22260846400000012,0.4062629886799991
CNE100004314,2018,,,,,1.172885353796,0.9352677079599998,1.7108396716799998,0.32445398335999975
CNE000001DN1,2018,1.419999957,0.041486021,0.857391536,5.052785873,0.576336924484,0.04311125183,0.5946652700000006,0.25877709383999914
KR7042700005,2018,,,,,0.43573348625999997,0.20177215883,0.22260846400000012,0.32808828375999965
TW0006168008,2018,,,,,1.4942407888,2.12051060173,1.83698633204,0.019036007320000436
DE000HAG0005,2018,,,,,0.4965097479239997,0.28618457594000013,0.4198392680399996,0.5562382701199997
TW0006202005,2018,,,,,-0.6045509867080003,0.55470585635,-2.7788796619999996,0.003500623839999939
CNE100002V10,2018,2.049999952,0.987568796,0.857391536,5.6635499,0.4271253797960002,0.012536345130000015,0.22260846400000012,0.242354946479999
HK0000218211,2018,2.619999886,1.68665421,1.624035358,5.443907261,0.33543056102000124,0.14786349342000005,0.32596464199999997,0.04769939383999944
TW0002486008,2018,,,,,0.9531838992920001,0.8999999999999999,0.8552481746,0.18830350903999982
TW0008040007,2018,,,,,0.5441167577040003,0.53661233723,0.18499698492000016,0.36177985211999975
US4532041096,2018,,,,,1.6307312593959995,2.79527872819,0.14155197900000005,0.14407997140000006
MYQ0166OO007,2018,2.140000105,1.562011838,1.286757827,4.108869076,0.7677708039639999,0.9800278900999997,1.5008914379199991,-0.27409211183999993
CH0011029946,2018,,,,,0.4829592021179998,0.5277604355599999,0.48162575774000027,-0.013600444759999775
DE0006231004,2018,4.269999981,3.991281033,2.862524033,6.324316978,0.6918108045400002,0.34301692547999973,0.6197678179200006,0.9278530502399995
CNE100001377,2018,0.99000001,0.0,0.0,4.615263462,0.41439996970000015,0.0,0.0,0.18199825299999972
US45817G2012,2018,,,,,0.773744153964,0.0,0.025883859920000002,-0.004622765040000587
JP3152720003,2018,,,,,0.8645938726119997,0.38193342483000003,0.96499698492,-0.21523368831999967
US4611471008,2018,,,,,0.6749789243080002,0.0,0.32596464199999997,-0.033267688639999626
US44980X1090,2018,3.200000048,3.614445448,0.580114126,6.35543251,0.5027696001439983,0.20950062732999974,1.2557890889999985,-0.17508804296000147
GB0009619924,2018,,,,,0.5710492626799999,0.3298532304199999,0.18499698492000016,0.008093147119998534
TW0003014007,2018,,,,,0.5523462550679996,0.5761919192000002,1.2836565022000004,-0.23743391024000005
JP3735300000,2018,,,,,0.6654463020040001,0.0,0.0,0.9930181786800008
JP3389680004,2018,0.959999979,0.0,0.857391536,2.899833202,0.8331592021920002,1.64177158382,0.22260846400000012,-0.17781604711999943
CNE000001F05,2018,1.429999948,0.278589994,0.857391536,4.429097176,2.3949986461,2.2945895906,3.8855847786,0.44600923560000005
CNE000000N97,2018,,,,,0.5281773267759999,0.20177215883,0.0,-0.05527809151999996
TW0005285001,2018,,,,,0.4869580729000007,0.5571129357900007,0.30176598891999995,0.1062088393600007
CNE0000017L3,2018,,,,,0.5011121389359998,0.06781665914,0.22260846400000012,0.041612414600000314
TW0006552003,2018,,,,,0.05297279019199985,-0.85168948797,0.546473169,0.3649569795999996
TW0002375003,2018,,,,,0.996878419692,0.21104946099999988,1.9503990839999998,0.35682249063999993
JP3281610000,2018,,,,,0.3127528152119998,-0.3094567803099999,0.22260846400000012,0.6472106071199999
TW0002449006,2018,,,,,0.528415581824,0.014208657950000259,1.35701621212,0.04591783536000005
US5012421013,2018,,,,,0.7134398489639997,0.4099536395400003,1.0699066829999997,0.6305471041599997
JP3979200007,2018,2.529999971,2.343957424,1.029799819,4.76829052,-0.25779043674799995,-1.6775250541700002,0.3268540240000002,0.6191121483999993
TW0003346003,2018,,,,,1.1055511103120002,2.0582994056799997,0.18499698492000016,0.05477229087999991
US5184151042,2018,1.929999948,0.0,1.427484035,6.944840908,1.978582783588,2.8336536572,0.32596464199999997,1.14651496936
TW0003588000,2018,,,,,0.7443917321799998,0.9494458342600001,0.18499698492000016,0.40286004999999925
KR7058470006,2018,0.800000012,0.0,0.0,3.596206665,0.5906717862499999,0.0,0.6019143968600003,0.5628893756399997
TW0002472008,2018,,,,,0.3997867679799998,0.07533723831999994,0.1483939209199998,1.0302569959200003
TW0002369006,2018,,,,,1.144544504712,1.58955754031,1.2668400372400006,-0.00733597728000035
TW0004979000,2018,,,,,0.5500858118640002,0.57891782998,0.3401685035999997,0.4591662406400001
US55405Y1001,2018,1.649999976,0.0,1.103526831,6.005404472,0.5378066820799998,0.3491551723799997,0.21100935968000023,0.7232980920799994
TW0002337003,2018,3.849999905,2.900788069,4.334035873,4.732642174,0.41588966750799905,0.3651805257199996,0.3247267336400004,0.22776559875999958
US55933J2033,2018,,,,,0.9430319175599997,1.1192553699,0.22251596499999993,-0.47241270099999966
MYL3867OO008,2018,2.029999971,2.07743001,1.059770465,3.12434864,1.3433561375599998,0.32854738698999997,3.0832359362399995,0.8173799326400002
US5738741041,2018,2.079999924,0.0,1.624035358,7.364444733,3.0755152032439996,2.59085118266,5.29139753384,0.7063302807600005
US57776J1007,2018,1.409999967,0.0,0.428448021,5.996983528,0.5458789176279994,0.0030254578300000015,0.48914785831999996,-0.2410199930000001
CNE100003QK4,2018,,,,,0.86219083668,-0.15817914196999983,2.3911153508000003,0.5571272657599993
TW0003527008,2018,,,,,0.9841466493400004,1.9440080090700003,0.32596464199999997,-0.12961025195999998
TW0002454006,2018,3.920000076,5.00638485,2.315603971,4.307738304,0.6083344215939999,0.7249921703099984,0.6147315882600002,0.2601299476399994
JP3920860008,2018,1.480000019,1.398843765,0.127523139,3.492026329,0.7508038179799998,0.6672409537000001,0.17247686099999998,0.6031077190000005
BE0165385973,2018,3.529999971,3.198270798,3.10537219,4.450998783,0.5645034877740001,0.8064058615700005,0.27492101714000006,0.31060585068
JP3750400008,2018,,,,,0.2648713741800002,0.23175340015000012,0.23123632400000016,-0.2872270396000003
JP3910570005,2018,,,,,0.5644366264879996,0.04451147883,0.18499698492000016,0.8188547705999998
TW0002464005,2018,,,,,0.6018655968559998,0.12514425534999996,0.7815550134799998,0.8515691472400002
US55306N1046,2018,1.480000019,0.0,0.320985734,6.634845257,0.47212184753999953,0.8217090511,0.08867052099999961,0.0020300490000000337
CNE100001X19,2018,,,,,0.6263910908479999,0.24,0.0,0.4200840571599995
CNE100003MN7,2018,,,,,1.9217965806400006,3.6598004668699997,0.4483939209200001,0.5813657567200003
TW0002434008,2018,,,,,0.8553252636920003,0.25556093982999994,0.96499698492,0.3116702652800001
DE0006627201,2018,,,,,0.3285766074759998,0.0,0.22260846400000012,0.43711525892
SE0000375115,2018,,,,,1.289421605732,1.8111298129,0.85367842216,0.7331209940799992
US63010N1054,2018,,,,,0.5037075963280001,0.0,0.0,0.4725358767600003
TW0002408002,2018,5.130000114,4.248131752,7.452804565,4.263180733,0.9395785638719998,0.19832525752000008,2.7462977980399987,0.10520570284000019
CNE1000040F5,2018,,,,,0.3131011979040004,0.77590021973,-0.5627851679999996,0.07940488804000001
CNE100000ML7,2018,2.539999962,1.870578527,1.427484035,5.017597675,0.516309896244,0.19195665182999977,0.18499698492000016,0.6330382541199997
US64118P1093,2018,,,,,0.23993893189199977,0.0,0.32596464199999997,-0.5239671233600003
TW0003317004,2018,,,,,1.4232018258399997,1.1753960464799995,1.6264731690000005,1.2050557141599993
JP3686200001,2018,,,,,1.3961488361080008,0.62533442363,2.5473600440000004,0.30468766152000004
JP3725200004,2018,1.120000005,0.0,0.857391536,3.673988581,0.6384650408080002,0.24302545783,0.22251596499999993,0.3479673389200002
JP3701200002,2018,,,,,0.9062022512519996,1.32018383708,0.20171807300000033,0.6122078983999995
NO0003055501,2018,4.78000021,2.833335638,6.933458805,5.703240871,0.05157689905399998,1.3246911521899998,-2.4509634592599996,0.7931807715200003
IL0010845571,2018,,,,,1.6094047797239999,2.49094201912,0.32596464199999997,0.55726077992
TW0003034005,2018,3.49000001,2.755115271,2.858053923,5.34125185,0.9813073021279992,2.11833584768,0.3310567995599998,-0.051809568039999476
TW0004919006,2018,,,,,1.099787913968,0.16124806357000043,3.0608933256000004,0.36402841620000004
US6294452064,2018,,,,,0.9636866705840001,0.0,1.26753808192,-0.032931232640000196
JP3193600008,2018,,,,,0.639061487288,0.0030254578300000015,0.32596464199999997,1.06317173952
US6833441057,2018,,,,,0.21520223621199985,-0.701133022,0.32596464199999997,-0.2569141579600007
TW0002329000,2018,,,,,1.4297683465639999,1.40821034908,2.68067169188,-0.0055198854400000386
JP3200400004,2018,,,,,0.6023786812440002,0.08844292382999999,0.73113227992,0.15912232411999927
DE000LED4000,2018,4.659999847,4.725050926,2.528775215,7.193145275,1.3311422022699997,0.06330760032000082,3.235141754539999,0.7440359876000002
US68989M2026,2018,,,,,1.2641969860079998,0.0,1.38,1.1902495383600007
TW0002481009,2018,,,,,1.2627644954400004,0.95207625901,1.8726084640000005,0.4247399141199999
US7013543001,2018,,,,,0.6116449994200001,0.0,0.025883859920000002,1.1180644704799998
US71360T2006,2018,,,,,0.9091370614160004,0.0,0.22251596499999993,1.5159038157200007
TW0008299009,2018,4.980000019,5.888815403,5.071002007,3.77522397,0.34256108455199996,0.4497705079899994,0.18871118515999985,0.3307770163599999
US7194051022,2018,,,,,0.57353073676,0.0,0.20171807300000033,0.03805851019999995
CNE100005998,2018,,,,,0.38244425327599973,0.3388664525899996,0.18499698492000016,0.17888062488000056
US72581M3051,2018,,,,,0.9239071637760001,0.0,0.22251596499999993,0.856862411919999
US7392761034,2018,,,,,0.4562958763639995,0.32848423940000027,0.48499698492,-0.5193634222400005
TW0006770001,2018,,,,,1.2084132160119996,0.92026496667,2.53235298136,0.0914041991200003
TW0006239007,2018,3.230000019,2.980455637,2.445380449,4.489465237,0.2689894644080004,-0.11631889785999983,0.8938432307599999,0.11360013008000003
TW0006173008,2018,,,,,0.5158753996079999,-0.0167968347399996,1.1972007176000004,0.3452928350800004
DE0007461006,2018,,,,,-0.6204801591839999,-2.08713844799,-0.6597524832399992,1.2959842592800004
US74837P4054,2018,,,,,0.7768960944800003,0.0,0.025883859920000002,0.4716254996800009
US7509171069,2018,,,,,0.6437681222720002,0.6046326418900001,0.22251596499999993,-0.05653787628000018
TW0002379005,2018,2.25999999,0.998767436,1.920129895,4.893061638,1.7327911595319998,0.40130851293999914,4.916466140999999,0.13569613451999984
TW0002302007,2018,,,,,0.5725680846800001,0.0030254578300000015,0.18499698492000016,0.46794920023999964
JP3164720009,2018,3.950000048,3.650603771,2.917806149,5.56317091,0.11508006068800025,0.7399302481400003,-0.9188511087199993,0.20169279115999927
US7631651079,2018,,,,,0.7408928508199999,0.0,0.546473169,0.10591663340000057
TW0004968003,2018,,,,,0.2720729666919999,0.32785145502999935,0.4958642865199998,-0.047846002920000075
TW0008104001,2018,,,,,-0.39512343764400004,-1.85902207517,0.8330404749199998,0.1531719971600003
ES0105225009,2018,,,,,-0.08022871742400006,0.0030254578300000015,-0.857391536,0.3110381364799999
CNE100003RK2,2018,,,,,0.45852241098800006,0.0,0.0,0.3730183699599996
JP3982800009,2018,3.819999933,2.846500158,4.512370586,4.548432827,0.7862142958840002,1.3561887455,0.10063207644000016,0.6244628908399994
JP3982200002,2018,,,,,0.324586966112,0.5787598461400001,-0.857391536,0.5979842475199995
JP3976200000,2018,,,,,1.2612549729519995,1.90550577119,0.22260846400000012,0.8726214499199996
JP3975410006,2018,,,,,3.640003853888629e-10,3.900000322687447e-10,3.6000002978653356e-10,0.0
JP3322950001,2018,,,,,0.7880704015919999,0.28451147883,0.0,1.4196084212
CNE000000KB3,2018,1.429999948,0.0,0.857391536,5.234702587,0.458408296592,0.0030254578300000015,0.22260846400000012,-0.013041505800000408
JP3329600005,2018,1.679999948,1.219829321,1.103526831,3.073620796,0.38219443580400014,0.9670900438299999,0.20171807300000033,-0.4827643877600005
DE0005156236,2018,,,,,0.6943666209720001,0.25411702482999976,0.35081046624000023,1.0521234705599998
TW0003583001,2018,,,,,0.8450485437479993,0.40303311380999984,1.73574317888,0.1838553432000003
JP3494600004,2018,3.880000114,4.928686142,2.528281927,4.02530241,0.6664439097739994,0.9469930785200003,0.37761785486,0.4486315963599994
TW0002351004,2018,,,,,0.723096165606,0.1748498704100001,1.6303797528200006,0.39999456432
JP3418400002,2018,,,,,0.8367269275040001,0.0,1.3387239969200002,0.5757272437600003
US8168501018,2018,1.779999971,0.0,1.103526831,6.718126774,1.974906873336,3.37462124349,0.22251596499999993,-0.1221512412000001
CH0406705126,2018,,,,,1.607910513772,1.7203227453299998,1.7624143883199999,0.24013269447999974
KR7046890000,2018,2.069999933,1.045883536,1.624035358,4.334952831,0.3987675438360001,0.22862794282999999,0.32596464199999997,0.11954993267999914
US8173232070,2018,,,,,0.47514904923999945,0.0,0.0,0.15692103380000066
CNE100002NT4,2018,1.129999995,0.0,0.0,5.432784557,1.7788093024920002,3.0763002859299995,0.8968540240000005,0.23695068339999992
CNE000000XB6,2018,,,,,1.1020666840360005,1.4260880761000005,0.7876805786400001,0.6290997596799999
CNE100000510,2018,,,,,0.6035047393620001,0.7228731327300002,0.7349518018200003,0.1389157670800003
CNE100002G84,2018,0.949999988,0.0,0.0,4.38480854,0.5827189940799999,0.24,0.0,0.2493148046
CNE100000Q50,2018,,,,,0.4968696810559998,0.09742194600000001,0.0,0.25683042552000046
JP3355000005,2018,,,,,0.29221076240800015,-0.13002290692999985,0.30176598891999995,0.346368846679999
JP3371600002,2018,2.859999895,3.329393148,2.528281927,2.598634481,0.3200298770200001,0.5860372351400001,0.20171807300000033,-0.010193119120000205
JP3375800004,2018,2.140000105,2.159596682,1.103526831,3.356525421,1.4692149633559999,1.64312201518,2.176473169,0.05606457727999903
KYG811801045,2018,,,,,0.4764832293119996,0.4404472858899997,0.20171807300000033,0.5374119375199999
TW0006257009,2018,,,,,0.16117535799999994,0.1303906441599998,0.20171807300000033,0.06900077811999994
