Industry,type,ISIN,Air Quality,Climate Exposure,Ecological Impact,Energy Management,Environmental Supply Chain Management,GHG Emissions Management,Sustainable Finance,Sustainable Product,Waste Management,Water Management,ENVIRONMENTAL SCORE,Mean Environmental,Air Quality Classification,Climate Exposure Classification,Ecological Impact Classification,Energy Management Classification,Environmental Supply Chain Management Classification,GHG Emissions Management Classification,Sustainable Finance Classification,Sustainable Product Classification,Waste Management Classification,Water Management Classification
Semiconductors,Environmental,CNE100002NT4,,,,5.747776031,,0.342395991,,3.0,0.0,6.537430286,4.210073373929999,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Below Median,NaN,Above Median,Below Median,Above Median
Semiconductors,Environmental,CNE000000XB6,,,,6.083508492,,0.0,,0.0,3.0,7.551691055,4.4205598640999995,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Below Median,NaN,Leading,Leading,Above Median
Semiconductors,Environmental,CNE100000510,,,,5.920886517,,2.858710051,,0.0,0.0,4.01687336,3.3529602697299996,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Leading,Below Median,Leading
Semiconductors,Environmental,CNE100002G84,,,,0.0,,0.0,,1.5,0.0,0.0,0.24,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Above Median,Below Median,Below Median
Semiconductors,Environmental,CNE100000Q50,,,,0.0,,0.0,,0.0,3.0,0.0,0.33,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Leading,Below Median
Semiconductors,Environmental,JP3355000005,,,,4.260566235,,2.407077789,,3.0,0.0,5.97844553,3.86462364207,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Leading,NaN,Above Median,Below Median,Above Median
Semiconductors,Environmental,JP3371600002,,,,2.520703554,,5.451376438,,3.0,0.0,5.85286808,3.70075042714,2.945399878491722,NaN,NaN,NaN,Leading,NaN,Above Median,NaN,Above Median,Below Median,Above Median
Semiconductors,Environmental,JP3375800004,,,,5.126889229,,6.776314259,,0.0,7.930483341,4.746508121,4.71529322618,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Leading,Above Median,Above Median
Semiconductors,Environmental,KYG811801045,,,,0.0,,0.342395991,,0.0,4.633556366,3.255919456,1.5309785158899998,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Above Median,Below Median
Semiconductors,Environmental,TW0006257009,,,,3.255372763,,2.486729145,,0.0,9.819168091,5.501682758,4.03049993516,2.945399878491722,NaN,NaN,NaN,Leading,NaN,Leading,NaN,Leading,Above Median,Above Median
Semiconductors,Environmental,TW0002363009,,,,0.920223236,,0.342395991,,1.5,0.0,2.790534735,1.39773887013,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Above Median,Below Median,Below Median
Semiconductors,Environmental,US8269191024,,,,7.37579298,,2.240762472,,1.5,9.772101402,8.466127396,6.35880638838,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Leading,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,US82706C1080,,,,0.0,,0.342395991,,0.0,0.0,3.0,0.9445114788299999,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,TW0003530002,,,,0.0,,0.342395991,,0.0,0.0,0.0,0.04451147883,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,TW0003288007,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,DE000WAF3001,,,,5.29435873,,9.167325974,,1.5,4.504115582,3.058925867,4.43319046974,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Above Median,Below Median
Semiconductors,Environmental,TW0005483002,,,,2.01893425,,1.904161811,,0.0,4.852666855,3.631216526,2.4763796222799996,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Leading,NaN,Leading,Above Median,Leading
Semiconductors,Environmental,US82982T1060,,,,0.0,,0.0,,0.0,3.0,3.0,1.23,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Leading,Below Median
Semiconductors,Environmental,TW0008016007,,,,6.215916157,,2.805441141,,1.5,0.0,9.538660049,5.33108021013,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Below Median,Above Median
Semiconductors,Environmental,KR7000660001,,,,4.945786953,,5.045647144,,3.0,6.314037323,4.261321068,4.592610640549999,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Above Median,Leading
Semiconductors,Environmental,JP3162640001,,,,0.0,,0.342395991,,0.0,3.0,0.0,0.37451147883,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Leading,Below Median
Semiconductors,Environmental,US83089J1088,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,US83088M1027,,,,5.1746068,,1.997570515,,1.5,5.618192196,5.400774002,4.29029954911,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Leading,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,KYG8232Y1017,,,,5.892156601,,5.281460762,,1.5,4.942430973,4.882094383,4.70253260129,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,KYG8020E1199,,,,2.593729734,,1.163034678,,0.0,3.244431257,3.99090004,2.48347087861,2.945399878491722,NaN,NaN,NaN,Leading,NaN,Below Median,NaN,Leading,Leading,Leading
Semiconductors,Environmental,DE0005178008,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,FR0013227113,,,,4.886613369,,9.29933548,,0.0,1.494145155,4.943179131,4.322207329449999,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Leading,Below Median,Above Median
Semiconductors,Environmental,TW0005471007,,,,4.87006712,,2.995663643,,0.0,0.0,6.460748196,3.78868086839,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Leading,Below Median,Above Median
Semiconductors,Environmental,TW0003055000,,,,3.339971542,,2.995663643,,0.0,6.446959019,5.488372803,3.74710506918,2.945399878491722,NaN,NaN,NaN,Leading,NaN,Above Median,NaN,Leading,Above Median,Above Median
Semiconductors,Environmental,CNE100003RN6,,,,0.0,,0.342395991,,1.5,0.0,0.0,0.28451147883,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Above Median,Below Median,Below Median
Semiconductors,Environmental,NL0000226223,,,,6.430149078,,7.726887703,,3.0,7.327209949,7.016658306,6.32453071098,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,DE000A1K0235,,,,7.555401325,,2.159529686,,1.5,7.53645134,5.455827713,5.25311721798,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Leading,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,JP3322930003,,,,2.488021374,,7.35380888,,0.0,3.0,5.729719162,3.7513173151999997,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Above Median,NaN,Leading,Leading,Above Median
Semiconductors,Environmental,TW0002401007,,,,0.0,,0.342395991,,1.5,0.0,3.0,1.18451147883,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Above Median,Below Median,Below Median
Semiconductors,Environmental,CNE000001P60,,,,0.0,,0.342395991,,0.0,3.0,3.0,1.27451147883,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Leading,Below Median
Semiconductors,Environmental,US87157D1090,,,,7.150250435,,2.949764729,,0.0,0.0,3.0,3.42854454527,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,TW0001582005,,,,5.581446171,,2.833420515,,0.0,9.813102722,6.938836575,5.20387079017,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Leading,Above Median,Above Median
Semiconductors,Environmental,TW0002338001,,,,4.127810955,,2.606444597,,0.0,0.0,4.22387886,2.8443447421099997,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Leading,Below Median,Leading
Semiconductors,Environmental,TW0006278005,,,,3.429003,,2.613926172,,0.0,7.944215775,7.132995129,4.38227357631,2.945399878491722,NaN,NaN,NaN,Leading,NaN,Above Median,NaN,Leading,Above Median,Above Median
Semiconductors,Environmental,TW0002340007,,,,2.677948952,,1.665151358,,1.5,6.635183334,3.714767933,3.10415490878,2.945399878491722,NaN,NaN,NaN,Leading,NaN,Leading,NaN,Above Median,Above Median,Leading
Semiconductors,Environmental,JP3468000009,,,,3.758907318,,8.173018456,,0.0,0.0,0.0,2.1901645946799997,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,TW0004967005,,,,5.037692547,,2.864236355,,0.0,7.197071552,8.357106209,5.18246822367,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Leading,Above Median,Above Median
Semiconductors,Environmental,IT0005482333,,,,4.175368309,,2.106812716,,1.5,6.55939436,5.384462833,4.10336837528,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Leading,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,US8807701029,,,,4.01390934,,5.541994572,,1.5,3.0,3.0,3.39463209636,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Leading,Below Median
Semiconductors,Environmental,TW0003030003,,,,0.0,,0.342395991,,0.0,0.0,3.0,0.9445114788299999,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,US8825081040,,,,5.209100723,,2.374167681,,1.5,6.272316456,6.824242115,4.84859946009,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Leading,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,CNE100000825,,,,0.0,,0.342395991,,0.0,6.789762497,3.0,1.6913853534999999,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Above Median,Below Median
Semiconductors,Environmental,KR7064760002,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,JP3571400005,,,,8.187533379,,9.486506462,,3.0,5.222775936,7.771953583,7.07559728162,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,JP3571800006,,,,6.11187315,,6.560595989,,0.0,3.039807081,6.565276146,4.990401046280001,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Leading,Leading,Above Median
Semiconductors,Environmental,JP3580200008,,,,0.0,,0.342395991,,1.5,3.0,3.0,1.5145114788299998,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Above Median,Leading,Below Median
Semiconductors,Environmental,TW0006271000,,,,3.323319197,,3.725171328,,3.0,4.515816212,6.734905243,4.47847938796,2.945399878491722,NaN,NaN,NaN,Leading,NaN,Above Median,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,CNE1000006C3,,,,0.0,,0.342395991,,0.0,0.0,3.0,0.9445114788299999,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,TW0008021007,,,,2.428970098,,2.232191801,,3.0,9.813102722,4.376381397,3.89123168205,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Leading,NaN,Above Median,Above Median,Leading
Semiconductors,Environmental,JP3637280003,,,,1.723796487,,0.564382076,,1.5,0.0,0.0,0.83050861598,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Above Median,Below Median,Below Median
Semiconductors,Environmental,JP3555700008,,,,4.500190735,,8.132130623,,1.5,0.0,5.229022026,4.21594080929,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Below Median,Above Median
Semiconductors,Environmental,IL0010823792,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,TW0002451002,,,,6.383099556,,2.864434242,,1.5,8.796746254,7.978746891,5.8885724735,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,TW0002330008,,,,4.447224617,,5.871551037,,3.0,2.769556284,4.803618908,4.32320588355,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Leading,Above Median
Semiconductors,Environmental,TW0002426004,,,,1.8764503,,1.25344038,,0.0,2.544161797,3.375671148,2.01844148147,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Leading,Below Median
Semiconductors,Environmental,CH0033361673,,,,6.78059864,,5.890768528,,0.0,0.0,3.0,3.69997950064,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,US90385V1070,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,JP3126190002,,,,3.775664568,,5.145416737,,3.0,0.0,3.91264987,3.45539850721,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Below Median,Leading
Semiconductors,Environmental,TW0002303005,,,,3.426853657,,7.528293133,,1.5,0.0,4.203116417,3.50766912949,2.945399878491722,NaN,NaN,NaN,Leading,NaN,Above Median,NaN,Above Median,Below Median,Leading
Semiconductors,Environmental,TW0008277005,,,,0.0,,0.342395991,,0.0,0.0,3.0,0.9445114788299999,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,CNE000001M14,,,,5.423345089,,0.342395991,,0.0,10.0,6.695026398,4.78002292493,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Below Median,NaN,Leading,Above Median,Above Median
Semiconductors,Environmental,KR7077500007,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,MYL5005OO003,,,,2.711146116,,7.29847765,,0.0,4.805279255,3.573695183,3.3628352022500003,2.945399878491722,NaN,NaN,NaN,Leading,NaN,Above Median,NaN,Leading,Above Median,Leading
Semiconductors,Environmental,US91347P1057,,,,6.548537254,,2.505822659,,3.0,7.386770248,6.457583427,5.52013787725,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,JP3829900004,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,TW0005347009,,,,1.793275952,,6.759990215,,3.0,6.557706356,3.876109838,3.78096216411,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Above Median,NaN,Above Median,Above Median,Leading
Semiconductors,Environmental,US9224171002,,,,6.437345028,,2.25726223,,1.5,5.397250652,6.293144703,4.94628858092,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Leading,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,CNE100004413,,,,7.08819294,,2.865418434,,0.0,3.0,3.0,3.72896227842,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Leading,Leading,Below Median
Semiconductors,Environmental,TW0002388006,,,,4.80259037,,6.327854633,,0.0,6.841057301,6.134451389,4.8562499331,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Leading,Above Median,Above Median
Semiconductors,Environmental,TW0006789001,,,,5.833000183,,5.883788109,,1.5,3.124008656,4.644586086,4.491809287030001,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Leading,Above Median
Semiconductors,Environmental,US9282981086,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,US92835K1034,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,TW0002455003,,,,0.0,,0.342395991,,0.0,2.627501488,3.966457367,1.52347385261,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Leading,Leading
Semiconductors,Environmental,TW0006182009,,,,2.10957098,,2.80909729,,0.0,0.0,3.0,1.8980539417,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Above Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,TW0008110008,,,,1.609853864,,1.929134488,,0.0,9.232100487,4.171178818,3.0006283416099997,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Leading,NaN,Leading,Above Median,Leading
Semiconductors,Environmental,TW0002436003,,,,0.0,,0.342395991,,0.0,0.0,3.0,0.9445114788299999,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,CNE100002XM8,,,,6.170073986,,2.770504236,,1.5,7.40814209,7.242540359,5.43884548408,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,TW0003105003,,,,2.526900053,,7.020511627,,0.0,5.41623497,7.059442997,4.38435527321,2.945399878491722,NaN,NaN,NaN,Leading,NaN,Above Median,NaN,Leading,Above Median,Above Median
Semiconductors,Environmental,TW0002344009,,,,3.891764402,,8.337957382,,3.0,6.312048435,6.939033031,5.50749901741,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,JP3154370005,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,US9778521024,,,,2.522114277,,4.486886024,,3.0,5.130647182,4.492044926,3.73191413404,2.945399878491722,NaN,NaN,NaN,Leading,NaN,Above Median,NaN,Above Median,Above Median,Leading
Semiconductors,Environmental,KR7030530000,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,KR7240810002,,,,4.232889175,,2.170611858,,0.0,0.0,6.500700951,3.50225657934,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Leading,NaN,Leading,Below Median,Above Median
Semiconductors,Environmental,BE0974310428,,,,6.588131905,,2.814606667,,1.5,0.0,3.0,3.4823384382099998,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Below Median,Below Median
Semiconductors,Environmental,JP3990600003,,,,4.633829117,,2.385906458,,0.0,0.0,3.0,2.60031657464,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Leading,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,CNE100001R90,,,,4.999073505,,3.03724575,,1.5,3.0,3.0,3.364563999,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Leading,Below Median
Semiconductors,Environmental,CNE100001DJ8,,,,5.059309483,,0.0,,1.5,7.980364323,3.701155424,3.74597954763,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Below Median,NaN,Above Median,Above Median,Leading
Semiconductors,Environmental,US29355A1079,,,,7.945473194,,10.0,,0.0,3.0,3.0,4.9136419581999995,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Leading,Leading,Below Median
Semiconductors,Environmental,US3364331070,,,,5.155653954,,8.811408997,,0.0,6.256641388,4.002016544,4.58101487169,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Leading,Above Median,Leading
Automobiles,Environmental,US88160R1014,,2.0,,,,6.849975586,,8.294618607,6.066570759,,6.025596022799999,2.2453378281558822,NaN,Above Median,NaN,NaN,NaN,Above Median,NaN,Above Median,Above Median,NaN
Automobiles,Environmental,CNE100000296,,0.0,,,,0.0,,4.114924431,1.415361047,,1.6525277079,2.2453378281558822,NaN,Below Median,NaN,NaN,NaN,Leading,NaN,Above Median,Below Median,NaN
Automobiles,Environmental,US50202M1027,,0.0,,,,0.0,,8.294618607,4.196893692,,3.53265056625,2.2453378281558822,NaN,Below Median,NaN,NaN,NaN,Leading,NaN,Above Median,Above Median,NaN
Automobiles,Environmental,US62914V1061,,2.0,,,,0.0,,8.294618607,5.479613304,,4.22505850805,2.2453378281558822,NaN,Above Median,NaN,NaN,NaN,Leading,NaN,Above Median,Above Median,NaN
Automobiles,Environmental,US3453708600,,3.0,,,,10.0,,6.775878906,6.013838768,,6.5236334323,2.2453378281558822,NaN,Above Median,NaN,NaN,NaN,Above Median,NaN,Above Median,Above Median,NaN
Automobiles,Environmental,US98422D1054,,1.0,,,,0.0,,6.808474541,6.435429573,,3.5982805253,2.2453378281558822,NaN,Leading,NaN,NaN,NaN,Leading,NaN,Above Median,Above Median,NaN
Automobiles,Environmental,US7311052010,,1.0,,,,10.0,,0.0,5.523795605,,3.57856934075,2.2453378281558822,NaN,Leading,NaN,NaN,NaN,Above Median,NaN,Leading,Above Median,NaN
Automobiles,Environmental,CNE100005K77,,1.0,,,,0.0,,6.808474541,2.652320147,,3.0308141114,2.2453378281558822,NaN,Leading,NaN,NaN,NaN,Leading,NaN,Above Median,Leading,NaN
Automobiles,Environmental,CNE100001TJ4,,1.0,,,,0.0,,1.655469656,5.085984707,,1.59231208565,2.2453378281558822,NaN,Leading,NaN,NaN,NaN,Leading,NaN,Above Median,Above Median,NaN
Automobiles,Environmental,US5494981039,,1.0,,,,0.0,,0.0,0.0,,0.25,2.2453378281558822,NaN,Leading,NaN,NaN,NaN,Leading,NaN,Leading,Below Median,NaN
Automobiles,Environmental,TH3545010003,,6.395329475,,,,2.262332916,,0.0,10.0,,3.6644155977499997,2.2453378281558822,NaN,Above Median,NaN,NaN,NaN,Above Median,NaN,Leading,Above Median,NaN
Automobiles,Environmental,INE260D01016,,0.0,,,,1.987540722,,0.0,0.0,,0.4968851805,2.2453378281558822,NaN,Below Median,NaN,NaN,NaN,Above Median,NaN,Leading,Below Median,NaN
Automobiles,Environmental,US0395872098,,0.0,,,,0.0,,0.0,0.0,,0.0,2.2453378281558822,NaN,Below Median,NaN,NaN,NaN,Leading,NaN,Leading,Below Median,NaN
Automobiles,Environmental,US54405Q2093,,0.0,,,,0.0,,0.0,0.0,,0.0,2.2453378281558822,NaN,Below Median,NaN,NaN,NaN,Leading,NaN,Leading,Below Median,NaN
Automobiles,Environmental,US3073597037,,0.0,,,,0.0,,0.0,0.0,,0.0,2.2453378281558822,NaN,Below Median,NaN,NaN,NaN,Leading,NaN,Leading,Below Median,NaN
Automobiles,Environmental,CA35954F1080,,0.0,,,,0.0,,0.0,0.0,,0.0,2.2453378281558822,NaN,Below Median,NaN,NaN,NaN,Leading,NaN,Leading,Below Median,NaN
Automobiles,Environmental,SGXZ55111462,,0.0,,,,0.0,,0.0,0.0,,0.0,2.2453378281558822,NaN,Below Median,NaN,NaN,NaN,Leading,NaN,Leading,Below Median,NaN
Software and Tech Services,Environmental,US5949181045,,,,5.349084854,,,,,,6.472830296,5.821057939639999,1.893658402264951,NaN,NaN,NaN,Above Median,NaN,NaN,NaN,NaN,NaN,Above Median
Software and Tech Services,Environmental,US0231351067,,,,5.859584332,,,,,,3.0,4.658558912559999,1.893658402264951,NaN,NaN,NaN,Above Median,NaN,NaN,NaN,NaN,NaN,Above Median
Software and Tech Services,Environmental,US68389X1054,,,,5.172006607,,,,,,6.236331463,5.61902304652,1.893658402264951,NaN,NaN,NaN,Above Median,NaN,NaN,NaN,NaN,NaN,Above Median
Software and Tech Services,Environmental,US02079K3059,,,,5.573483944,,,,,,4.036772251,4.92806503294,1.893658402264951,NaN,NaN,NaN,Above Median,NaN,NaN,NaN,NaN,NaN,Above Median
Software and Tech Services,Environmental,US01609W1027,,,,0.98232013,,,,,,3.0,1.8297456753999999,1.893658402264951,NaN,NaN,NaN,Leading,NaN,NaN,NaN,NaN,NaN,Above Median
Software and Tech Services,Environmental,US4592001014,,,,6.371928692,,,,,,7.811562538,6.97657490732,1.893658402264951,NaN,NaN,NaN,Above Median,NaN,NaN,NaN,NaN,NaN,Above Median
Software and Tech Services,Environmental,US81762P1021,,,,8.055640221,,,,,,3.0,5.93227132818,1.893658402264951,NaN,NaN,NaN,Above Median,NaN,NaN,NaN,NaN,NaN,Above Median
Software and Tech Services,Environmental,SE0000108656,,,,0.0,,,,,,0.0,0.0,1.893658402264951,NaN,NaN,NaN,Below Median,NaN,NaN,NaN,NaN,NaN,Leading
Software and Tech Services,Environmental,US6974351057,,,,6.403900146,,,,,,7.63648653,6.921586427279999,1.893658402264951,NaN,NaN,NaN,Above Median,NaN,NaN,NaN,NaN,NaN,Above Median
Software and Tech Services,Environmental,FR0000051732,,,,5.28485775,,,,,,3.0,4.3252174949999995,1.893658402264951,NaN,NaN,NaN,Above Median,NaN,NaN,NaN,NaN,NaN,Above Median
Software and Tech Services,Environmental,US34959E1091,,,,8.94657135,,,,,,0.0,5.1890113829999995,1.893658402264951,NaN,NaN,NaN,Above Median,NaN,NaN,NaN,NaN,NaN,Leading
Software and Tech Services,Environmental,US90138F1021,,,,6.362120628,,,,,,4.860180378,5.731305723,1.893658402264951,NaN,NaN,NaN,Above Median,NaN,NaN,NaN,NaN,NaN,Above Median
Software and Tech Services,Environmental,US00971T1016,,,,4.050467968,,,,,,3.0,3.60927142144,1.893658402264951,NaN,NaN,NaN,Above Median,NaN,NaN,NaN,NaN,NaN,Above Median
Software and Tech Services,Environmental,US6687711084,,,,6.16057539,,,,,,4.997859955,5.6722349073,1.893658402264951,NaN,NaN,NaN,Above Median,NaN,NaN,NaN,NaN,NaN,Above Median
Software and Tech Services,Environmental,FR0000121329,,,,9.584753036,,,,,,0.0,5.55915676088,1.893658402264951,NaN,NaN,NaN,Above Median,NaN,NaN,NaN,NaN,NaN,Leading
Software and Tech Services,Environmental,US22788C1053,,,,0.0,,,,,,0.0,0.0,1.893658402264951,NaN,NaN,NaN,Below Median,NaN,NaN,NaN,NaN,NaN,Leading
Software and Tech Services,Environmental,US7501021056,,,,1.131481171,,,,,,3.0,1.91625907918,1.893658402264951,NaN,NaN,NaN,Leading,NaN,NaN,NaN,NaN,NaN,Above Median
Software and Tech Services,Environmental,JP3877600001,,,,7.389142513,,,,,,0.0,4.28570265754,1.893658402264951,NaN,NaN,NaN,Above Median,NaN,NaN,NaN,NaN,NaN,Leading
Software and Tech Services,Environmental,US8334451098,,,,0.0,,,,,,0.0,0.0,1.893658402264951,NaN,NaN,NaN,Below Median,NaN,NaN,NaN,NaN,NaN,Leading
Software and Tech Services,Environmental,US26210C1045,,,,7.173638344,,,,,,3.542267084,5.648462414799999,1.893658402264951,NaN,NaN,NaN,Above Median,NaN,NaN,NaN,NaN,NaN,Above Median
