Industry,type,ISIN,Air Quality,Climate Exposure,Ecological Impact,Energy Management,Environmental Supply Chain Management,GHG Emissions Management,Sustainable Finance,Sustainable Product,Waste Management,Water Management,ENVIRONMENTAL SCORE,Mean Environmental,Air Quality Classification,Climate Exposure Classification,Ecological Impact Classification,Energy Management Classification,Environmental Supply Chain Management Classification,GHG Emissions Management Classification,Sustainable Finance Classification,Sustainable Product Classification,Waste Management Classification,Water Management Classification
Semiconductors,Environmental,KR7042700005,,,,0.0,,0.342395991,,0.0,0.0,3.0,0.9445114788299999,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,TW0006168008,,,,3.429107904,,5.660439491,,1.5,7.67113018,5.506740093,4.50043585273,2.945399878491722,NaN,NaN,NaN,Leading,NaN,Above Median,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,DE000HAG0005,,,,8.207443237,,2.38870883,,1.5,6.864512444,5.900545597,5.53802516694,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Leading,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,TW0006202005,,,,4.417240143,,2.65676856,,1.5,9.311964035,7.202059746,5.09548592335,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,CNE100002V10,,,,0.360722661,,0.342395991,,0.0,3.0,3.0,1.38272827713,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Leading,Below Median
Semiconductors,Environmental,HK0000218211,,,,2.653185129,,1.892012596,,1.5,2.782707214,3.292587519,2.57579122542,2.945399878491722,NaN,NaN,NaN,Leading,NaN,Leading,NaN,Above Median,Leading,Below Median
Semiconductors,Environmental,TW0002486008,,,,0.0,,0.0,,0.0,0.0,3.0,0.8999999999999999,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,TW0008040007,,,,0.0,,0.342395991,,0.0,0.0,6.039093018,1.85623938423,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Above Median
Semiconductors,Environmental,US4532041096,,,,8.415797234,,2.081073523,,0.0,0.0,0.0,2.7952787281899996,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Leading,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,MYQ0166OO007,,,,2.819398165,,8.202905655,,1.5,5.368309975,6.452810764,4.6785545111,2.945399878491722,NaN,NaN,NaN,Leading,NaN,Above Median,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,CH0011029946,,,,6.927061558,,1.960227132,,0.0,0.0,3.0,3.23294799456,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Leading,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,DE0006231004,,,,3.712028027,,4.57352066,,1.5,5.469890118,7.073962212,4.67204267048,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,CNE100001377,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,US4581401001,,,,6.974977016,,8.286221504,,3.0,7.38909483,6.791586876,6.499978394419999,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,US45817G2012,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,JP3152720003,,,,0.0,,0.342395991,,1.5,3.0,0.0,0.61451147883,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Above Median,Leading,Below Median
Semiconductors,Environmental,US4611471008,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,US44980X1090,,,,4.616458416,,3.474535465,,0.0,6.467580318,5.649268627,4.242841558329999,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Leading,Above Median,Above Median
Semiconductors,Environmental,GB0009619924,,,,3.391211033,,1.755378842,,0.0,5.472671986,4.505356312,3.19916337142,2.945399878491722,NaN,NaN,NaN,Leading,NaN,Leading,NaN,Leading,Above Median,Above Median
Semiconductors,Environmental,TW0003014007,,,,6.55980444,,2.535212278,,1.5,7.385570526,5.994733334,5.1483516862,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,JP3735300000,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,JP3389680004,,,,7.830155849,,2.645270824,,0.0,3.0,0.0,3.02293196182,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Leading,Leading,Below Median
Semiconductors,Environmental,CNE000001F05,,,,2.420083761,,5.008066654,,1.5,3.515096188,5.849731922,3.7586539506000003,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Above Median,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,CNE000000N97,,,,0.0,,0.342395991,,0.0,0.0,3.0,0.9445114788299999,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,TW0005285001,,,,6.187400341,,0.342395991,,0.0,3.826492786,6.048163414,4.1360948117900005,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Below Median,NaN,Leading,Above Median,Above Median
Semiconductors,Environmental,CNE0000017L3,,,,0.0,,0.523100078,,0.0,0.0,0.0,0.06800301014,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,TW0006552003,,,,0.0,,0.342395991,,0.0,0.0,2.283340454,0.72951361503,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,TW0002375003,,,,0.0,,0.0,,0.0,0.0,3.0,0.8999999999999999,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,JP3281610000,,,,3.383388042,,1.767287493,,1.5,0.0,0.0,1.4847637866899999,2.945399878491722,NaN,NaN,NaN,Leading,NaN,Leading,NaN,Above Median,Below Median,Below Median
Semiconductors,Environmental,TW0002449006,,,,1.499005437,,7.405205727,,0.0,8.084568024,4.125119209,3.5392166209500004,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Above Median,NaN,Leading,Above Median,Leading
Semiconductors,Environmental,US4824801009,,,,7.312757969,,8.317201614,,1.5,3.0,8.293261528,6.33304205892,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Leading,Above Median
Semiconductors,Environmental,US5012421013,,,,6.755916595,,2.749904871,,0.0,4.317788601,6.348726749,4.76383738254,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Leading,Above Median,Above Median
Semiconductors,Environmental,US5128071082,,,,7.793450832,,8.848707199,,1.5,7.911330223,6.319028378,6.4943220234,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,JP3979200007,,,,0.0,,0.342395991,,1.5,3.0,0.0,0.61451147883,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Above Median,Leading,Below Median
Semiconductors,Environmental,TW0003346003,,,,4.546668053,,2.879374266,,0.0,0.0,4.719115734,3.15405379068,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Leading,Below Median,Above Median
Semiconductors,Environmental,US5184151042,,,,7.881179333,,1.98654151,,0.0,0.0,3.0,3.5226041962,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Leading,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,TW0003588000,,,,0.0,,0.0,,0.0,6.486777306,4.147761822,1.9578740502599996,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Above Median,Leading
Semiconductors,Environmental,KR7058470006,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,TW0002472008,,,,1.825875044,,2.388940573,,0.0,3.757536173,3.940245152,2.45372731232,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Leading,NaN,Leading,Above Median,Leading
Semiconductors,Environmental,TW0002369006,,,,1.71468246,,4.785861015,,0.0,6.270835876,5.41097784,3.44965196831,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Above Median,NaN,Leading,Above Median,Above Median
Semiconductors,Environmental,TW0004979000,,,,3.670455694,,2.601231813,,0.0,5.153357029,5.549577713,3.67103943098,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Leading,Above Median,Above Median
Semiconductors,Environmental,US55405Y1001,,,,5.414260864,,1.681584716,,0.0,5.05042696,6.936636925,4.47942231538,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Leading,NaN,Leading,Above Median,Above Median
Semiconductors,Environmental,TW0002337003,,,,1.895816803,,4.898611069,,0.0,6.973481655,4.638843536,3.36430052272,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Above Median,NaN,Leading,Above Median,Above Median
Semiconductors,Environmental,US55933J2033,,,,0.730851233,,0.0,,0.0,0.0,3.0,1.1192553698999999,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,MYL3867OO008,,,,4.462039948,,2.989069462,,0.0,3.565333843,3.253647566,3.0954720069899997,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Leading,Above Median,Below Median
Semiconductors,Environmental,US5738741041,,,,8.224472046,,8.305523872,,3.0,0.0,8.894218445,6.69532525066,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Below Median,Above Median
Semiconductors,Environmental,US57776J1007,,,,0.0,,0.342395991,,0.0,0.0,0.0,0.04451147883,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,CNE100003QK4,,,,3.221941948,,0.342395991,,0.0,3.0,4.428576946,2.66966714703,2.945399878491722,NaN,NaN,NaN,Leading,NaN,Below Median,NaN,Leading,Leading,Leading
Semiconductors,Environmental,TW0003527008,,,,4.048070431,,2.580549479,,0.0,0.0,5.625321865,3.2374891210700003,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Leading,Below Median,Above Median
Semiconductors,Environmental,TW0002454006,,,,4.828856468,,9.756624222,,3.0,6.756539345,8.242168427,6.412887945309999,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,JP3920860008,,,,6.833285809,,0.0,,0.0,0.0,0.0,2.0499857427,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,BE0165385973,,,,6.127124786,,2.470803499,,0.0,0.0,6.568961143,4.13003023357,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Leading,NaN,Leading,Below Median,Above Median
Semiconductors,Environmental,US5950171042,,,,4.750654221,,6.336891174,,3.0,6.14803648,6.138226509,5.2467440844199995,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,US5951121038,,,,3.609304905,,4.773374557,,3.0,4.611835003,6.872632504,4.75242176544,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,JP3750400008,,,,3.673149586,,1.946042895,,0.0,0.0,0.0,1.3549304521499999,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Leading,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,JP3910570005,,,,0.0,,0.342395991,,0.0,0.0,0.0,0.04451147883,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,TW0002464005,,,,4.924901962,,0.722955465,,0.0,0.0,1.299017191,1.9611599563499997,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,US55306N1046,,,,6.004253387,,7.86710453,,3.0,0.0,5.350975037,4.9092921161,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Below Median,Above Median
Semiconductors,Environmental,CNE100001X19,,,,0.0,,0.0,,1.5,0.0,0.0,0.24,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Above Median,Below Median,Below Median
Semiconductors,Environmental,US6098391054,,,,7.486177444,,2.399650574,,0.0,7.869745255,4.503880024,4.77464379307,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Leading,NaN,Leading,Above Median,Above Median
Semiconductors,Environmental,CNE100003MN7,,,,6.801661491,,2.960417509,,1.5,0.0,6.644050598,4.65856790287,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Below Median,Above Median
Semiconductors,Environmental,TW0002434008,,,,0.0,,0.342395991,,0.0,0.0,3.0,0.9445114788299999,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,DE0006627201,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,SE0000375115,,,,7.303934097,,7.16902113,,0.0,0.0,6.387352943,5.0393588589,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Leading,Below Median,Above Median
Semiconductors,Environmental,US63010N1054,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,TW0002408002,,,,2.607941151,,7.875807762,,3.0,5.183080196,4.420127392,4.18241439352,2.945399878491722,NaN,NaN,NaN,Leading,NaN,Above Median,NaN,Above Median,Above Median,Leading
Semiconductors,Environmental,CNE1000040F5,,,,1.824240923,,0.342395991,,0.0,3.0,3.0,1.8217837557299998,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Leading,Below Median
Semiconductors,Environmental,CNE100000ML7,,,,0.0,,0.342395991,,1.5,3.0,3.0,1.5145114788299998,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Above Median,Leading,Below Median
Semiconductors,Environmental,US64118P1093,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,TW0003317004,,,,4.893368244,,2.569964886,,0.0,3.0,6.700339317,4.1422077034800004,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Leading,Leading,Above Median
Semiconductors,Environmental,JP3686200001,,,,4.725511074,,0.342395991,,0.0,0.0,7.231285572,3.63155047263,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Below Median,NaN,Leading,Below Median,Above Median
Semiconductors,Environmental,JP3725200004,,,,0.0,,0.342395991,,1.5,0.0,0.0,0.28451147883,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Above Median,Below Median,Below Median
Semiconductors,Environmental,JP3701200002,,,,1.268683791,,1.559634686,,3.0,3.0,3.481434822,2.43778809308,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Leading,NaN,Above Median,Leading,Below Median
Semiconductors,Environmental,NO0003055501,,,,9.031420708,,10.0,,1.5,7.863875389,4.70110321,6.52478346819,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,IL0010845571,,,,3.574515104,,1.450672984,,0.0,3.0,3.0,2.4909420191200002,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Below Median,NaN,Leading,Leading,Below Median
Semiconductors,Environmental,TW0003034005,,,,4.935950756,,7.208595753,,3.0,6.352604389,9.689291954,6.50347674368,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,TW0004919006,,,,3.370219469,,5.794582844,,0.0,5.394779205,6.597476482,4.33703026757,2.945399878491722,NaN,NaN,NaN,Leading,NaN,Above Median,NaN,Leading,Above Median,Above Median
Semiconductors,Environmental,US6294452064,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,US67066G1040,,,,7.571323872,,5.833654404,,3.0,8.328515053,8.258394241,6.903427162250001,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,NL0009538784,,,,6.639457703,,5.385409355,,0.0,4.965125084,4.301429749,4.52853321099,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Leading,Above Median,Leading
Semiconductors,Environmental,JP3193600008,,,,0.0,,0.342395991,,0.0,0.0,0.0,0.04451147883,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,US6821891057,,,,2.782552958,,7.019564152,,3.0,4.983368397,5.8104496,4.51861463083,2.945399878491722,NaN,NaN,NaN,Leading,NaN,Above Median,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,US6833441057,,,,0.0,,0.0,,1.5,0.0,0.0,0.24,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Above Median,Below Median,Below Median
Semiconductors,Environmental,TW0002329000,,,,3.056140423,,2.731345654,,1.5,8.243668556,6.6597929,4.41665847308,2.945399878491722,NaN,NaN,NaN,Leading,NaN,Above Median,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,JP3200400004,,,,0.0,,0.342395991,,1.5,0.0,0.0,0.28451147883,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Above Median,Below Median,Below Median
Semiconductors,Environmental,DE000LED4000,,,,5.808446884,,7.039515018,,1.5,4.986838818,5.795856476,5.184980230320001,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,US68989M2026,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,TW0002481009,,,,3.052654028,,6.804695129,,1.5,8.504047394,7.819803715,5.3217929030099995,2.945399878491722,NaN,NaN,NaN,Leading,NaN,Above Median,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,US7013543001,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,US71360T2006,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,TW0008299009,,,,4.611846447,,7.229448318,,3.0,8.180885315,7.962800503,6.092119750989999,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,US7194051022,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,CNE100005998,,,,5.496947289,,1.664920688,,0.0,5.507275105,4.855979443,3.92811797059,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Leading,NaN,Leading,Above Median,Above Median
Semiconductors,Environmental,US72581M3051,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,US7392761034,,,,6.212444782,,0.0,,1.5,0.0,4.796100616,3.5425636194,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Below Median,NaN,Above Median,Below Median,Above Median
Semiconductors,Environmental,TW0006770001,,,,2.123507977,,2.690016985,,0.0,6.761471272,6.414647102,3.6549105716699994,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Above Median,NaN,Leading,Above Median,Above Median
Semiconductors,Environmental,TW0006239007,,,,2.479914904,,7.252457142,,0.0,4.831027508,5.083696842,3.74331597814,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Above Median,NaN,Leading,Above Median,Above Median
Semiconductors,Environmental,TW0006173008,,,,1.938080549,,1.805224895,,0.0,1.942150831,4.448694706,2.3643484042600003,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Leading,NaN,Leading,Below Median,Leading
Semiconductors,Environmental,DE0007461006,,,,6.86442852,,1.654757977,,0.0,3.0,0.0,2.6044470930099997,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Leading,NaN,Leading,Leading,Below Median
Semiconductors,Environmental,US74736K1016,,,,4.85375309,,2.716490269,,1.5,4.157817364,6.684686661,4.512035570309999,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,US7475251036,,,,7.916699886,,9.421822548,,3.0,8.911679268,8.00567627,7.46183449752,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,US74837P4054,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,US7509171069,,,,6.403044701,,1.575109243,,0.0,0.0,0.0,2.12567761189,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Leading,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,TW0002379005,,,,3.904578686,,9.806110382,,3.0,6.613248348,9.700740814,6.563847517939999,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,TW0002302007,,,,0.0,,0.342395991,,0.0,0.0,0.0,0.04451147883,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,JP3164720009,,,,4.153234959,,8.559326172,,3.0,8.464708328,4.95107317,5.2551227571400005,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,US7631651079,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,TW0004968003,,,,4.658487797,,2.716873884,,3.0,9.849748611,8.199991226,5.774209659029999,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,TW0008104001,,,,0.0,,0.342395991,,0.0,0.0,3.0,0.9445114788299999,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,ES0105225009,,,,0.0,,0.342395991,,0.0,0.0,0.0,0.04451147883,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,CNE100003RK2,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,JP3982800009,,,,5.033735275,,7.69726944,,3.0,3.0,4.199840546,4.5807177735,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Leading,Leading
Semiconductors,Environmental,JP3982200002,,,,2.755138397,,4.966954708,,0.0,0.0,0.0,1.47224563114,2.945399878491722,NaN,NaN,NaN,Leading,NaN,Above Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,JP3976200000,,,,8.19778347,,9.796016693,,3.0,0.0,5.222341537,5.77951967219,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Below Median,Above Median
Semiconductors,Environmental,JP3975410006,,,,4.881800175,,6.133946419,,0.0,9.813102722,0.0,3.34139438639,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Leading,Above Median,Below Median
Semiconductors,Environmental,JP3322950001,,,,0.0,,0.342395991,,1.5,0.0,0.0,0.28451147883,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Above Median,Below Median,Below Median
Semiconductors,Environmental,CNE000000KB3,,,,0.0,,0.342395991,,0.0,0.0,0.0,0.04451147883,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,JP3329600005,,,,4.220569134,,2.171021461,,0.0,3.0,5.105958939,3.41019121183,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Leading,NaN,Leading,Leading,Above Median
Semiconductors,Environmental,DE0005156236,,,,0.0,,0.342395991,,1.5,3.0,3.0,1.5145114788299998,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Above Median,Leading,Below Median
Semiconductors,Environmental,TW0003583001,,,,3.072261333,,5.126665115,,0.0,9.509693146,5.018495083,4.13975963581,2.945399878491722,NaN,NaN,NaN,Leading,NaN,Above Median,NaN,Leading,Above Median,Above Median
Semiconductors,Environmental,JP3494600004,,,,7.377979755,,7.774020195,,3.0,7.228408337,6.582261562,6.47381993752,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Above Median,NaN,Above Median,Above Median,Above Median
Semiconductors,Environmental,TW0002351004,,,,3.7620399,,2.040699005,,0.0,3.361576796,6.555080414,3.73020041241,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Leading,NaN,Leading,Leading,Above Median
Semiconductors,Environmental,JP3418400002,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,US8168501018,,,,7.45448637,,1.832887173,,0.0,0.0,3.0,3.37462124349,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Leading,NaN,Leading,Below Median,Below Median
Semiconductors,Environmental,CH0406705126,,,,6.894955635,,2.183415651,,0.0,0.0,5.458952904,3.99001659633,2.945399878491722,NaN,NaN,NaN,Above Median,NaN,Leading,NaN,Leading,Below Median,Above Median
Semiconductors,Environmental,KR7046890000,,,,0.0,,0.342395991,,0.0,3.0,3.0,1.27451147883,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Leading,Below Median
Semiconductors,Environmental,US8173232070,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,2.945399878491722,NaN,NaN,NaN,Below Median,NaN,Below Median,NaN,Leading,Below Median,Below Median
