Isin,Year,yhat
JP3389680004,2048,3.3290729788188034
CNE000001F05,2023,706.534464115263
CNE000001F05,2024,730.0572951528175
CNE000001F05,2025,728.76968360487
CNE000001F05,2026,722.1888928932838
CNE000001F05,2027,710.3340616876139
CNE000001F05,2028,733.8568927249578
CNE000001F05,2029,732.5692811769653
CNE000001F05,2030,725.9884904653377
CNE000001F05,2031,714.1336592594242
CNE000001F05,2032,737.6564902970654
CNE000001F05,2033,736.3688787491789
CNE000001F05,2034,729.7880880374003
CNE000001F05,2035,717.9332568316128
CNE000001F05,2036,741.456087869285
CNE000001F05,2037,740.1684763214015
CNE000001F05,2038,733.5876856096812
CNE000001F05,2039,721.7328544041009
CNE000001F05,2040,745.2556854414117
CNE000001F05,2041,743.9680738934001
CNE000001F05,2042,737.3872831818157
CNE000001F05,2043,725.5324519759049
CNE000001F05,2044,749.0552830135229
CNE000001F05,2045,747.7676714655564
CNE000001F05,2046,741.1868807539984
CNE000001F05,2047,729.3320495480925
CNE000001F05,2048,752.8548805856758
CNE000000N97,2023,10.431031960784429
CNE000000N97,2024,8.35631702086056
CNE000000N97,2025,8.224381497691057
CNE000000N97,2026,8.06176980346048
CNE000000N97,2027,7.867932463621187
CNE000000N97,2028,5.793217523699781
CNE000000N97,2029,5.6612820005343405
CNE000000N97,2030,5.498670306297905
CNE000000N97,2031,5.304832966465183
CNE000000N97,2032,3.2301180265440284
CNE000000N97,2033,3.098182503369797
CNE000000N97,2034,2.9355708091456556
CNE000000N97,2035,2.741733469302403
CNE000000N97,2036,0.6670185293773123
CNE000000N97,2037,0.5350830062039549
CNE000000N97,2038,0.3724713119801457
CNE000000N97,2039,0.17863397213705667
CNE000000N97,2040,-1.8960809677845063
CNE000000N97,2041,-2.028016490951046
CNE000000N97,2042,-2.1906281851848277
CNE000000N97,2043,-2.3844655250175606
CNE000000N97,2044,-4.459180464937443
CNE000000N97,2045,-4.591115988114019
CNE000000N97,2046,-4.753727682345769
CNE000000N97,2047,-4.947565022180335
CNE000000N97,2048,-7.022279962103127
TW0005285001,2023,7.989960786809461
TW0005285001,2024,6.968882960357622
TW0005285001,2025,7.4620463824495555
TW0005285001,2026,7.931609554777444
TW0005285001,2027,8.377161105278145
TW0005285001,2028,7.356083278828027
TW0005285001,2029,7.849246700923129
TW0005285001,2030,8.31880987324627
TW0005285001,2031,8.764361423752085
TW0005285001,2032,7.743283597302268
TW0005285001,2033,8.23644701939067
TW0005285001,2034,8.706010191723525
TW0005285001,2035,9.151561742220927
TW0005285001,2036,8.13048391576823
TW0005285001,2037,8.623647337857197
TW0005285001,2038,9.093210510190316
TW0005285001,2039,9.538762060688054
TW0005285001,2040,8.517684234237791
TW0005285001,2041,9.010847656331968
TW0005285001,2042,9.480410828657316
TW0005285001,2043,9.925962379163142
TW0005285001,2044,8.904884552714243
TW0005285001,2045,9.398047974800665
TW0005285001,2046,9.867611147127679
TW0005285001,2047,10.313162697631984
TW0005285001,2048,9.292084871180853
CNE0000017L3,2023,-14839.422335484167
CNE0000017L3,2024,16619.71033506527
CNE0000017L3,2025,10465.828306834184
CNE0000017L3,2026,4764.763864012013
CNE0000017L3,2027,-473.08462901896564
CNE0000017L3,2028,30986.04804148482
CNE0000017L3,2029,24832.166013175374
CNE0000017L3,2030,19131.1015704694
CNE0000017L3,2031,13893.25307730789
CNE0000017L3,2032,45352.385747810345
CNE0000017L3,2033,39198.50371966626
CNE0000017L3,2034,33497.43927671839
CNE0000017L3,2035,28259.59078376685
CNE0000017L3,2036,59718.72345433966
CNE0000017L3,2037,53564.84142618213
CNE0000017L3,2038,47863.7769832293
CNE0000017L3,2039,42625.92849027291
CNE0000017L3,2040,74085.06116077959
CNE0000017L3,2041,67931.17913249254
CNE0000017L3,2042,62230.11468973287
CNE0000017L3,2043,56992.266196571174
CNE0000017L3,2044,88451.3988670512
CNE0000017L3,2045,82297.51683895438
CNE0000017L3,2046,76596.45239615405
CNE0000017L3,2047,71358.60390303019
CNE0000017L3,2048,102817.73657356368
TW0002375003,2023,25.86611272396645
TW0002375003,2024,26.69976493195427
TW0002375003,2025,28.79066004868281
TW0002375003,2026,30.930780609094995
TW0002375003,2027,33.1196328591277
TW0002375003,2028,33.95328506711918
TW0002375003,2029,36.044180183850266
TW0002375003,2030,38.18430074425995
TW0002375003,2031,40.37315299429889
TW0002375003,2032,41.20680520228693
TW0002375003,2033,43.297700319012506
TW0002375003,2034,45.437820879430184
TW0002375003,2035,47.62667312946224
TW0002375003,2036,48.46032533744807
TW0002375003,2037,50.55122045417397
TW0002375003,2038,52.69134101459109
TW0002375003,2039,54.88019326462083
TW0002375003,2040,55.71384547261264
TW0002375003,2041,57.80474058934338
TW0002375003,2042,59.944861149753926
TW0002375003,2043,62.133713399792825
TW0002375003,2044,62.96736560778173
TW0002375003,2045,65.05826072450701
TW0002375003,2046,67.1983812849183
TW0002375003,2047,69.38723353495617
TW0002375003,2048,70.22088574294409
TW0002449006,2023,410.3981201302317
TW0002449006,2024,451.15593757514324
TW0002449006,2025,468.1442088228273
TW0002449006,2026,483.7794698470102
TW0002449006,2027,498.07244515785374
TW0002449006,2028,538.8302626026774
TW0002449006,2029,555.8185338503149
TW0002449006,2030,571.453794874531
TW0002449006,2031,585.7467701852457
TW0002449006,2032,626.5045876301579
TW0002449006,2033,643.4928588779039
TW0002449006,2034,659.1281199019738
TW0002449006,2035,673.4210952128115
TW0002449006,2036,714.178912657771
TW0002449006,2037,731.167183905507
TW0002449006,2038,746.8024449295921
TW0002449006,2039,761.095420240494
TW0002449006,2040,801.8532376853092
TW0002449006,2041,818.8415089329474
TW0002449006,2042,834.4767699571577
TW0002449006,2043,848.7697452678731
TW0002449006,2044,889.5275627127669
TW0002449006,2045,906.5158339605052
TW0002449006,2046,922.1510949847076
TW0002449006,2047,936.4440702954392
TW0002449006,2048,977.2018877403475
US5012421013,2023,14.206542383873524
US5012421013,2024,14.034553712593375
US5012421013,2025,13.985048945574428
US5012421013,2026,13.9530433230447
US5012421013,2027,13.938441187056894
US5012421013,2028,13.766452515777772
US5012421013,2029,13.716947748759043
US5012421013,2030,13.684942126229561
US5012421013,2031,13.670339990242773
US5012421013,2032,13.49835131896243
US5012421013,2033,13.448846551943053
US5012421013,2034,13.416840929414159
US5012421013,2035,13.402238793426976
US5012421013,2036,13.230250122146291
US5012421013,2037,13.180745355126989
US5012421013,2038,13.148739732597875
US5012421013,2039,13.134137596609715
US5012421013,2040,12.962148925330737
US5012421013,2041,12.912644158312125
US5012421013,2042,12.880638535782374
US5012421013,2043,12.866036399795561
US5012421013,2044,12.694047728515427
US5012421013,2045,12.644542961496425
US5012421013,2046,12.612537338966531
US5012421013,2047,12.597935202979757
US5012421013,2048,12.42594653169965
JP3979200007,2023,4.357457109341747
JP3979200007,2024,4.575846468479232
JP3979200007,2025,4.6941963233642845
JP3979200007,2026,4.817401133994178
JP3979200007,2027,4.945475704679334
JP3979200007,2028,5.163865063816875
JP3979200007,2029,5.282214918701714
JP3979200007,2030,5.405419729332041
JP3979200007,2031,5.533494300016963
JP3979200007,2032,5.751883659154265
JP3979200007,2033,5.87023351403951
JP3979200007,2034,5.9934383246691585
JP3979200007,2035,6.121512895354697
JP3979200007,2036,6.3399022544921495
JP3979200007,2037,6.458252109377378
JP3979200007,2038,6.581456920006968
JP3979200007,2039,6.709531490692296
JP3979200007,2040,6.9279208498298726
JP3979200007,2041,7.046270704714814
JP3979200007,2042,7.16947551534491
JP3979200007,2043,7.297550086029824
JP3979200007,2044,7.515939445167092
JP3979200007,2045,7.634289300052576
JP3979200007,2046,7.757494110682511
JP3979200007,2047,7.885568681367557
JP3979200007,2048,8.103958040505006
TW0003346003,2023,1.6478975724226825
TW0003346003,2024,1.695404756864044
TW0003346003,2025,1.7339085723272352
TW0003346003,2026,1.7773486728875478
TW0003346003,2027,1.8257128978564388
TW0003346003,2028,1.8732200822979923
TW0003346003,2029,1.9117238977611568
TW0003346003,2030,1.9551639983216407
TW0003346003,2031,2.0035282232906435
TW0003346003,2032,2.051035407731912
TW0003346003,2033,2.0895392231950836
TW0003346003,2034,2.132979323755474
TW0003346003,2035,2.1813435487245827
TW0003346003,2036,2.228850733165837
TW0003346003,2037,2.2673545486290223
TW0003346003,2038,2.3107946491893565
TW0003346003,2039,2.3591588741582337
TW0003346003,2040,2.406666058599819
TW0003346003,2041,2.445169874063036
TW0003346003,2042,2.488609974623407
TW0003346003,2043,2.5369741995924056
TW0003346003,2044,2.584481384033693
TW0003346003,2045,2.622985199497004
TW0003346003,2046,2.666425300057304
TW0003346003,2047,2.7147895250263434
TW0003346003,2048,2.7622967094676962
US5184151042,2023,2.1345312291267633
US5184151042,2024,2.4246038394022715
US5184151042,2025,2.3415741936312537
US5184151042,2026,2.2427400365410466
US5184151042,2027,2.1282434674064934
US5184151042,2028,2.418316077680944
US5184151042,2029,2.3352864319091733
US5184151042,2030,2.236452274819748
US5184151042,2031,2.1219557056833187
US5184151042,2032,2.412028315958826
US5184151042,2033,2.328998670188618
US5184151042,2034,2.2301645130967906
US5184151042,2035,2.1156679439624635
US5184151042,2036,2.4057405542385393
US5184151042,2037,2.322710908468291
US5184151042,2038,2.223876751376639
US5184151042,2039,2.109380182242972
US5184151042,2040,2.399452792517329
US5184151042,2041,2.316423146745678
US5184151042,2042,2.217588989655966
US5184151042,2043,2.103092420519545
US5184151042,2044,2.3931650307948154
US5184151042,2045,2.310135385024725
US5184151042,2046,2.211301227934778
US5184151042,2047,2.09680465879869
US5184151042,2048,2.38687726907422
TW0003588000,2023,4.131203111303327
TW0003588000,2024,3.7866026482960695
TW0003588000,2025,4.1060877479666855
TW0003588000,2026,4.444921498962655
TW0003588000,2027,4.802854603683076
TW0003588000,2028,4.4582541406775755
TW0003588000,2029,4.777739240349542
TW0003588000,2030,5.116572991344094
TW0003588000,2031,5.474506096067601
TW0003588000,2032,5.129905633060626
TW0003588000,2033,5.449390732729645
TW0003588000,2034,5.788224483728383
TW0003588000,2035,6.146157588448307
TW0003588000,2036,5.801557125440111
TW0003588000,2037,6.121042225109338
TW0003588000,2038,6.45987597610785
TW0003588000,2039,6.817809080826762
TW0003588000,2040,6.473208617821399
TW0003588000,2041,6.792693717493156
TW0003588000,2042,7.131527468488226
TW0003588000,2043,7.489460573211716
TW0003588000,2044,7.144860110205206
TW0003588000,2045,7.464345209873973
TW0003588000,2046,7.803178960869472
TW0003588000,2047,8.161112065592418
TW0003588000,2048,7.816511602585297
KR7058470006,2023,35.82087762789967
KR7058470006,2024,41.43610048226888
KR7058470006,2025,43.08462358842393
KR7058470006,2026,44.73554984472943
KR7058470006,2027,46.39007737151961
KR7058470006,2028,52.005300225882515
KR7058470006,2029,53.65382333202936
KR7058470006,2030,55.30474958834611
KR7058470006,2031,56.95927711512128
KR7058470006,2032,62.574499969486446
KR7058470006,2033,64.22302307565072
KR7058470006,2034,65.87394933194211
KR7058470006,2035,67.52847685873924
KR7058470006,2036,73.14369971311174
KR7058470006,2037,74.79222281927468
KR7058470006,2038,76.44314907556601
KR7058470006,2039,78.09767660236437
KR7058470006,2040,83.7128994567273
KR7058470006,2041,85.36142256287619
KR7058470006,2042,87.01234881918798
KR7058470006,2043,88.66687634596315
KR7058470006,2044,94.28209920032589
KR7058470006,2045,95.9306223064942
KR7058470006,2046,97.58154856280211
KR7058470006,2047,99.2360760895811
KR7058470006,2048,104.8512989439489
TW0002472008,2023,46.59463550726167
TW0002472008,2024,42.5754657466503
TW0002472008,2025,44.02338366396482
TW0002472008,2026,45.957655423795444
TW0002472008,2027,48.375297785967476
TW0002472008,2028,44.35612802538343
TW0002472008,2029,45.80404594270852
TW0002472008,2030,47.73831770253656
TW0002472008,2031,50.15596006474339
TW0002472008,2032,46.136790304128695
TW0002472008,2033,47.58470822142782
TW0002472008,2034,49.51897998128841
TW0002472008,2035,51.93662234346871
TW0002472008,2036,47.91745258284228
TW0002472008,2037,49.365370500144024
TW0002472008,2038,51.29964225999906
TW0002472008,2039,53.71728462215637
TW0002472008,2040,49.69811486157561
TW0002472008,2041,51.14603277890211
TW0002472008,2042,53.080304538728114
TW0002472008,2043,55.49794690093437
TW0002472008,2044,51.47877714032479
TW0002472008,2045,52.92669505763024
TW0002472008,2046,54.860966817455676
TW0002472008,2047,57.278609179659725
TW0002472008,2048,53.25943941904859
TW0002369006,2023,75.02612310142553
TW0002369006,2024,71.71589172630482
TW0002369006,2025,74.00239335939337
TW0002369006,2026,76.66085702161769
TW0002369006,2027,79.68811134265906
TW0002369006,2028,76.37787996756606
TW0002369006,2029,78.66438160066562
TW0002369006,2030,81.3228452628882
TW0002369006,2031,84.3500995839616
TW0002369006,2032,81.03986820884276
TW0002369006,2033,83.32636984191123
TW0002369006,2034,85.98483350416524
TW0002369006,2035,89.012087825215
TW0002369006,2036,85.701856450079
TW0002369006,2037,87.98835808315395
TW0002369006,2038,90.64682174540353
TW0002369006,2039,93.67407606643101
TW0002369006,2040,90.36384469134067
TW0002369006,2041,92.6503463244425
TW0002369006,2042,95.30880998666177
TW0002369006,2043,98.33606430773483
TW0002369006,2044,95.02583293262202
TW0002369006,2045,97.31233456569836
TW0002369006,2046,99.9707982279166
TW0002369006,2047,102.99805254898837
TW0002369006,2048,99.68782117387178
TW0004979000,2023,6.707828652862938
TW0004979000,2024,5.532553800749625
TW0004979000,2025,5.9159534256112245
TW0004979000,2026,6.362742574197728
TW0004979000,2027,6.872280498219347
TW0004979000,2028,5.697005646110928
TW0004979000,2029,6.0804052709756755
TW0004979000,2030,6.527194419559368
TW0004979000,2031,7.036732343588765
TW0004979000,2032,5.861457491475814
TW0004979000,2033,6.244857116333497
TW0004979000,2034,6.691646264926904
TW0004979000,2035,7.201184188948094
TW0004979000,2036,6.0259093368321475
TW0004979000,2037,6.409308961690405
TW0004979000,2038,6.856098110283089
TW0004979000,2039,7.3656360343010245
TW0004979000,2040,6.190361182193032
TW0004979000,2041,6.573760807057479
TW0004979000,2042,7.02054995564201
TW0004979000,2043,7.53008787967134
TW0004979000,2044,6.354813027559554
TW0004979000,2045,6.7382126524172
TW0004979000,2046,7.185001801002493
TW0004979000,2047,7.694539725030655
TW0004979000,2048,6.519264872917663
US55405Y1001,2023,16.475331734503285
US55405Y1001,2024,20.281094435483702
US55405Y1001,2025,19.287152943156457
US55405Y1001,2026,17.981854649701113
US55405Y1001,2027,16.367411113570384
US55405Y1001,2028,20.173173814532262
US55405Y1001,2029,19.179232322195574
US55405Y1001,2030,17.873934028746483
US55405Y1001,2031,16.259490492588625
US55405Y1001,2032,20.065253193570395
US55405Y1001,2033,19.07131170125515
US55405Y1001,2034,17.76601340777635
US55405Y1001,2035,16.1515698716438
US55405Y1001,2036,19.957332572634368
US55405Y1001,2037,18.963391080317603
US55405Y1001,2038,17.658092786842268
US55405Y1001,2039,16.043649250723796
US55405Y1001,2040,19.849411951683578
US55405Y1001,2041,18.855470459347025
US55405Y1001,2042,17.550172165897045
US55405Y1001,2043,15.935728629739431
US55405Y1001,2044,19.74149133071745
US55405Y1001,2045,18.74754983840026
US55405Y1001,2046,17.44225154494884
US55405Y1001,2047,15.827808008794575
US55405Y1001,2048,19.63357070977479
TW0002337003,2023,498.68116394898186
TW0002337003,2024,457.032392350932
TW0002337003,2025,472.6710356261092
TW0002337003,2026,492.4759890862556
TW0002337003,2027,516.4191917829112
TW0002337003,2028,474.7704201851059
TW0002337003,2029,490.4090634603965
TW0002337003,2030,510.21401692048255
TW0002337003,2031,534.1572196174791
TW0002337003,2032,492.5084480194043
TW0002337003,2033,508.1470912944336
TW0002337003,2034,527.95204475487
TW0002337003,2035,551.8952474515743
TW0002337003,2036,510.2464758533906
TW0002337003,2037,525.8851191284385
TW0002337003,2038,545.6900725888278
TW0002337003,2039,569.633275285337
TW0002337003,2040,527.9845036875588
TW0002337003,2041,543.6231469628515
TW0002337003,2042,563.4281004229401
TW0002337003,2043,587.3713031199316
TW0002337003,2044,545.722531521905
TW0002337003,2045,561.3611747969713
TW0002337003,2046,581.1661282570685
TW0002337003,2047,605.1093309540266
TW0002337003,2048,563.4605593559779
US55933J2033,2023,14.196087649369442
US55933J2033,2024,16.68309885367799
US55933J2033,2025,13.848925809328637
US55933J2033,2026,10.956047533616697
US55933J2033,2027,8.006161270520014
US55933J2033,2028,10.493172474818664
US55933J2033,2029,7.65899943045838
US55933J2033,2030,4.766121154760796
US55933J2033,2031,1.8162348916422246
US55933J2033,2032,4.3032460959468395
US55933J2033,2033,1.4690730516095414
US55933J2033,2034,-1.4238052241224182
US55933J2033,2035,-4.373691487210991
US55933J2033,2036,-1.886680282897153
US55933J2033,2037,-4.720853327235865
US55933J2033,2038,-7.613731602967228
US55933J2033,2039,-10.563617866052482
US55933J2033,2040,-8.076606661754141
US55933J2033,2041,-10.910779706111839
US55933J2033,2042,-13.803657981815611
US55933J2033,2043,-16.75354424493421
US55933J2033,2044,-14.26653304063273
US55933J2033,2045,-17.100706084965438
US55933J2033,2046,-19.993584360674028
US55933J2033,2047,-22.943470623787427
US55933J2033,2048,-20.456459419480034
MYL3867OO008,2023,0.1031214304094777
MYL3867OO008,2024,0.11394661889602373
MYL3867OO008,2025,0.0987112062992669
MYL3867OO008,2026,0.08372804627690565
MYL3867OO008,2027,0.0690043274322287
MYL3867OO008,2028,0.07982951591874343
MYL3867OO008,2029,0.06459410332193238
MYL3867OO008,2030,0.04961094329965249
MYL3867OO008,2031,0.0348872244548841
MYL3867OO008,2032,0.04571241294139855
MYL3867OO008,2033,0.030477000344701716
MYL3867OO008,2034,0.015493840322252511
MYL3867OO008,2035,0.0007701214776315579
MYL3867OO008,2036,0.011595309964194278
MYL3867OO008,2037,-0.0036401026325118546
MYL3867OO008,2038,-0.01862326265496414
MYL3867OO008,2039,-0.033346981499589284
MYL3867OO008,2040,-0.022521793013072083
MYL3867OO008,2041,-0.037757205609867533
MYL3867OO008,2042,-0.05274036563218512
MYL3867OO008,2043,-0.06746408447695423
MYL3867OO008,2044,-0.05663889599045405
MYL3867OO008,2045,-0.07187430858711855
MYL3867OO008,2046,-0.08685746860946456
MYL3867OO008,2047,-0.10158118745420666
MYL3867OO008,2048,-0.09075599896767056
US5738741041,2023,5.751018810872999
US5738741041,2024,13.739391231640766
US5738741041,2025,9.40017472094862
US5738741041,2026,4.6475161175208015
US5738741041,2027,-0.5138484409824002
US5738741041,2028,7.474523979751353
US5738741041,2029,3.1353074690342737
US5738741041,2030,-1.6173511343681994
US5738741041,2031,-6.77871569293027
US5738741041,2032,1.2096567278333765
US5738741041,2033,-3.1295597828289843
US5738741041,2034,-7.882218386309283
US5738741041,2035,-13.043582944804506
US5738741041,2036,-5.055210524018257
US5738741041,2037,-9.394427034684512
US5738741041,2038,-14.14708563816022
US5738741041,2039,-19.308450196635107
US5738741041,2040,-11.320077775903947
US5738741041,2041,-15.659294286617637
US5738741041,2042,-20.41195289002897
US5738741041,2043,-25.573317448590636
US5738741041,2044,-17.584945027835502
US5738741041,2045,-21.924161538494424
US5738741041,2046,-26.67682014191341
US5738741041,2047,-31.838184700464957
US5738741041,2048,-23.849812279699186
US57776J1007,2023,15.044452242779828
US57776J1007,2024,18.729431100708823
US57776J1007,2025,19.335602780814156
US57776J1007,2026,19.939143969855547
US57776J1007,2027,20.54101548139542
US57776J1007,2028,24.22599433931915
US57776J1007,2029,24.832166019418136
US57776J1007,2030,25.43570720846796
US57776J1007,2031,26.03757871999604
US57776J1007,2032,29.72255757792186
US57776J1007,2033,30.328729258034585
US57776J1007,2034,30.93227044706485
US57776J1007,2035,31.53414195860976
US57776J1007,2036,35.21912081654152
US57776J1007,2037,35.82529249665303
US57776J1007,2038,36.428833685683315
US57776J1007,2039,37.03070519722957
US57776J1007,2040,40.715684055153275
US57776J1007,2041,41.321855735253735
US57776J1007,2042,41.925396924299925
US57776J1007,2043,42.52726843582801
US57776J1007,2044,46.21224729375187
US57776J1007,2045,46.818418973867445
US57776J1007,2046,47.42196016291079
US57776J1007,2047,48.02383167444173
US57776J1007,2048,51.7088105323695
TW0003527008,2023,1.209355980155008
TW0003527008,2024,1.2318192561238144
TW0003527008,2025,1.2265690214563474
TW0003527008,2026,1.225730314239941
TW0003527008,2027,1.2292991865863292
TW0003527008,2028,1.2517624625552684
TW0003527008,2029,1.2465122278877372
TW0003527008,2030,1.2456735206715313
TW0003527008,2031,1.2492423930179422
TW0003527008,2032,1.2717056689866415
TW0003527008,2033,1.2664554343192123
TW0003527008,2034,1.265616727102803
TW0003527008,2035,1.2691855994494097
TW0003527008,2036,1.2916488754181477
TW0003527008,2037,1.2863986407507118
TW0003527008,2038,1.2855599335342518
TW0003527008,2039,1.2891288058806665
TW0003527008,2040,1.3115920818496363
TW0003527008,2041,1.3063418471821557
TW0003527008,2042,1.3055031399658326
TW0003527008,2043,1.3090720123122415
TW0003527008,2044,1.3315352882809401
TW0003527008,2045,1.3262850536136477
TW0003527008,2046,1.3254463463972448
TW0003527008,2047,1.3290152187437072
TW0003527008,2048,1.351478494712493
TW0002454006,2023,69.02120644878688
TW0002454006,2024,79.96097531972597
TW0002454006,2025,82.94379351581364
TW0002454006,2026,85.60852648393409
TW0002454006,2027,87.95842589999344
TW0002454006,2028,98.89819477090784
TW0002454006,2029,101.88101296697954
TW0002454006,2030,104.54574593511448
TW0002454006,2031,106.89564535113439
TW0002454006,2032,117.8354142220713
TW0002454006,2033,120.81823241817905
TW0002454006,2034,123.4829653862645
TW0002454006,2035,125.83286480232623
TW0002454006,2036,136.7726336732788
TW0002454006,2037,139.75545186938334
TW0002454006,2038,142.42018483747233
TW0002454006,2039,144.77008425355027
TW0002454006,2040,155.70985312446265
TW0002454006,2041,158.69267132053582
TW0002454006,2042,161.35740428866637
TW0002454006,2043,163.70730370468658
TW0002454006,2044,174.64707257561764
TW0002454006,2045,177.62989077172585
TW0002454006,2046,180.29462373985237
TW0002454006,2047,182.64452315587852
TW0002454006,2048,193.584292026816
JP3920860008,2023,1.7271095380186754
JP3920860008,2024,2.9134507002332977
JP3920860008,2025,1.8649029561952433
JP3920860008,2026,0.8736912657536475
JP3920860008,2027,-0.05966165384116895
JP3920860008,2028,1.1266795083720664
JP3920860008,2029,0.07813176432927982
JP3920860008,2030,-0.9130799261044498
JP3920860008,2031,-1.846432845706122
JP3920860008,2032,-0.6600916834948292
JP3920860008,2033,-1.7086394275279844
JP3920860008,2034,-2.6998511179763325
JP3920860008,2035,-3.633204037565144
JP3920860008,2036,-2.4468628753498702
JP3920860008,2037,-3.495410619383705
JP3920860008,2038,-4.486622309832737
JP3920860008,2039,-5.419975229423332
JP3920860008,2040,-4.233634067209698
JP3920860008,2041,-5.282181811250835
JP3920860008,2042,-6.2733935016884175
JP3920860008,2043,-7.20674642129016
JP3920860008,2044,-6.020405259080005
JP3920860008,2045,-7.068953003109511
JP3920860008,2046,-8.06016469354994
JP3920860008,2047,-8.993517613149198
JP3920860008,2048,-7.80717645093554
BE0165385973,2023,9.055171785225811
BE0165385973,2024,9.873664438509431
BE0165385973,2025,9.376596671948253
BE0165385973,2026,8.925195266721367
BE0165385973,2027,8.519745313452521
BE0165385973,2028,9.338237966735687
BE0165385973,2029,8.84117020017173
BE0165385973,2030,8.389768794949713
BE0165385973,2031,7.984318841677198
BE0165385973,2032,8.802811494958531
BE0165385973,2033,8.30574372840033
BE0165385973,2034,7.854342323169664
BE0165385973,2035,7.448892369904748
BE0165385973,2036,8.26738502318855
BE0165385973,2037,7.770317256629825
BE0165385973,2038,7.318915851398645
BE0165385973,2039,6.9134658981322055
BE0165385973,2040,7.7319585514156906
BE0165385973,2041,7.23489078485274
BE0165385973,2042,6.783489379628304
BE0165385973,2043,6.378039426355746
BE0165385973,2044,7.196532079636432
BE0165385973,2045,6.699464313080556
BE0165385973,2046,6.248062907854354
BE0165385973,2047,5.842612954583291
BE0165385973,2048,6.6611056078662045
JP3750400008,2023,16.344401792463415
JP3750400008,2024,14.279146612067482
JP3750400008,2025,14.277669364168386
JP3750400008,2026,14.11710518158985
JP3750400008,2027,13.797159501834603
JP3750400008,2028,11.73190432143706
JP3750400008,2029,11.730427073542444
JP3750400008,2030,11.569862890954873
JP3750400008,2031,11.249917211202963
JP3750400008,2032,9.184662030812547
JP3750400008,2033,9.183184782908569
JP3750400008,2034,9.02262060033437
JP3750400008,2035,8.702674920570903
JP3750400008,2036,6.637419740176039
JP3750400008,2037,6.635942492273237
JP3750400008,2038,6.475378309700783
JP3750400008,2039,6.155432629942428
JP3750400008,2040,4.090177449543848
JP3750400008,2041,4.088700201647239
JP3750400008,2042,3.9281360190644286
JP3750400008,2043,3.608190339312589
JP3750400008,2044,1.542935158923278
JP3750400008,2045,1.5414579110142128
JP3750400008,2046,1.3808937284347813
JP3750400008,2047,1.0609480486805225
JP3750400008,2048,-1.0043071317134782
JP3910570005,2023,6.948888401768562
JP3910570005,2024,5.992251782632996
JP3910570005,2025,5.740644296932949
JP3910570005,2026,5.535631624736745
JP3910570005,2027,5.376862655090849
JP3910570005,2028,4.420226035958347
JP3910570005,2029,4.1686185502596675
JP3910570005,2030,3.9636058780628485
JP3910570005,2031,3.8048369084209934
JP3910570005,2032,2.8482002892853107
JP3910570005,2033,2.596592803583288
JP3910570005,2034,2.3915801313906497
JP3910570005,2035,2.2328111617453956
JP3910570005,2036,1.2761745426081843
JP3910570005,2037,1.0245670569065162
JP3910570005,2038,0.8195543847133351
JP3910570005,2039,0.6607854150656465
JP3910570005,2040,-0.295851204066528
JP3910570005,2041,-0.5474586897651292
JP3910570005,2042,-0.7524713619620087
JP3910570005,2043,-0.9112403316039188
JP3910570005,2044,-1.867876950738932
JP3910570005,2045,-2.119484436440459
JP3910570005,2046,-2.3244971086372743
JP3910570005,2047,-2.4832660782795184
JP3910570005,2048,-3.439902697414924
TW0002464005,2023,1479.8338688987496
TW0002464005,2024,2084.47366932244
TW0002464005,2025,2110.175255319666
TW0002464005,2026,2113.733596123727
TW0002464005,2027,2095.381656413906
TW0002464005,2028,2700.0214568358506
TW0002464005,2029,2725.7230428319153
TW0002464005,2030,2729.2813836370624
TW0002464005,2031,2710.929443924396
TW0002464005,2032,3315.5692443479284
TW0002464005,2033,3341.270830346596
TW0002464005,2034,3344.829171148126
TW0002464005,2035,3326.4772314385336
TW0002464005,2036,3931.1170318631684
TW0002464005,2037,3956.8186178616243
TW0002464005,2038,3960.376958663407
TW0002464005,2039,3942.025018954937
TW0002464005,2040,4546.664819376739
TW0002464005,2041,4572.366405372922
TW0002464005,2042,4575.924746177727
TW0002464005,2043,4557.572806465086
TW0002464005,2044,5162.2126068881935
TW0002464005,2045,5187.914192886925
TW0002464005,2046,5191.472533691428
TW0002464005,2047,5173.120593979223
TW0002464005,2048,5777.760394402801
US55306N1046,2023,34.62301457004729
US55306N1046,2024,51.446723603388534
US55306N1046,2025,49.77972225601713
US55306N1046,2026,47.971939168610305
US55306N1046,2027,46.02937535631458
US55306N1046,2028,62.85308438962065
US55306N1046,2029,61.18608304221122
US55306N1046,2030,59.378299954853006
US55306N1046,2031,57.43573614248278
US55306N1046,2032,74.259445175808
US55306N1046,2033,72.5924438284805
US55306N1046,2034,70.78466074100456
US55306N1046,2035,68.8420969287358
US55306N1046,2036,85.66580596209573
US55306N1046,2037,83.99880461476165
US55306N1046,2038,82.19102152728728
US55306N1046,2039,80.24845771503075
US55306N1046,2040,97.0721667483359
US55306N1046,2041,95.4051654009348
US55306N1046,2042,93.59738231355612
US55306N1046,2043,91.654818501186
US55306N1046,2044,108.47852753449934
US55306N1046,2045,106.81152618718697
US55306N1046,2046,105.00374309979216
US55306N1046,2047,103.06117928743902
US55306N1046,2048,119.88488832077417
CNE100001X19,2023,583.1027066666499
CNE100001X19,2024,646.0025016650835
CNE100001X19,2025,688.8111466077486
