Isin,Year,EG017,EG018,EG030,IS010,Industry,Sum_EG_25,Sum_EG_50,Sum_EG_75
US0079031078,2010,26.628,140.384,286.84,6494.0,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US0326541051,2010,34.933,96.687,14.211,2761.503,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US0382221051,2010,42.172,133.96,36.863,9549.0,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US11135F1012,2010,110.81,156.699,10.771,2093.0,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US29355A1079,2010,0.005,9.199,14.247,61.661,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US3364331070,2010,1.845,272.042,12.08,2563.515,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US4581401001,2010,930.0,2190.0,96.595,43623.0,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US4824801009,2010,3.54,50.592,155.835,1820.76,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US5128071082,2010,16.036,43.331,182.626,2133.776,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US5950171042,2010,78.569,145.031,4.877,947.729,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US5951121038,2010,1303.552,1409.942,43.65,8482.0,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US6098391054,2010,0.054,4.836,1.126,218.84,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US67066G1040,2010,2.771,44.036,17.119,3326.445,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
NL0009538784,2010,614.565,489.61,41.191,4402.0,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US6821891057,2010,1320.901,597.067,11.905,2313.4,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US74736K1016,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US7475251036,2010,57.721,39.824,56.516,10982.0,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US83088M1027,2010,34.032,175.216,5.516,1071.849,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US8807701029,2010,2.137,23.021,134.044,1566.162,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US8825081040,2010,830.0,1130.0,71.872,13966.0,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE100004ZD8,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US00108J1097,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0003438008,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE100003MM9,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0003437000,2010,0.465,11.617,0.555,3394.051,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0008261009,2010,0.025,0.568,0.59,3610.39,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3122400009,2010,3.502,34.888,49.107,53225.0,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
DE000A0WMPJ6,2010,0.248,6.177,89.024,783.775,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
KYG022421088,2010,0.012,0.249,0.396,2424.978,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0003041000,2010,2.011,1.7,0.68,4159.147,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE100001ZN3,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US01749D1054,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
BMG6331P1041,2010,4.461,2.828,1.553,301.84,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
GB00BNDRMJ14,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
KYG037AX1015,2010,1.328,1.458,0.368,71.525,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US0316521006,2010,60.897,789.738,251.584,2939.483,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE100003LZ3,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0002493004,2010,0.659,2.099,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
AT0000A18XM4,2010,17.843,9.088,1.43,209.419,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US0323325045,2010,1.856,3.027,10.272,120.019,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0006291008,2010,0.626,0.289,0.082,500.285,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0006533003,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0006138001,2010,0.004,1.077,0.588,3599.168,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3105280006,2010,4.934,15.112,1.205,21725.615,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0006531007,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0008271008,2010,0.051,1.924,2.177,13315.479,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0006449002,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0003264008,2010,0.31,35.257,13.824,5084.191,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
NO0010946593,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US04302A1043,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0003711008,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0003169009,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
NL0000334118,2010,0.585,20.198,138.902,1222.9,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0005269005,2010,0.006,0.774,0.105,642.468,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
NL0010273215,2010,20.128,155.556,512.031,4507.938,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
KYG0535Q1331,2010,3.298,135.805,104.827,9515.089,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0005274005,2010,0.014,0.184,0.047,284.601,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US04965B1008,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
KR7017900002,2010,7.604,19.725,1.506,338158.15,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US0545402085,2010,3.788,5.985,23.555,275.212,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3108080007,2010,3.755,1.603,0.86,15495.0,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US00246W1036,2010,2.121,2.13,8.173,95.493,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
NL0012866412,2010,0.217,9.453,39.885,351.149,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0003031001,2010,3.282,4.906,0.848,5187.498,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE100001XM0,2010,1.254,1.008,0.129,169.5896581,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
DE000A1TNMM9,2010,8.867,5.882,70.896,624.169,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US1572101053,2010,0.723,0.693,0.231,44.911,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0003257002,2010,0.439,0.298,0.089,544.186,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0008070004,2010,5.932,4.597,2.54,15537.892,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0006548001,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0001597003,2010,3.005,1.189,0.122,743.561,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE100003S06,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0008084005,2010,0.991,0.687,0.262,1604.238,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0006147002,2010,1.348,81.239,34.248,12595.706,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0008150004,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US1727551004,2010,0.365,6.258,1.137,220.989,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
GB0001602944,2010,0.13,0.462,0.148,18.023139,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US19247G1076,2010,31.174,168.06,1.776,345.091,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US1925761066,2010,1.143,8.751,27.617,322.667,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
KYG234201138,2010,0.084,1.567,12.916,1021.371,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0002466000,2010,28.561,1.782,16.344,2384.784,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
MYL7204OO000,2010,0.034,9.238,4.857,182.507,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3487600003,2010,5.031,4.285,38.258,39143.117,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE000000X87,2010,7.343,5.814,3.047,4007.328509,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0003094009,2010,0.024,0.556,0.09,548.408,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
KR7000990002,2010,122.775,159.049,45.927,620043.0343,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US2545431015,2010,17.406,25.05,3.154,612.886,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3548600000,2010,3.327,36.406,56.953,61730.0,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE100001RT7,2010,0.218,6.357,0.454,596.5598193,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0003048005,2010,12.195,15.171,100.642,37014.466,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0002458007,2010,0.138,2.88,1.028,6290.004,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0003450003,2010,0.11,14.371,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0003006003,2010,0.14,2.721,1.149,7025.831,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
DE0005677108,2010,3.536,3.195,1.262,184.723,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0003529004,2010,0.039,2.164,0.138,843.167,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0003714002,2010,13.513,123.819,3.415,20888.092,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US29362U1043,2010,24.647,94.01,58.92,688.416,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
KR7039030002,2010,0.222,2.378,14.973,202151.555,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0003016002,2010,0.703,2.236,2.48,912.186,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0005351001,2010,0.09,3.539,1.37,8382.076,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
KR7084370006,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0002393006,2010,1.156,66.393,2.856,17470.764,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0006288004,2010,2.349,2.697,0.21,1282.656,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0003035002,2010,0.068,3.403,1.082,6617.077,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0004961008,2010,1.267,0.536,0.421,2576.828,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0003545000,2010,0.004,1.673,0.911,5572.256,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US3463751087,2010,5.503,9.781,16.138,188.565,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0008131004,2010,1.145,94.734,32.138,11819.772,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0003532008,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0003413001,2010,0.149,47.65,0.629,3848.7,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE100004PM0,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
KYG3790U1040,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0004952007,2010,0.051,0.833,0.597,3652.679,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE1000030S9,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0008081001,2010,0.063,1.12,0.82,5013.369,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0003443008,2010,0.175,4.484,27.928,10271.392,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0006488000,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
KYG393871085,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0003188009,2010,0.696,0.247,0.088,535.847,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0002441003,2010,1.168,85.784,27.752,10206.938,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE000000YF5,2010,2.841,12.923,8.416,665.4810721,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US36241U1060,2010,1.43,0.969,0.348,67.558,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3771800004,2010,12.991,46.715,5.23,90958.0,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE100002Q09,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE100004314,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE000001DN1,2010,7.212,12.884,1.147,1508.06241,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
KR7042700005,2010,3.576,15.298,16.44,221944.5307,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0006168008,2010,1.396,10.459,0.613,3749.297,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
DE000HAG0005,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0006202005,2010,0.043,1.301,0.662,4047.743,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE100002V10,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
HK0000218211,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0002486008,2010,3.618,27.122,16.355,6015.245,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0008040007,2010,0.023,0.866,0.333,2036.101,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US4532041096,2010,0.053,0.406,0.164,31.797,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
MYQ0166OO007,2010,0.125,23.709,3.919,154.8,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CH0011029946,2010,0.54,1.519,22.716,265.408,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
DE0006231004,2010,152.259,520.553,23.006,3295.0,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE100001377,2010,1.034,0.894,0.155,204.0196642,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US45817G2012,2010,0.455,0.447,0.063,12.291551,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3152720003,2010,0.203,0.267,0.468,503.291,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US4611471008,2010,2.021,3.363,3.954,46.204,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US44980X1090,2010,13.673,33.099,1.54,299.256,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
GB0009619924,2010,4.266,18.246,9.612,72.65,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0003014007,2010,0.467,1.687,0.678,4145.303,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3735300000,2010,1.534,5.098,8.238,8929.0,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3389680004,2010,0.139,0.922,6.137,6651.285,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE000001F05,2010,25.022,724.625,2.746,3611.244739,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE000000N97,2010,5.34,6.832,0.691,908.1462589,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0005285001,2010,0.052,4.239,5.788,2128.918,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE0000017L3,2010,358.377,14.603,0.868,1141.555047,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0006552003,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0002375003,2010,1.878,6.717,0.405,2475.068,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3281610000,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0002449006,2010,2.035,180.236,48.043,17669.549,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US5012421013,2010,0.555,14.908,65.285,762.784,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3979200007,2010,0.022,2.538,8.354,8931.343,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0003346003,2010,0.017,0.76,0.133,814.47,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US5184151042,2010,0.375,2.149,1.532,297.768,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0003588000,2010,0.86,0.499,0.203,1242.042,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
KR7058470006,2010,1.068,4.251,4.187,56533.5762,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0002472008,2010,0.441,34.425,0.886,5416.559,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0002369006,2010,1.798,63.33,18.776,6905.714,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0004979000,2010,0.025,3.418,0.175,1070.951,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US55405Y1001,2010,12.308,10.436,1.34,260.297,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0002337003,2010,129.0,187.0,4.584,28036.035,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US55933J2033,2010,15.117,19.312,3.965,770.405,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
MYL3867OO008,2010,0.005,0.248,2.11,1386.202,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US5738741041,2010,12.306,36.262,10.461,2807.687,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US57776J1007,2010,1.349,1.054,0.354,68.701,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE100003QK4,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0003527008,2010,0.054,1.026,0.313,1916.149,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0002454006,2010,0.436,22.963,18.559,113521.958,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3920860008,2010,5.737,3.012,2.136,38495.895,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
BE0165385973,2010,0.6,12.413,1.499,219.426785,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3750400008,2010,4.194,17.283,23.632,24715.0,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3910570005,2010,1.927,8.085,8.909,9738.061,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0002464005,2010,156.69,309.191,1.022,6248.89,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US55306N1046,2010,2.32,27.872,73.016,853.114,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE100001X19,2010,3.521,5.594,0.616,810.7202981,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE100003MN7,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0002434008,2010,0.327,6.907,0.137,838.193,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
DE0006627201,2010,5.632,6.267,23.54,207.247,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
SE0000375115,2010,1.02,2.368,15.336,1287.782,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US63010N1054,2010,0.263,0.307,0.041,8.043795,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0002408002,2010,44.834,220.375,9.337,57109.418,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE1000040F5,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE100000ML7,2010,4.28,16.647,10.198,806.4402698,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US64118P1093,2010,0.803,0.594,0.195,37.855,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0003317004,2010,1.758,1.435,0.56,3422.772,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3686200001,2010,2.89,8.121,1.473,26556.0,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3725200004,2010,4.553,12.714,0.984,16738.0,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3701200002,2010,56.511,558.682,5.875,105896.0,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
NO0003055501,2010,0.007,0.962,0.73,141.76,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
IL0010845571,2010,19.202,2.928,7.414,86.62,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0003034005,2010,0.434,9.063,5.937,36315.556,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0004919006,2010,25.557,41.028,1.298,7941.154,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US6294452064,2010,0.932,0.765,0.145,28.147185,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3193600008,2010,3.001,6.413,0.657,11839.948,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US6833441057,2010,3.577,3.08,16.096,188.065,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0002329000,2010,0.927,82.386,1.837,11238.324,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3200400004,2010,3.956,14.588,23.265,25215.94,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
DE000LED4000,2010,33.848,252.371,32.675,4679.7,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US68989M2026,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0002481009,2010,1.287,21.945,3.231,19764.53,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US7013543001,2010,0.001,0.002,0.0,0.063735,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US71360T2006,2010,0.308,0.236,0.08,15.563,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0008299009,2010,0.498,2.679,5.198,31796.255,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US7194051022,2010,18.967,31.776,2.19,425.554,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE100005998,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US72581M3051,2010,1.272,1.68,0.358,69.529,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US7392761034,2010,5.921,7.594,1.543,299.803,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0006770001,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0006239007,2010,1.775,205.686,102.859,37829.982,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0006173008,2010,1.368,25.735,0.532,3253.796,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
DE0007461006,2010,0.438,2.732,13.672,120.366,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US74837P4054,2010,0.522,0.732,0.135,26.199,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US7509171069,2010,1.398,1.725,1.664,323.39,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0002379005,2010,0.569,18.344,3.643,22282.897,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0002302007,2010,1.271,4.42,0.189,1158.654,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3164720009,2010,230.337,836.112,26.131,471034.0,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US7631651079,2010,2.143,3.366,11.586,135.372,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0004968003,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0008104001,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
ES0105225009,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE100003RK2,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3982800009,2010,136.804,525.526,18.62,335640.0,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3982200002,2010,0.858,2.312,3.31,3610.53,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3976200000,2010,0.66,1.157,9.352,168586.0,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3975410006,2010,0.151,2.131,10.783,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3322950001,2010,1.002,3.525,4.027,4277.81,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE000000KB3,2010,14.585,15.333,0.652,857.4288891,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3329600005,2010,47.562,91.652,7.441,134134.0,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
DE0005156236,2010,3.256,3.78,11.971,105.394951,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0003583001,2010,0.591,7.688,6.187,2275.507,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3494600004,2010,8.155,24.727,151.428,164128.0,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0002351004,2010,0.97,26.31,27.415,10082.781,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3418400002,2010,4.647,3.56,1.219,21979.567,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US8168501018,2010,0.784,9.236,1.475,286.56,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CH0406705126,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
KR7046890000,2010,11.235,16.609,3.738,839329.138,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US8173232070,2010,1.269,0.694,0.353,68.544,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE100002NT4,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE000000XB6,2010,3.869,4.347,0.447,587.317196,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE100000510,2010,0.15,6.297,0.372,489.083,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE100002G84,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
