Isin,Year,EG017,EG018,EG030,IS010,Industry,Sum_EG_25,Sum_EG_50,Sum_EG_75
JP3322950001,2015,1.014,3.816,9.523,5252.909,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
CNE000000KB3,2015,53.764,123.805,9.991,4813.390978,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
JP3329600005,2015,5.844,97.511,136.407,160724.0,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
DE0005156236,2015,3.045,3.399,1.425,115.55,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
TW0003583001,2015,0.724,8.268,0.438,2942.417,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
JP3494600004,2015,11.835,40.79,2663.126,237645.0,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
TW0002351004,2015,0.961,25.921,2.196,8793.202,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
JP3418400002,2015,4.216,3.368,2.526,22514.098,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
US8168501018,2015,1.043,8.587,9.783,557.885,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
CH0406705126,2015,0.944,1.56,1.065,116.865,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
KR7046890000,2015,56.005,67.068,4.442,1011224.402,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
US8173232070,2015,0.666,0.352,0.444,32.532,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
CNE100002NT4,2015,1.645,1.452,1.048,392.4616892,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
CNE000000XB6,2015,1.86,3.059,0.97,486.6175985,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
CNE100000510,2015,0.19,6.339,2.826,1039.725,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
CNE100002G84,2015,3.252,2.723,1.214,1108.56388,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
CNE100000Q50,2015,16.862,22.586,9.063,6073.435131,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
JP3355000005,2015,0.243,4.512,25.843,43799.0,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
JP3371600002,2015,3.2,63.2,149.6,71707.0,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
JP3375800004,2015,34.835,104.23,3.825,142815.0,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
KYG811801045,2015,3.248,11.065,0.272,5912.035,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
TW0006257009,2015,0.172,52.608,0.783,5054.517,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
TW0002363009,2015,0.31,1.098,0.016,227.138,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
US8269191024,2015,0.136,3.509,7.315,644.826,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
US82706C1080,2015,4.746,3.28,0.579,361.297,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
TW0003530002,2015,0.004,0.139,0.239,702.48,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
TW0003288007,2015,0.329,0.109,0.054,261.172,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
DE000WAF3001,2015,10.675,252.0,119.763,931.3,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
TW0005483002,2015,15.64,519.248,3.857,28269.357,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
US82982T1060,2015,,,,,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
TW0008016007,2015,0.107,2.378,0.118,9266.108,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
KR7000660001,2015,1725.53,2997.37,243.785,18797998.0,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
JP3162640001,2015,3.898,10.853,3.602,19660.849,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
US83089J1088,2015,,,,,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
KYG8232Y1017,2015,0.313,7.144,9.824,643.469,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
KYG8020E1199,2015,354.081,880.126,60.412,2236.415,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
DE0005178008,2015,1.58,0.859,1.132,82.306,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
FR0013227113,2015,2.982,3.172,22.906,171.607,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
TW0005471007,2015,0.004,0.748,0.003,3306.229,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
TW0003055000,2015,0.003,2.43,0.514,2936.069,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
CNE100003RN6,2015,1.663,1.847,0.754,251.9312842,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
NL0000226223,2015,575.0,748.0,135.0,6897.0,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
DE000A1K0235,2015,1.087,2.62,1.537,148.516,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
JP3322930003,2015,21.0,1990.0,5.0,236826.0,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
TW0002401007,2015,6.53,17.827,0.638,8465.833,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
CNE000001P60,2015,3.831,5.9,1.385,807.0326978,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
US87157D1090,2015,0.062,5.277,1.152,1703.0,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
TW0001582005,2015,0.056,0.35,0.112,9466.333,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
TW0002338001,2015,0.163,11.648,0.18,1485.306,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
TW0006278005,2015,0.398,11.842,11.987,30145.169,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
TW0002340007,2015,2.453,34.568,4.961,5630.54,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
JP3468000009,2015,1.773,5.116,10.07,12258.306,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
TW0004967005,2015,0.031,1.196,0.265,4169.017,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
IT0005482333,2015,0.703,1.798,0.575,57.825433,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
TW0003030003,2015,2.724,15.781,0.053,4754.389,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
CNE100000825,2015,27.216,141.925,3.973,3868.218295,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
KR7064760002,2015,1.115,8.342,0.335,61929.728,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
JP3571400005,2015,9.686,137.126,3566.48,613124.0,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
JP3571800006,2015,9.026,19.338,2.858,88086.0,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
JP3580200008,2015,7.645,36.74,108.02,66445.0,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
TW0006271000,2015,0.864,48.375,0.357,7771.904,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
CNE1000006C3,2015,18.565,88.889,4.113,2321.876529,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
TW0008021007,2015,0.188,13.874,0.699,3505.897,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
JP3637280003,2015,31.252,19.903,8.565,9971.975,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
JP3555700008,2015,2.882,10.315,19.619,21204.095,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
IL0010823792,2015,401.315,143.276,19.949,960.561,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
TW0002451002,2015,0.066,4.415,0.583,24913.287,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
TW0002330008,2015,2027.65,4642.65,3446.45,843497.368,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
TW0002426004,2015,9.169,16.163,4.69,3559.863,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
CH0033361673,2015,0.316,0.992,5.495,338.341,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
US90385V1070,2015,5.741,5.185,3.157,469.103,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
JP3126190002,2015,5.174,75.138,219.042,179174.0,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
TW0002303005,2015,635.65,1209.31,2514.24,144830.421,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
TW0008277005,2015,0.46,0.923,0.394,581.645,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
CNE000001M14,2015,5.294,7.093,3.867,1241.266073,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
KR7077500007,2015,3.694,3.807,0.62,295982.238,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
MYL5005OO003,2015,1.396,102.353,2.97,1260.425,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
US91347P1057,2015,0.434,5.501,3.647,191.046,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
JP3829900004,2015,1.806,1.821,10.513,16456.0,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
TW0005347009,2015,192.6,435.0,30.759,23319.721,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
US9224171002,2015,2.302,5.99,1.321,477.038,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
CNE100004413,2015,,,,,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
TW0002388006,2015,0.007,1.408,0.033,4727.316,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
TW0006789001,2015,,,,,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
US9282981086,2015,171.036,183.86,29.977,2300.488,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
US92835K1034,2015,4.352,5.607,6.664,232.178,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
TW0002455003,2015,0.492,8.831,0.005,2391.899,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
TW0006182009,2015,5.816,58.377,0.554,5368.088,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
TW0008110008,2015,0.343,98.43,0.12,7913.595,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
TW0002436003,2015,0.965,0.907,0.035,1779.082,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
CNE100002XM8,2015,0.24,20.847,3.529,1980.096445,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
TW0003105003,2015,38.093,70.587,8.458,12015.747,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
TW0002344009,2015,51.725,200.861,11.429,38350.315,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
JP3154370005,2015,0.097,0.037,0.166,313.167,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
US9778521024,2015,189.073,155.366,11.25,1632.505,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
KR7030530000,2015,6.188,48.02,3.34,294379.533,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
KR7240810002,2015,,,,,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
BE0974310428,2015,0.142,0.241,59.155,331.119,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
JP3990600003,2015,2.193,6.439,14.511,16622.957,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
CNE100001R90,2015,4.336,76.407,4.152,828.8617693,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
CNE100001DJ8,2015,3.24,13.123,1.52,586.7919872,Semiconductors,0.6779234598152846,6.527640245734865,31.065816609612348
US0079031078,2016,2.574,49.979,712.188,4319.0,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
US0326541051,2016,134.575,83.194,7.939,3421.409,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
US0382221051,2016,32.275,131.284,11.643,10825.0,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
US11135F1012,2016,144.085,188.239,162.957,13240.0,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
US29355A1079,2016,0.011,10.18,1.155,322.591,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
US3364331070,2016,14.73,391.378,733.98,2904.563,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
US4581401001,2016,976.0,647.0,6170.0,59387.0,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
US4824801009,2016,3.422,49.531,9.678,2984.493,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
US5128071082,2016,25.716,71.009,33.275,5885.893,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
US5950171042,2016,192.854,179.731,35.39,2173.3,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
US5951121038,2016,1724.03,2059.86,769.556,12399.0,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
US6098391054,2016,0.065,5.021,21.059,388.665,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
US67066G1040,2016,2.419,43.487,236.74,5010.0,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
NL0009538784,2016,628.509,789.524,49.219,9498.0,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
US6821891057,2016,1279.23,600.475,88.304,3906.9,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
US74736K1016,2016,192.916,133.818,18.863,2610.726,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
US7475251036,2016,76.413,154.28,112.252,23554.0,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
US83088M1027,2016,41.109,130.834,12.87,3289.0,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
US8807701029,2016,2.036,28.393,5.546,1753.25,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
US8825081040,2016,1076.95,0.0,27.851,13370.0,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
CNE100004ZD8,2016,,,,,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
US00108J1097,2016,0.744,5.571,0.164,27.371,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0003438008,2016,0.89,1.663,0.078,1137.762,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
CNE100003MM9,2016,2.395,7.891,1.372,609.528438,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0003437000,2016,0.353,12.241,1.867,6171.727,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0008261009,2016,0.021,0.434,0.041,1715.438,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
JP3122400009,2016,3.894,30.01,415.368,162111.0,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
DE000A0WMPJ6,2016,0.194,4.672,1.51,196.477,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
KYG022421088,2016,0.015,0.257,0.119,3690.977,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0003041000,2016,1.698,1.734,0.097,3400.744,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
CNE100001ZN3,2016,3.341,2.258,0.947,1252.039237,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
US01749D1054,2016,,,,,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
BMG6331P1041,2016,7.479,12.792,3.053,335.661,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
GB00BNDRMJ14,2016,,,,,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
KYG037AX1015,2016,4.486,3.433,1.898,316.373,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
US0316521006,2016,57.748,808.23,100.259,3927.849,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
CNE100003LZ3,2016,2.808,4.546,1.614,1149.533183,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0002493004,2016,1.534,2.909,0.228,2312.375,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
AT0000A18XM4,2016,19.165,10.09,6.659,549.94,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
US0323325045,2016,1.86,1.858,0.778,120.308,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0006291008,2016,0.29,0.177,0.031,232.609,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0006533003,2016,0.149,0.124,0.056,208.635,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0006138001,2016,0.004,1.105,0.006,3737.854,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
JP3105280006,2016,6.927,17.551,3.871,40345.288,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0006531007,2016,0.022,0.255,0.627,3161.932,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0008271008,2016,0.008,1.786,0.109,6822.226,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0006449002,2016,1.316,3.067,0.224,1653.022,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0003264008,2016,0.42,61.427,0.344,6260.422,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
NO0010946593,2016,,,,,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
US04302A1043,2016,,,,,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0003711008,2016,,,,,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0003169009,2016,0.512,0.348,0.039,645.897,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
NL0000334118,2016,0.34,17.031,3.376,597.93,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0005269005,2016,0.002,0.499,0.041,2056.711,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
NL0010273215,2016,20.4,25.5,249.516,6875.1,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
KYG0535Q1331,2016,1.5,164.0,1.0,14249.093,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0005274005,2016,0.014,0.215,0.078,1345.678,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
US04965B1008,2016,0.0,0.0,0.0,0.0,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
KR7017900002,2016,3.562,12.226,0.474,170928.368,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
US0545402085,2016,4.269,5.919,1.021,266.98,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
JP3108080007,2016,1.684,0.83,1.082,8982.0,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
US00246W1036,2016,1.863,2.995,0.531,81.349,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
NL0012866412,2016,0.171,9.361,9.026,375.375,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0003031001,2016,1.778,6.057,1.183,2168.224,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
CNE100001XM0,2016,2.679,4.122,1.564,590.9887017,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
DE000A1TNMM9,2016,3.429,4.58,1.6,144.372,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
US1572101053,2016,0.995,0.916,2.034,72.653,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0003257002,2016,0.644,1.238,0.033,843.361,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0008070004,2016,4.563,3.223,1.457,10941.726,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0006548001,2016,0.633,14.243,2.023,1667.978,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0001597003,2016,3.718,2.403,0.241,982.536,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
CNE100003S06,2016,28.698,186.7,6.803,4396.76335,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0008084005,2016,1.97,1.128,0.268,2955.055,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0006147002,2016,1.396,89.767,1.502,17256.235,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0008150004,2016,1.343,247.433,23.925,18387.593,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
US1727551004,2016,0.543,8.862,10.358,1169.251,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
GB0001602944,2016,0.139,0.564,0.069,22.833,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
US19247G1076,2016,33.749,212.867,6.378,827.216,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
US1925761066,2016,1.125,9.035,1.12,282.084,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
KYG234201138,2016,0.121,1.928,0.382,810.045,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0002466000,2016,26.99,2.204,0.968,2046.312,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
MYL7204OO000,2016,0.027,15.353,0.389,430.1,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
JP3487600003,2016,4.826,4.01,20.138,44932.361,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
CNE000000X87,2016,16.266,28.168,2.309,7229.672814,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0003094009,2016,0.013,0.343,0.243,312.545,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
KR7000990002,2016,125.869,156.623,8.23,773140.1802,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
US2545431015,2016,36.297,48.273,16.81,942.162,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
JP3548600000,2016,3.933,37.33,809.413,127850.0,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
CNE100001RT7,2016,0.401,13.295,5.48,5245.363789,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0003048005,2016,20.353,20.286,5.261,75728.589,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0002458007,2016,0.114,2.798,0.012,6558.933,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0003450003,2016,0.246,52.502,2.895,8206.855,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0003006003,2016,0.162,3.321,0.27,9300.534,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
DE0005677108,2016,3.478,3.137,3.755,228.633,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0003529004,2016,0.032,2.845,0.052,1215.459,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0003714002,2016,21.569,166.322,64.644,25539.163,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
US29362U1043,2016,24.538,94.58,30.651,1175.27,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
KR7039030002,2016,0.304,2.048,3.104,307727.0324,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0003016002,2016,2.034,12.005,0.195,2790.99,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0005351001,2016,0.079,2.975,0.107,6475.051,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
KR7084370006,2016,0.006,11.191,1.216,141054.669,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0002393006,2016,0.737,110.02,10.186,29347.25,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0006288004,2016,3.576,3.776,0.443,2471.324,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0003035002,2016,0.06,3.117,0.046,5260.067,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0004961008,2016,3.134,0.785,0.129,6902.506,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0003545000,2016,0.005,1.775,0.201,11018.225,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
US3463751087,2016,7.936,12.5,2.993,383.881,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0008131004,2016,1.684,104.315,0.315,8491.396,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0003532008,2016,4.862,216.424,0.866,10794.34,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0003413001,2016,0.128,64.081,0.906,7837.905,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
CNE100004PM0,2016,,,,,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
KYG3790U1040,2016,0.004,28.49,0.024,2956.016,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0004952007,2016,0.055,0.811,0.132,3268.664,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
CNE1000030S9,2016,0.051,5.652,0.915,1488.948172,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0008081001,2016,0.061,1.058,0.036,3675.944,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0003443008,2016,0.179,3.807,0.064,9290.421,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0006488000,2016,16.931,8501.39,0.146,18426.95,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
KYG393871085,2016,,,,,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0003188009,2016,0.054,0.061,0.011,98.024,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0002441003,2016,1.183,89.668,4.407,10571.712,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
CNE000000YF5,2016,7.977,10.208,1.748,3807.9781,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
US36241U1060,2016,1.058,0.748,2.125,52.736,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
JP3771800004,2016,12.38,48.889,251.701,121852.0,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
CNE100002Q09,2016,0.453,1.128,0.096,124.1345297,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
CNE100004314,2016,1.639,178.222,4.098,670.1391876,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
CNE000001DN1,2016,14.245,32.966,6.755,2375.053757,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
KR7042700005,2016,2.869,16.929,0.14,166268.0218,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0006168008,2016,1.269,8.561,1.758,2836.405,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
DE000HAG0005,2016,,,,,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0006202005,2016,0.037,1.325,0.05,4157.788,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
CNE100002V10,2016,31.306,193.112,4.03,4575.274409,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
HK0000218211,2016,10.935,438.489,22.453,721.428,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0002486008,2016,2.667,23.102,0.418,4857.627,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
TW0008040007,2016,0.013,0.454,0.172,848.35,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
US4532041096,2016,0.073,0.374,5.009,112.287,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
MYQ0166OO007,2016,0.15,52.022,2.532,1043.12,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
CH0011029946,2016,0.549,1.624,4.473,309.68,Semiconductors,0.7816310166666383,6.427309852556187,28.932831218590493
