Isin,Year,EG017,EG018,EG030,IS010
DE000WAF3001,2014,10.482,252.838,96.191,846
TW0005483002,2014,15.767,528.382,78.526,27821.456
US82982T1060,2014,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0008016007,2014,0.102,2.21,1.289,7595.15
KR7000660001,2014,1644.97,2741.28,83.765,17125566
JP3162640001,2014,4.493,11.94,0.977,19413.395
US83089J1088,2014,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KYG8232Y1017,2014,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KYG8020E1199,2014,328.066,843.978,168.606,1969.966
DE0005178008,2014,1.713,0.923,0.51,74.533
FR0013227113,2014,3.037,2.919,28.36,247.135
TW0005471007,2014,0.004,0.851,0.603,3553.363
TW0003055000,2014,0.004,2.759,9.72,3443.605
CNE100003RN6,2014,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
NL0000226223,2014,626,778,121,7404
DE000A1K0235,2014,1.267,2.855,16.524,145.331
JP3322930003,2014,20.18,1499.033,182.597,225319
TW0002401007,2014,6.353,17.951,1.336,7871.515
CNE000001P60,2014,4.406,6.558,0.766,917.493219
US87157D1090,2014,0.064,4.231,4.876,947.539
TW0001582005,2014,0.059,0.354,1.708,10062.566
TW0002338001,2014,0.131,11.951,4.986,1766.618
TW0006278005,2014,0.442,13.649,5.764,33961.612
TW0002340007,2014,2.122,36.832,1.072,6317.383
JP3468000009,2014,1.46,4.673,6.991,8626.723
TW0004967005,2014,0.035,1.131,1.131,6663.626
IT0005482333,2014,#N/A N/A,#N/A N/A,#N/A N/A,37.582872
TW0003030003,2014,3.483,20.636,16.567,5869.549
CNE100000825,2014,15.679,104.022,45.712,3290.666974
KR7064760002,2014,0.866,6.631,3.679,45221.49
JP3571400005,2014,11.151,146.079,3650.73,612170
JP3571800006,2014,8.551,18.734,2.913,75269
JP3580200008,2014,7.308,38.778,47.222,55268
TW0006271000,2014,0.938,48.598,23.533,8337.547
CNE1000006C3,2014,10.956,77.512,28.973,2085.662588
TW0008021007,2014,0.184,13.248,9.14,3238.109
JP3637280003,2014,31.779,21.016,0.482,9390.563
JP3555700008,2014,2.543,9.373,14.666,17165.114
IL0010823792,2014,418.838,136.282,70.868,828.008
TW0002451002,2014,0.06,4.545,4.619,27219.495
TW0002330008,2014,2113.86,4242.26,2.24,762806.465
TW0002426004,2014,9.968,19.64,0.815,4802.08
CH0033361673,2014,0.33,0.893,1.52,270.045
US90385V1070,2014,6.239,5.651,43.989,513.957
JP3126190002,2014,5.368,78.623,147.326,173878
TW0002303005,2014,630.595,1282.42,1438.24,140012.076
TW0008277005,2014,1.092,1.286,0.243,1429.583
CNE000001M14,2014,5.26,7.267,0.902,1080.191158
KR7077500007,2014,3.783,3.902,1.381,282338.116
MYL5005OO003,2014,1.371,102.176,27.17,1038.279
US91347P1057,2014,0.423,6.607,0.983,191.031
JP3829900004,2014,1.593,1.588,11.171,13075
TW0005347009,2014,163.934,382.85,67.546,23931.479
US9224171002,2014,2.086,5.376,33.625,392.873
CNE100004413,2014,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002388006,2014,0.01,1.696,1.105,6511.106
TW0006789001,2014,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US9282981086,2014,164.709,178.079,12.831,2493.282
US92835K1034,2014,4.325,3.402,1.287,250.028
TW0002455003,2014,0.496,9.552,5.852,2073.37
TW0006182009,2014,7.072,55.566,16.252,5758.135
TW0008110008,2014,0.329,100.215,28.269,10015.652
TW0002436003,2014,1.287,1.013,0.319,1877.067
CNE100002XM8,2014,0.199,17.379,1.174,1405.753004
TW0003105003,2014,34.405,68.805,27.971,9910.01
TW0002344009,2014,48.213,177.709,6.447,37989.66
JP3154370005,2014,0.133,0.058,0.02,402.791
US9778521024,2014,173.309,166.535,8.479,1647.641
KR7030530000,2014,9.58,58.769,45.327,557208.915
KR7240810002,2014,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
BE0974310428,2014,0.149,0.229,28.285,330.476
JP3990600003,2014,2.105,6.105,12.412,14527.018
CNE100001R90,2014,4.031,72.127,0.536,641.8326534
CNE100001DJ8,2014,1.24,5.647,3.368,242.4807959
US0079031078,2015,65.782,158.194,882.207,3991
US0326541051,2015,132.749,86.308,6.989,3435.092
US0382221051,2015,39.005,135.676,11.39,9659
US11135F1012,2015,134.333,184.607,82.148,6824
US29355A1079,2015,0.008,11.159,1.115,357.249
US3364331070,2015,11.949,300.266,76.302,4112.65
US4581401001,2015,1052.57,946.446,15251.4,55355
US4824801009,2015,3.839,50.624,9.546,2814.049
US5128071082,2015,20.823,46.832,32.156,5259.312
US5950171042,2015,170.426,195.903,43.366,2147.036
US5951121038,2015,1415.29,1754.69,864.982,16192
US6098391054,2015,0.061,4.516,21.276,333.067
US67066G1040,2015,3.6,52.393,19.83,4682
NL0009538784,2015,813.616,788.662,57.307,6101
US6821891057,2015,1235.39,606.432,82.443,3495.8
US74736K1016,2015,167.302,172.776,4.575,1710.966
US7475251036,2015,75.349,155.288,38.845,25281
US83088M1027,2015,38.143,151.115,60.59,3258.4
US8807701029,2015,2.386,21.83,5.276,1639.578
US8825081040,2015,1085.62,1384.94,37.765,13000
CNE100004ZD8,2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US00108J1097,2015,1.108,10.819,0.184,31.206
TW0003438008,2015,0.834,1.592,0.066,897.438
CNE100003MM9,2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003437000,2015,0.354,12.404,1.416,6170.439
TW0008261009,2015,0.021,0.417,0.038,1555.624
JP3122400009,2015,3.755,36.333,414.501,163329
DE000A0WMPJ6,2015,0.188,4.804,1.573,197.756
KYG022421088,2015,0.013,0.253,0.123,3785.741
TW0003041000,2015,1.821,1.848,0.086,3631.593
CNE100001ZN3,2015,3.388,2.347,0.97,1199.901159
US01749D1054,2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
BMG6331P1041,2015,8.38,13.597,2.696,327.935
GB00BNDRMJ14,2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KYG037AX1015,2015,3.377,2.568,1.425,218.278
US0316521006,2015,48.337,812.933,75.497,2884.603
CNE100003LZ3,2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002493004,2015,1.579,3.268,0.224,2200.585
AT0000A18XM4,2015,18.317,8.843,5.775,623.1
US0323325045,2015,2.014,2.119,0.813,104.883
TW0006291008,2015,0.309,0.173,0.034,243.909
TW0006533003,2015,0.158,0.133,0.058,218.923
TW0006138001,2015,0.003,1.029,0.005,3093.484
JP3105280006,2015,8.75,20.592,4.384,42854.152
TW0006531007,2015,0.02,0.24,0.909,2602.51
TW0008271008,2015,0.008,1.762,0.208,7379.728
TW0006449002,2015,1.168,2.882,0.21,1452.184
TW0003264008,2015,0.375,58.804,0.226,5924.502
NO0010946593,2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US04302A1043,2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003711008,2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003169009,2015,0.879,0.333,0.037,625.416
NL0000334118,2015,0.349,17.353,4.562,669.621
TW0005269005,2015,0.002,0.551,0.015,1555.521
NL0010273215,2015,21.4,152.403,154.222,6287.375
KYG0535Q1331,2015,3.27,141.905,1.239,12977.289
TW0005274005,2015,0.013,0.226,0.057,992.56
US04965B1008,2015,0,0,0,0
KR7017900002,2015,4.457,15.023,0.531,206228.996
US0545402085,2015,4.313,5.814,1.322,301.495
JP3108080007,2015,2.279,1.015,1.369,11073
US00246W1036,2015,2.009,3.151,0.564,77.502
NL0012866412,2015,0.165,9.696,7.352,349.206
TW0003031001,2015,1.68,6.687,1.211,2048.934
CNE100001XM0,2015,2.696,3.28,1.37,457.3294665
DE000A1TNMM9,2015,3.297,4.456,1.59,138.555
US1572101053,2015,0.824,0.808,1.845,59.499
TW0003257002,2015,0.66,1.113,0.032,854.565
TW0008070004,2015,8.034,10.729,3.07,15080.467
TW0006548001,2015,0.264,5.216,0.629,378.404
TW0001597003,2015,3.8,2.028,0.232,1021.983
CNE100003S06,2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0008084005,2015,1.168,0.97,0.172,2223.972
TW0006147002,2015,1.337,88.363,2.838,16863.308
TW0008150004,2015,1.227,209.227,15.041,18837.089
US1727551004,2015,0.637,7.93,8.746,916.568
GB0001602944,2015,0.15,0.586,0.065,21.803713
US19247G1076,2015,32.82,212.855,4.913,741.961
US1925761066,2015,1.279,9.174,1.157,269.654
KYG234201138,2015,0.143,2.038,0.437,1091.2
TW0002466000,2015,19.045,1.726,0.656,1174.065
MYL7204OO000,2015,0.03,16.12,0.44,433.109
JP3487600003,2015,4.214,3.498,16.795,43214.024
CNE000000X87,2015,15.817,20.029,2.782,8578.024131
TW0003094009,2015,0.018,0.368,0.295,328.897
KR7000990002,2015,133.372,158.775,7.479,666594.9866
US2545431015,2015,58.318,43.68,13.022,848.904
JP3548600000,2015,3.774,38.216,624.556,125920
CNE100001RT7,2015,0.365,8.943,3.596,3669.959812
TW0003048005,2015,20.886,19.791,5.108,71618.425
TW0002458007,2015,0.112,2.7,0.013,6605.099
TW0003450003,2015,0.246,49.729,2.95,7124.193
TW0003006003,2015,0.163,3.194,0.247,9266.149
DE0005677108,2015,3.298,3.222,3.919,219.626
TW0003529004,2015,0.035,2.364,0.021,1091.62
TW0003714002,2015,21.237,138.577,86.955,25509.789
US29362U1043,2015,25.497,94.038,31.973,1081.121
KR7039030002,2015,0.291,2.021,3.514,270020.677
TW0003016002,2015,1.584,7.717,0.158,1939.995
TW0005351001,2015,0.089,3.482,0.114,7416.681
KR7084370006,2015,0.005,8.699,0.917,94672.562
TW0002393006,2015,1.994,79.264,9.881,28865.615
TW0006288004,2015,4.008,3.991,0.458,2564.805
TW0003035002,2015,0.068,3.579,0.053,6577.815
TW0004961008,2015,2.819,0.733,0.118,6056.235
TW0003545000,2015,0.005,1.682,0.176,11479.739
US3463751087,2015,6.517,12.65,2.16,282.358
TW0008131004,2015,11.339,96.081,0.345,8760.789
TW0003532008,2015,5.209,230.949,0.856,10487.897
TW0003413001,2015,0.138,55.959,0.624,5409.181
CNE100004PM0,2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KYG3790U1040,2015,0.003,28.622,0.022,2731.579
TW0004952007,2015,0.052,0.796,0.128,3081.376
CNE1000030S9,2015,0.047,5.896,0.733,1184.734047
TW0008081001,2015,0.05,1.137,0.032,3473.324
TW0003443008,2015,0.177,3.762,0.06,7762.132
TW0006488000,2015,6.726,7920.31,0.114,15310.462
KYG393871085,2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003188009,2015,0,0,0,0
TW0002441003,2015,1.171,87.867,3.599,9540.472
CNE000000YF5,2015,7.218,8.678,1.847,2571.496437
US36241U1060,2015,1.042,0.773,2.1,53.498
JP3771800004,2015,12.502,47.724,211.305,120691
CNE100002Q09,2015,0.375,1.318,0.127,100.4461537
CNE100004314,2015,1.639,173.899,3.767,587.6539258
CNE000001DN1,2015,10.963,27.584,5.117,1914.202514
KR7042700005,2015,2.156,15.821,0.133,117791.3537
TW0006168008,2015,1.282,11.49,2.967,4257.525
DE000HAG0005,2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0006202005,2015,0.038,1.205,0.047,3967.84
CNE100002V10,2015,26.6,157.156,3.823,3515.544676
HK0000218211,2015,11.181,429.138,19.48,650.131
TW0002486008,2015,3.824,34.592,0.496,6341.006
TW0008040007,2015,0.014,0.419,0.096,734.95
US4532041096,2015,0.073,0.367,5.496,78.479
MYQ0166OO007,2015,0.146,52.646,2.197,933.099
CH0011029946,2015,0.548,1.571,4.217,278.69
DE0006231004,2015,237.868,533.921,800.673,5795
CNE100001377,2015,0.395,0.422,0.64,69.28563902
US45817G2012,2015,0.227,0.296,0.457,7.014665
JP3152720003,2015,0.555,1.243,2.989,3996.841
US4611471008,2015,0.69,2.199,0.364,38.889
US44980X1090,2015,12.52,40.59,19.132,901.265
GB0009619924,2015,4.884,20.576,0.75,114.024
TW0003014007,2015,0.474,1.617,0.087,3084.419
JP3735300000,2015,1.985,5.245,9.672,12193
JP3389680004,2015,0.171,1.065,25.042,11864.839
CNE000001F05,2015,20.389,677.115,109.411,10792.75883
CNE000000N97,2015,3.879,9.062,1.227,555.8114511
TW0005285001,2015,0.05,3.917,0.279,2262.919
CNE0000017L3,2015,364.235,18.764,1.643,1286.845489
TW0006552003,2015,0.136,12.365,1.933,1588.245
TW0002375003,2015,0.755,0.626,0.164,1486.806
JP3281610000,2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002449006,2015,5.954,212.788,0,17128.536
US5012421013,2015,0.534,13.479,0.167,536.471
JP3979200007,2015,0.018,3.092,41.446,15187.658
TW0003346003,2015,0.034,1.445,0.192,2740.041
US5184151042,2015,0.345,2.305,5.144,405.966
TW0003588000,2015,0.714,0.435,0.045,1038.986
KR7058470006,2015,1.811,13.13,0.149,99475.355
TW0002472008,2015,0.436,35.746,1.621,5802.398
TW0002369006,2015,1.723,57.6,7.336,5510.094
TW0004979000,2015,0.035,5.114,0.288,4181.307
US55405Y1001,2015,9.602,10.821,17,420.609
TW0002337003,2015,162,256,15.205,20927.77
US55933J2033,2015,16.043,20.318,10.899,633.712
MYL3867OO008,2015,0.005,0.158,6.384,1390.09
US5738741041,2015,6.936,30.33,245.152,3706.963
US57776J1007,2015,4.259,2.929,7.594,300.36
CNE100003QK4,2015,0.898,0.646,0.324,110.8922721
TW0003527008,2015,0.063,1.243,0.17,2032.992
TW0002454006,2015,0.307,25.658,7.162,213255.24
JP3920860008,2015,7.235,4.517,5.955,64237.738
BE0165385973,2015,0.594,10.992,2.36,400.135935
JP3750400008,2015,4.035,11.247,34.887,32496
JP3910570005,2015,1.616,6.939,6.96,9399.598
TW0002464005,2015,170.091,365.771,0.305,8318.989
US55306N1046,2015,2.242,24.287,1.96,813.524
CNE100001X19,2015,37.249,63.808,6.042,3862.261279
CNE100003MN7,2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002434008,2015,0.083,4.372,0.172,216.747
DE0006627201,2015,6.104,8.617,4.288,273.795539
SE0000375115,2015,1.013,2.359,1.828,1814.96
US63010N1054,2015,0.315,0.36,0.562,9.685072
TW0002408002,2015,51.261,218.972,11.749,43875.905
CNE1000040F5,2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100000ML7,2015,5.492,44.9,1.691,1214.64994
US64118P1093,2015,0.166,0.292,0.278,8.012
TW0003317004,2015,1.039,1.184,0.043,2024.286
JP3686200001,2015,2.249,6.222,5.525,25685
JP3725200004,2015,3.959,10.94,1.027,20173
JP3701200002,2015,124.854,208.256,5.332,123365
NO0003055501,2015,0.011,1.084,48.811,193.068
IL0010845571,2015,19.303,3.269,0.617,148.514
TW0003034005,2015,0.438,9.502,0.616,50870.127
TW0004919006,2015,27.9,41,0.281,7313.387
US6294452064,2015,0.676,0.65,1.814,30.584088
JP3193600008,2015,2.185,3.074,0.484,13485.501
US6833441057,2015,3.908,3.886,1.773,187.367
TW0002329000,2015,0.954,85.773,1.869,16100.45
JP3200400004,2015,4.885,14.551,26.786,36625.144
DE000LED4000,2015,203.559,369.019,751.055,3572
US68989M2026,2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002481009,2015,1.302,21.034,2.024,14985.061
US7013543001,2015,0,0,0.002,0.01078
US71360T2006,2015,0.104,0.148,0.478,4.39
TW0008299009,2015,0.124,3.747,0.017,37409.177
US7194051022,2015,54.697,45.671,14.593,524.206
CNE100005998,2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US72581M3051,2015,1.086,0.666,1.296,59.517
US7392761034,2015,7.647,11.09,12.161,343.989
TW0006770001,2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0006239007,2015,4.297,258.616,58.402,42523.512
TW0006173008,2015,0.588,19.669,0.788,2387.704
DE0007461006,2015,0.367,2.368,1.276,71.543
US74837P4054,2015,0.407,0.32,1.461,18.956
US7509171069,2015,1.555,1.259,8.377,296.278
TW0002379005,2015,0.769,20.343,0.392,31745.809
TW0002302007,2015,0.618,0.956,0.405,511.704
JP3164720009,2015,223.733,908.573,648.486,791074
US7631651079,2015,2.178,2.659,1.114,136.957
TW0004968003,2015,0.038,0.456,0.057,1716.217
TW0008104001,2015,0.003,6.766,0.876,1649.811
ES0105225009,2015,0.067,0.044,0.1,2.15056732
CNE100003RK2,2015,2.573,3.782,1.387,1013.206088
JP3982800009,2015,52.58,520.899,832.635,362772
JP3982200002,2015,1.693,6.789,12.478,12751.01
JP3976200000,2015,0.628,1.138,571.044,237877
JP3975410006,2015,0.133,2.104,464.708,#N/A N/A
JP3322950001,2015,1.014,3.816,9.523,5252.909
CNE000000KB3,2015,53.764,123.805,9.991,4813.390978
JP3329600005,2015,5.844,97.511,136.407,160724
DE0005156236,2015,3.045,3.399,1.425,115.55
TW0003583001,2015,0.724,8.268,0.438,2942.417
JP3494600004,2015,11.835,40.79,2663.126,237645
TW0002351004,2015,0.961,25.921,2.196,8793.202
JP3418400002,2015,4.216,3.368,2.526,22514.098
US8168501018,2015,1.043,8.587,9.783,557.885
CH0406705126,2015,0.944,1.56,1.065,116.865
KR7046890000,2015,56.005,67.068,4.442,1011224.402
US8173232070,2015,0.666,0.352,0.444,32.532
CNE100002NT4,2015,1.645,1.452,1.048,392.4616892
CNE000000XB6,2015,1.86,3.059,0.97,486.6175985
CNE100000510,2015,0.19,6.339,2.826,1039.725
CNE100002G84,2015,3.252,2.723,1.214,1108.56388
CNE100000Q50,2015,16.862,22.586,9.063,6073.435131
JP3355000005,2015,0.243,4.512,25.843,43799
JP3371600002,2015,3.2,63.2,149.6,71707
JP3375800004,2015,34.835,104.23,3.825,142815
KYG811801045,2015,3.248,11.065,0.272,5912.035
TW0006257009,2015,0.172,52.608,0.783,5054.517
TW0002363009,2015,0.31,1.098,0.016,227.138
US8269191024,2015,0.136,3.509,7.315,644.826
US82706C1080,2015,4.746,3.28,0.579,361.297
TW0003530002,2015,0.004,0.139,0.239,702.48
TW0003288007,2015,0.329,0.109,0.054,261.172
DE000WAF3001,2015,10.675,252,119.763,931.3
TW0005483002,2015,15.64,519.248,3.857,28269.357
US82982T1060,2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0008016007,2015,0.107,2.378,0.118,9266.108
KR7000660001,2015,1725.53,2997.37,243.785,18797998
JP3162640001,2015,3.898,10.853,3.602,19660.849
US83089J1088,2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KYG8232Y1017,2015,0.313,7.144,9.824,643.469
KYG8020E1199,2015,354.081,880.126,60.412,2236.415
DE0005178008,2015,1.58,0.859,1.132,82.306
FR0013227113,2015,2.982,3.172,22.906,171.607
TW0005471007,2015,0.004,0.748,0.003,3306.229
TW0003055000,2015,0.003,2.43,0.514,2936.069
CNE100003RN6,2015,1.663,1.847,0.754,251.9312842
NL0000226223,2015,575,748,135,6897
DE000A1K0235,2015,1.087,2.62,1.537,148.516
JP3322930003,2015,21,1990,5,236826
TW0002401007,2015,6.53,17.827,0.638,8465.833
CNE000001P60,2015,3.831,5.9,1.385,807.0326978
US87157D1090,2015,0.062,5.277,1.152,1703
TW0001582005,2015,0.056,0.35,0.112,9466.333
TW0002338001,2015,0.163,11.648,0.18,1485.306
TW0006278005,2015,0.398,11.842,11.987,30145.169
TW0002340007,2015,2.453,34.568,4.961,5630.54
JP3468000009,2015,1.773,5.116,10.07,12258.306
TW0004967005,2015,0.031,1.196,0.265,4169.017
IT0005482333,2015,0.703,1.798,0.575,57.825433
TW0003030003,2015,2.724,15.781,0.053,4754.389
CNE100000825,2015,27.216,141.925,3.973,3868.218295
KR7064760002,2015,1.115,8.342,0.335,61929.728
JP3571400005,2015,9.686,137.126,3566.48,613124
JP3571800006,2015,9.026,19.338,2.858,88086
JP3580200008,2015,7.645,36.74,108.02,66445
TW0006271000,2015,0.864,48.375,0.357,7771.904
CNE1000006C3,2015,18.565,88.889,4.113,2321.876529
TW0008021007,2015,0.188,13.874,0.699,3505.897
JP3637280003,2015,31.252,19.903,8.565,9971.975
JP3555700008,2015,2.882,10.315,19.619,21204.095
IL0010823792,2015,401.315,143.276,19.949,960.561
TW0002451002,2015,0.066,4.415,0.583,24913.287
TW0002330008,2015,2027.65,4642.65,3446.45,843497.368
TW0002426004,2015,9.169,16.163,4.69,3559.863
CH0033361673,2015,0.316,0.992,5.495,338.341
US90385V1070,2015,5.741,5.185,3.157,469.103
JP3126190002,2015,5.174,75.138,219.042,179174
TW0002303005,2015,635.65,1209.31,2514.24,144830.421
TW0008277005,2015,0.46,0.923,0.394,581.645
CNE000001M14,2015,5.294,7.093,3.867,1241.266073
KR7077500007,2015,3.694,3.807,0.62,295982.238
MYL5005OO003,2015,1.396,102.353,2.97,1260.425
US91347P1057,2015,0.434,5.501,3.647,191.046
JP3829900004,2015,1.806,1.821,10.513,16456
TW0005347009,2015,192.6,435,30.759,23319.721
US9224171002,2015,2.302,5.99,1.321,477.038
CNE100004413,2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002388006,2015,0.007,1.408,0.033,4727.316
TW0006789001,2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US9282981086,2015,171.036,183.86,29.977,2300.488
US92835K1034,2015,4.352,5.607,6.664,232.178
TW0002455003,2015,0.492,8.831,0.005,2391.899
TW0006182009,2015,5.816,58.377,0.554,5368.088
TW0008110008,2015,0.343,98.43,0.12,7913.595
TW0002436003,2015,0.965,0.907,0.035,1779.082
CNE100002XM8,2015,0.24,20.847,3.529,1980.096445
TW0003105003,2015,38.093,70.587,8.458,12015.747
TW0002344009,2015,51.725,200.861,11.429,38350.315
JP3154370005,2015,0.097,0.037,0.166,313.167
US9778521024,2015,189.073,155.366,11.25,1632.505
KR7030530000,2015,6.188,48.02,3.34,294379.533
KR7240810002,2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
BE0974310428,2015,0.142,0.241,59.155,331.119
JP3990600003,2015,2.193,6.439,14.511,16622.957
CNE100001R90,2015,4.336,76.407,4.152,828.8617693
CNE100001DJ8,2015,3.24,13.123,1.52,586.7919872
US0079031078,2016,2.574,49.979,712.188,4319
US0326541051,2016,134.575,83.194,7.939,3421.409
US0382221051,2016,32.275,131.284,11.643,10825
US11135F1012,2016,144.085,188.239,162.957,13240
US29355A1079,2016,0.011,10.18,1.155,322.591
US3364331070,2016,14.73,391.378,733.98,2904.563
US4581401001,2016,976,647,6170,59387
US4824801009,2016,3.422,49.531,9.678,2984.493
US5128071082,2016,25.716,71.009,33.275,5885.893
US5950171042,2016,192.854,179.731,35.39,2173.3
US5951121038,2016,1724.03,2059.86,769.556,12399
US6098391054,2016,0.065,5.021,21.059,388.665
US67066G1040,2016,2.419,43.487,236.74,5010
NL0009538784,2016,628.509,789.524,49.219,9498
US6821891057,2016,1279.23,600.475,88.304,3906.9
US74736K1016,2016,192.916,133.818,18.863,2610.726
US7475251036,2016,76.413,154.28,112.252,23554
US83088M1027,2016,41.109,130.834,12.87,3289
US8807701029,2016,2.036,28.393,5.546,1753.25
US8825081040,2016,1076.95,0,27.851,13370
CNE100004ZD8,2016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US00108J1097,2016,0.744,5.571,0.164,27.371
TW0003438008,2016,0.89,1.663,0.078,1137.762
CNE100003MM9,2016,2.395,7.891,1.372,609.528438
TW0003437000,2016,0.353,12.241,1.867,6171.727
TW0008261009,2016,0.021,0.434,0.041,1715.438
JP3122400009,2016,3.894,30.01,415.368,162111
DE000A0WMPJ6,2016,0.194,4.672,1.51,196.477
KYG022421088,2016,0.015,0.257,0.119,3690.977
TW0003041000,2016,1.698,1.734,0.097,3400.744
CNE100001ZN3,2016,3.341,2.258,0.947,1252.039237
US01749D1054,2016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
BMG6331P1041,2016,7.479,12.792,3.053,335.661
GB00BNDRMJ14,2016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KYG037AX1015,2016,4.486,3.433,1.898,316.373
US0316521006,2016,57.748,808.23,100.259,3927.849
CNE100003LZ3,2016,2.808,4.546,1.614,1149.533183
TW0002493004,2016,1.534,2.909,0.228,2312.375
AT0000A18XM4,2016,19.165,10.09,6.659,549.94
US0323325045,2016,1.86,1.858,0.778,120.308
TW0006291008,2016,0.29,0.177,0.031,232.609
TW0006533003,2016,0.149,0.124,0.056,208.635
TW0006138001,2016,0.004,1.105,0.006,3737.854
JP3105280006,2016,6.927,17.551,3.871,40345.288
TW0006531007,2016,0.022,0.255,0.627,3161.932
TW0008271008,2016,0.008,1.786,0.109,6822.226
TW0006449002,2016,1.316,3.067,0.224,1653.022
TW0003264008,2016,0.42,61.427,0.344,6260.422
NO0010946593,2016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US04302A1043,2016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003711008,2016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003169009,2016,0.512,0.348,0.039,645.897
NL0000334118,2016,0.34,17.031,3.376,597.93
TW0005269005,2016,0.002,0.499,0.041,2056.711
NL0010273215,2016,20.4,25.5,249.516,6875.1
KYG0535Q1331,2016,1.5,164,1,14249.093
TW0005274005,2016,0.014,0.215,0.078,1345.678
US04965B1008,2016,0,0,0,0
KR7017900002,2016,3.562,12.226,0.474,170928.368
US0545402085,2016,4.269,5.919,1.021,266.98
JP3108080007,2016,1.684,0.83,1.082,8982
US00246W1036,2016,1.863,2.995,0.531,81.349
NL0012866412,2016,0.171,9.361,9.026,375.375
TW0003031001,2016,1.778,6.057,1.183,2168.224
CNE100001XM0,2016,2.679,4.122,1.564,590.9887017
DE000A1TNMM9,2016,3.429,4.58,1.6,144.372
US1572101053,2016,0.995,0.916,2.034,72.653
TW0003257002,2016,0.644,1.238,0.033,843.361
TW0008070004,2016,4.563,3.223,1.457,10941.726
TW0006548001,2016,0.633,14.243,2.023,1667.978
TW0001597003,2016,3.718,2.403,0.241,982.536
CNE100003S06,2016,28.698,186.7,6.803,4396.76335
TW0008084005,2016,1.97,1.128,0.268,2955.055
