Isin,Year,SR001,SR002,SR003,SR004
US7475251036,2019,4.559999943,4.957910061,2.569031239,6.365200043
US83088M1027,2019,3.49000001,2.885807514,1.286757827,7.52758503
US8807701029,2019,4.28000021,3.468505621,2.648808479,7.592850208
US8825081040,2019,4.639999866,4.783169746,2.415361643,7.193725109
CNE100004ZD8,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US00108J1097,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003438008,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100003MM9,2019,1.179999948,0,0.857391536,3.964104652
TW0003437000,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0008261009,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3122400009,2019,5.039999962,6.303070068,2.574816942,6.263268948
DE000A0WMPJ6,2019,5.199999809,5.176688671,3.249221325,7.570577621
KYG022421088,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003041000,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100001ZN3,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US01749D1054,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
BMG6331P1041,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
GB00BNDRMJ14,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KYG037AX1015,2019,1.809999943,0,1.624035358,5.964348793
US0316521006,2019,2.25,0.531715989,1.624035358,6.508343697
CNE100003LZ3,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002493004,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
AT0000A18XM4,2019,2.420000076,1.737728238,1.286757827,4.963600159
US0323325045,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0006291008,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0006533003,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0006138001,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3105280006,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0006531007,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0008271008,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0006449002,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003264008,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
NO0010946593,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US04302A1043,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003711008,2019,4.230000019,4.275898457,4.406953335,3.989020824
TW0003169009,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
NL0000334118,2019,5,4.928565979,3.115655422,7.336974144
TW0005269005,2019,3.799999952,3.551206589,3.39754796,4.591816902
NL0010273215,2019,6.389999866,6.871085167,4.825351715,7.44058466
KYG0535Q1331,2019,3.039999962,2.290556669,2.017893314,5.462611675
TW0005274005,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US04965B1008,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KR7017900002,2019,1.289999962,0,1.427484035,3.647247553
US0545402085,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3108080007,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US00246W1036,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
NL0012866412,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003031001,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100001XM0,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
DE000A1TNMM9,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US1572101053,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003257002,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0008070004,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0006548001,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0001597003,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100003S06,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0008084005,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0006147002,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0008150004,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US1727551004,2019,3.480000019,2.30487752,2.118499756,7.219950199
GB0001602944,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US19247G1076,2019,1.899999976,0,1.427484035,6.745323658
US1925761066,2019,3.890000105,3.33603096,2.412511349,6.539770126
KYG234201138,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002466000,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
MYL7204OO000,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3487600003,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE000000X87,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003094009,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KR7000990002,2019,2.299999952,1.297065377,1.624035358,4.833934307
US2545431015,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3548600000,2019,3.420000076,3.23809886,2.13533473,5.197087288
CNE100001RT7,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003048005,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002458007,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003450003,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003006003,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
DE0005677108,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003529004,2019,2.819999933,1.662629485,2.442257643,5.15857935
TW0003714002,2019,3.720000029,2.46203208,4.249770164,5.096987247
US29362U1043,2019,1.919999957,0,1.624035358,6.537167072
KR7039030002,2019,1.120000005,0,0.857391536,3.664558649
TW0003016002,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0005351001,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KR7084370006,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002393006,2019,3.680000067,3.384342194,3.559706926,4.211439133
TW0006288004,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003035002,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0004961008,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003545000,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US3463751087,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0008131004,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003532008,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003413001,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100004PM0,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KYG3790U1040,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0004952007,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE1000030S9,2019,1,0,0,4.643007278
TW0008081001,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003443008,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0006488000,2019,3.410000086,2.777061224,3.458293676,4.283216476
KYG393871085,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003188009,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002441003,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE000000YF5,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US36241U1060,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3771800004,2019,2.680000067,2.67599082,2.13533473,3.282369614
CNE100002Q09,2019,0.970000029,0,0,4.510939598
CNE100004314,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE000001DN1,2019,1.639999986,0.041486021,1.628763676,4.933859348
KR7042700005,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0006168008,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
DE000HAG0005,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0006202005,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100002V10,2019,2.109999895,0.987568796,0.857391536,5.964046001
HK0000218211,2019,2.940000057,2.393853664,1.624035358,5.452530384
TW0002486008,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0008040007,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US4532041096,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
MYQ0166OO007,2019,3.329999924,2.353921652,4.06175518,4.030198574
CH0011029946,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
DE0006231004,2019,4.239999771,3.917968512,3.002108097,6.15195179
CNE100001377,2019,0.980000019,0,0,4.540544033
US45817G2012,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3152720003,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US4611471008,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US44980X1090,2019,3.130000114,3.418087721,0.580114126,6.350747108
GB0009619924,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003014007,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3735300000,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3389680004,2019,1.059999943,0,0.857391536,3.360302687
CNE000001F05,2019,1.440000057,0.278589994,0.857391536,4.459284306
CNE000000N97,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0005285001,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE0000017L3,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0006552003,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002375003,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3281610000,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002449006,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US5012421013,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3979200007,2019,2.650000095,2.276234865,1.029799819,5.382853985
TW0003346003,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US5184151042,2019,1.889999986,0,1.427484035,6.686321259
TW0003588000,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KR7058470006,2019,0.819999993,0,0,3.670498371
TW0002472008,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002369006,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0004979000,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US55405Y1001,2019,3.170000076,3.638114691,1.103526831,5.192330837
TW0002337003,2019,3.779999971,2.597887039,4.409570694,4.929736137
US55933J2033,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
MYL3867OO008,2019,2.140000105,2.266475677,1.362747073,2.838442087
US5738741041,2019,4.190000057,4.334743977,1.624035358,7.368006706
US57776J1007,2019,1.309999943,0,0.428448021,5.430866241
CNE100003QK4,2019,0.920000017,0,0,4.238481045
TW0003527008,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002454006,2019,3.960000038,4.95075798,2.455224991,4.33985281
JP3920860008,2019,1.419999957,1.393351793,0.127523139,3.258760214
BE0165385973,2019,3.519999981,3.063270092,3.009559631,4.757293224
JP3750400008,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3910570005,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002464005,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US55306N1046,2019,1.929999948,0,1.286757827,7.178957939
CNE100001X19,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100003MN7,2019,0.910000026,0,0,4.191135883
TW0002434008,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
DE0006627201,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
SE0000375115,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US63010N1054,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002408002,2019,4.71999979,3.22397089,7.644844055,4.247795582
CNE1000040F5,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100000ML7,2019,2.25999999,1.322554827,1.427484035,4.906415939
US64118P1093,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003317004,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3686200001,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3725200004,2019,1.309999943,0,1.427484035,3.73340559
JP3701200002,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
NO0003055501,2019,5.099999905,3.58928442,6.79690361,5.681591988
IL0010845571,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003034005,2019,4.960000038,3.690281868,6.708003044,5.115510464
TW0004919006,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US6294452064,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3193600008,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US6833441057,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002329000,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3200400004,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
DE000LED4000,2019,4.739999771,4.418861389,2.876273632,7.499268055
US68989M2026,2019,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
TW0002481009,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US7013543001,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US71360T2006,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0008299009,2019,4.989999771,5.793012142,5.067240238,3.931283712
US7194051022,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100005998,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US72581M3051,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US7392761034,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0006770001,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0006239007,2019,3.200000048,2.870973587,2.236715078,4.783364773
TW0006173008,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
DE0007461006,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US74837P4054,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US7509171069,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002379005,2019,2.559999943,1.194179296,2.648808479,4.786292553
TW0002302007,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3164720009,2019,4.090000153,3.564129829,2.787230015,6.417849541
US7631651079,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0004968003,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0008104001,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
ES0105225009,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100003RK2,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3982800009,2019,3.839999914,2.747986555,4.50469923,4.798769474
JP3982200002,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3976200000,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3975410006,2019,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
JP3322950001,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE000000KB3,2019,1.279999971,0,0.857391536,4.443893909
JP3329600005,2019,2.349999905,2.105997086,1.427484035,3.795558929
DE0005156236,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003583001,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3494600004,2019,3.930000067,4.831359386,2.528281927,4.30109787
TW0002351004,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3418400002,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US8168501018,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CH0406705126,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KR7046890000,2019,1.99000001,1.045883536,1.624035358,4.012975693
US8173232070,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100002NT4,2019,1.129999995,0,0,5.389866829
CNE000000XB6,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100000510,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100002G84,2019,0.99000001,0,0,4.622677803
CNE100000Q50,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3355000005,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3371600002,2019,2.890000105,3.251743555,2.528281927,2.781753302
JP3375800004,2019,2.160000086,1.941553235,1.103526831,3.770842552
KYG811801045,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0006257009,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002363009,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US8269191024,2019,3.710000038,5.096144676,0.320985734,6.815035343
US82706C1080,2019,1.090000033,1.285097241,0.127523139,2.013601303
TW0003530002,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003288007,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
DE000WAF3001,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0005483002,2019,#N/A N/A,2.540777445,3.756676197,4.705219746
US82982T1060,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0008016007,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KR7000660001,2019,4.110000134,3.509886026,3.654330254,5.468762398
JP3162640001,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US83089J1088,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KYG8232Y1017,2019,4.329999924,4.416426659,2.528281927,6.361320972
KYG8020E1199,2019,2.910000086,2.420110703,2.16080761,4.516972065
DE0005178008,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
FR0013227113,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0005471007,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003055000,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100003RN6,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
NL0000226223,2019,4.820000172,4.391880989,3.242027521,7.348115444
DE000A1K0235,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3322930003,2019,3.900000095,2.978120327,4.563452721,4.580639362
TW0002401007,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE000001P60,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US87157D1090,2019,1.659999967,0,1.624035358,5.17047596
TW0001582005,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002338001,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0006278005,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002340007,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3468000009,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0004967005,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
IT0005482333,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003030003,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100000825,2019,1.940000057,1.200869799,0.857391536,4.619069099
KR7064760002,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3571400005,2019,5.039999962,5.471497536,3.292785168,6.44733429
JP3571800006,2019,2.630000114,3.42635107,0.857391536,3.771083832
JP3580200008,2019,1.960000038,0.998767436,1.833145976,3.709532261
TW0006271000,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE1000006C3,2019,2.029999971,1.335593343,0.857391536,4.779520035
TW0008021007,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3637280003,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3555700008,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
IL0010823792,2019,2.779999971,1.792908311,1.624035358,5.941202641
TW0002451002,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002330008,2019,4.079999924,3.871952534,2.827292919,5.828607082
TW0002426004,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CH0033361673,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US90385V1070,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3126190002,2019,2.190000057,1.834407568,0.857391536,4.497731686
TW0002303005,2019,3.579999924,2.814916134,3.314277649,5.003276825
TW0008277005,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE000001M14,2019,1.299999952,0,0.857391536,4.570021152
KR7077500007,2019,1.190000057,0,0.857391536,3.978016615
MYL5005OO003,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US91347P1057,2019,4.46999979,4.526613235,3.03527379,6.052098751
JP3829900004,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0005347009,2019,3.680000067,2.013461828,4.437299728,5.592370987
US9224171002,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100004413,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002388006,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0006789001,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US9282981086,2019,1.75,0,1.624035358,5.606164932
US92835K1034,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002455003,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0006182009,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0008110008,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002436003,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100002XM8,2019,1.120000005,0,0.127523139,5.032075405
TW0003105003,2019,3.190000057,2.842165709,3.034279346,3.855020046
TW0002344009,2019,3.619999886,2.422987938,4.683948517,4.364337444
JP3154370005,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US9778521024,2019,4.139999866,3.698917389,2.21996665,7.239902496
KR7030530000,2019,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
KR7240810002,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
BE0974310428,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3990600003,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100001R90,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100001DJ8,2019,1.389999986,0,0.857391536,5.021541119
US0079031078,2020,6.71999979,6.716571331,6.147437572,7.322674751
US0326541051,2020,4.920000076,5.523305893,2.486200809,7.051636219
US0382221051,2020,6.800000191,6.593982697,5.700650692,8.271294594
US11135F1012,2020,3.029999971,1.045883536,2.222082138,7.935897827
US29355A1079,2020,3.789999962,0.965432942,6.115842342,6.619432926
US3364331070,2020,6.070000172,6.392753124,5.347574234,6.382309914
US4581401001,2020,6.210000038,6.490817547,4.677745342,7.52840662
US4824801009,2020,4.090000153,3.841245651,2.088516951,6.984332085
US5128071082,2020,5.360000134,5.513381958,3.313843727,7.576572895
US5950171042,2020,4.090000153,3.726528406,2.959922552,5.911782742
US5951121038,2020,5.760000229,3.563465357,6.942164898,8.019230843
US6098391054,2020,3.359999895,2.665983438,2.443212748,5.510872841
US67066G1040,2020,6.610000134,5.907146454,7.61307621,6.593773842
NL0009538784,2020,5.349999905,3.747014523,7.10603857,6.003311157
US6821891057,2020,6.050000191,4.165054321,7.410188198,7.543962002
US74736K1016,2020,3.970000029,3.218118668,2.528281927,6.939780712
US7475251036,2020,5.409999847,5.676210403,3.564409018,7.158824921
US83088M1027,2020,4.630000114,3.101664305,4.974032879,6.651305676
US8807701029,2020,4.5,4.092331409,2.648808479,7.413019657
US8825081040,2020,4.909999847,4.755792618,3.261231184,7.086172581
CNE100004ZD8,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US00108J1097,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003438008,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100003MM9,2020,1.149999976,0,0.857391536,3.818644524
TW0003437000,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0008261009,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3122400009,2020,5.150000095,6.51820612,2.57878828,6.388261318
DE000A0WMPJ6,2020,4.730000019,4.12378931,3.272131443,7.378706455
KYG022421088,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003041000,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100001ZN3,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US01749D1054,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
BMG6331P1041,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
GB00BNDRMJ14,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KYG037AX1015,2020,1.74000001,0,1.624035358,5.588391781
US0316521006,2020,3.150000095,2.326140642,1.624035358,6.518612862
CNE100003LZ3,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002493004,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
AT0000A18XM4,2020,4.03000021,4.166712284,1.950569153,6.435386181
US0323325045,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0006291008,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
