Isin,Year,SR001,SR002,SR003,SR004
US19247G1076,2021,2.900000095,1.398924232,2.081848621,6.644675255
US1925761066,2021,4.400000095,4.531126499,2.455698729,6.565205574
KYG234201138,2021,3.079999924,2.34074688,1.898789644,5.704996586
TW0002466000,2021,2.49000001,1.979725361,1.103526831,5.109165192
MYL7204OO000,2021,3.220000029,2.14497447,4.338331699,3.73725462
JP3487600003,2021,1.309999943,0,1.286757827,3.924771786
CNE000000X87,2021,2.00999999,0.998767436,1.103526831,4.999146461
TW0003094009,2021,3.99000001,2.344829798,4.547904015,6.027516842
KR7000990002,2021,2.809999943,2.390051603,1.624035358,4.924384117
US2545431015,2021,3.519999981,2.173743248,2.522612095,7.05022192
JP3548600000,2021,3.680000067,3.998846531,2.13533473,5.046156406
CNE100001RT7,2021,2,0.827184439,0.857391536,5.812839985
TW0003048005,2021,3,2.988108635,1.427484035,4.974209785
TW0002458007,2021,4.559999943,5.880758762,3.086973429,4.475477219
TW0003450003,2021,2.130000114,0.913832009,1.920129895,4.511518955
TW0003006003,2021,3.75,4.264782906,2.13533473,4.937844753
DE0005677108,2021,1.460000038,0.041486021,1.427484035,4.335958004
TW0003529004,2021,3.539999962,3.2067101,2.993706465,4.623852253
TW0003714002,2021,4.369999886,3.424476385,5.762744427,4.391649723
US29362U1043,2021,4.440000057,3.081517696,4.249466896,6.802328587
KR7039030002,2021,1.809999943,1.211520195,0.857391536,4.034753323
TW0003016002,2021,2.099999905,0.927247345,1.286757827,5.274716377
TW0005351001,2021,3.299999952,2.729537964,2.528281927,5.061422348
KR7084370006,2021,2.180000067,1.325470924,1.624035358,4.259314537
TW0002393006,2021,3.900000095,3.936130762,3.559706926,4.207584381
TW0006288004,2021,4.679999828,5.450893402,3.225436926,5.260029316
TW0003035002,2021,4.25,5.21877861,2.228619337,5.343641281
TW0004961008,2021,4.590000153,4.347931862,4.503423214,5.004348278
TW0003545000,2021,3.650000095,3.853522301,1.920129895,5.442416191
US3463751087,2021,1.830000043,0,1.103526831,7.001318932
TW0008131004,2021,4.46999979,3.67262578,5.606642723,4.505305767
TW0003532008,2021,5.639999866,3.600440025,8.97654438,5.595582008
TW0003413001,2021,3.670000076,3.711753845,2.21996665,5.327065468
CNE100004PM0,2021,0.790000021,0,0,3.53428483
KYG3790U1040,2021,2.049999952,2.00285244,0.857391536,3.610073328
TW0004952007,2021,3.779999971,4.191212177,2.172791719,5.0892272
CNE1000030S9,2021,2.380000114,2.29068327,1.103526831,4.08971262
TW0008081001,2021,3.190000057,3.39428091,1.103526831,5.654577255
TW0003443008,2021,4.329999924,5.676506996,2.557991266,4.584597588
TW0006488000,2021,4.230000019,3.196773291,5.869241714,4.147359848
KYG393871085,2021,3.460000038,3.506113291,4.249466896,2.67251277
TW0003188009,2021,1.399999976,0,1.103526831,4.650922298
TW0002441003,2021,4.239999771,2.869451761,5.764294147,4.80486393
CNE000000YF5,2021,1.600000024,0.278589994,0.857391536,5.285627842
US36241U1060,2021,1.440000057,0,0.428448021,6.168882847
JP3771800004,2021,4.230000019,4.872138977,3.559706926,4.106062889
CNE100002Q09,2021,1.330000043,0,0.857391536,4.699641705
CNE100004314,2021,2.329999924,1.27568996,1.527628899,5.165418148
CNE000001DN1,2021,1.909999967,0.241400227,2.13533473,4.919663906
KR7042700005,2021,1.639999986,0.74273932,0.857391536,4.251674652
TW0006168008,2021,3.00999999,2.379925251,2.13533473,5.022197723
DE000HAG0005,2021,4.380000114,5.251840591,2.503922939,5.39099884
TW0006202005,2021,4.880000114,4.540780067,5.508879662,4.724015236
CNE100002V10,2021,2.269999981,1.370191932,0.857391536,5.82442522
HK0000218211,2021,3.019999981,2.427927732,1.624035358,5.752680779
TW0002486008,2021,1.529999971,0,1.913275957,4.120451927
TW0008040007,2021,2.089999914,1.319627047,1.103526831,4.655099392
US4532041096,2021,1.269999981,0,0.428448021,5.227985859
MYQ0166OO007,2021,4.090000153,3.698526621,4.417865276,4.309832573
CH0011029946,2021,3.680000067,2.705187559,2.722389936,6.375518322
DE0006231004,2021,4.489999771,4.329025745,2.941076756,6.554614067
CNE100001377,2021,0.949999988,0,0,4.366001606
US45817G2012,2021,1.590000033,0,0.182639956,7.675246239
JP3152720003,2021,1.909999967,0.232578054,1.103526831,6.576007366
US4611471008,2021,2.00999999,0,1.624035358,7.033197403
US44980X1090,2021,5.170000076,4.033340931,4.544210911,7.627198219
GB0009619924,2021,3.50999999,2.869310141,1.103526831,8.041329384
TW0003014007,2021,5.099999905,4.572159767,5.518578529,5.411883831
JP3735300000,2021,0.949999988,0,0,4.391802788
JP3389680004,2021,1.970000029,1.381160378,0.857391536,4.411104202
CNE000001F05,2021,2.299999952,1.46406436,1.286757827,5.020104885
CNE000000N97,2021,1.629999995,0.74273932,0,5.989853859
TW0005285001,2021,3.190000057,3.578981876,1.286757827,5.047001362
CNE0000017L3,2021,1.429999948,0.000186351,0.857391536,5.224757195
TW0006552003,2021,2.109999895,1.581203103,1.103526831,4.222267151
TW0002375003,2021,2.180000067,0.688950539,2.219600916,4.862772465
JP3281610000,2021,2.25,1.794220567,0.857391536,4.835613728
TW0002449006,2021,3.089999914,3.525007963,1.386998057,4.552497387
US5012421013,2021,4.46999979,4.353883743,3.400093317,5.825801849
JP3979200007,2021,2.970000029,2.292036533,1.833145976,5.442237854
TW0003346003,2021,2.049999952,1.095754385,1.103526831,4.96980238
US5184151042,2021,2.410000086,0.688950539,1.624035358,6.835289001
TW0003588000,2021,1.940000057,1.008428216,1.103526831,4.646090031
KR7058470006,2021,1.519999981,0,2.288488626,3.582280159
TW0002472008,2021,2.440000057,2.378390074,1.920129895,3.095538855
TW0002369006,2021,2.289999962,1.860094428,1.103526831,4.485914707
TW0004979000,2021,3.329999924,3.092121601,2.136427164,5.10313797
US55405Y1001,2021,3.890000105,4.130267143,2.049487352,5.802998066
TW0002337003,2021,4.5,2.999119997,6.652954102,4.695118427
US55933J2033,2021,1.929999948,0,1.427484035,6.906845093
MYL3867OO008,2021,2.569999933,2.76692462,1.515689969,3.500918388
US5738741041,2021,4.079999924,4.104474068,1.624035358,7.302853584
US57776J1007,2021,1.909999967,0.041486021,1.717139602,6.161646843
CNE100003QK4,2021,2.99000001,2.827846289,2.13533473,4.197502613
TW0003527008,2021,2.269999981,1.293481112,1.624035358,4.710113525
TW0002454006,2021,4.670000076,5.687895775,3.141127825,5.027941704
JP3920860008,2021,1.690000057,1.382744789,0.127523139,4.499590874
BE0165385973,2021,3.839999914,3.323624372,2.909106731,5.680337429
JP3750400008,2021,2.25999999,1.123177052,1.628763676,5.036890984
JP3910570005,2021,1.230000019,0,1.103526831,3.81472826
TW0002464005,2021,2.859999895,1.836015701,3.225436926,4.066110611
US55306N1046,2021,4.650000095,4.087583065,3.191329479,7.245986938
CNE100001X19,2021,1.00999999,0,0,4.714552879
CNE100003MN7,2021,2.180000067,0.998767436,1.920129895,4.511342049
TW0002434008,2021,2.099999905,0.688950539,1.103526831,6.211541176
DE0006627201,2021,0.870000005,0,0.857391536,2.478140116
SE0000375115,2021,3.309999943,3.228229046,1.922231078,5.103229523
US63010N1054,2021,0.949999988,0,0,4.373156071
TW0002408002,2021,4.349999905,3.984089136,4.967581749,4.236290455
CNE1000040F5,2021,2.549999952,1.045883536,3.292785168,4.305220604
CNE100000ML7,2021,2.180000067,1.322554827,1.103526831,5.046789169
US64118P1093,2021,1.50999999,0,1.624035358,4.407096863
TW0003317004,2021,2.680000067,2.966811657,1.103526831,4.219340324
JP3686200001,2021,2.450000048,3.006216049,0.182639956,4.943741322
JP3725200004,2021,1.629999995,0.041486021,1.427484035,5.184234142
JP3701200002,2021,2.390000105,1.117604256,2.528281927,4.394749165
NO0003055501,2021,5.900000095,5.200092316,6.813842297,5.98281908
IL0010845571,2021,1.600000024,0,1.624035358,4.869499207
TW0003034005,2021,5.480000019,4.385140896,7.032814503,5.554327011
TW0004919006,2021,4.329999924,4.175782204,4.080760956,4.810903072
US6294452064,2021,1.450000048,0,0.320985734,6.490029812
JP3193600008,2021,1.370000005,0.041486021,1.624035358,3.624351263
US6833441057,2021,2.75,0.941133022,1.624035358,7.870921612
TW0002329000,2021,3.680000067,3.008448124,2.99247694,5.476054668
JP3200400004,2021,1.419999957,0.196068555,0.857391536,4.614267349
DE000LED4000,2021,4.510000229,5.12167263,2.428049564,6.149940491
US68989M2026,2021,1.120000005,0,0,5.377073765
TW0002481009,2021,3.119999886,4.369716644,0.857391536,4.35875082
US7013543001,2021,0.879999995,0,0.182639956,3.645561695
US71360T2006,2021,1.610000014,0,1.427484035,5.231219769
TW0008299009,2021,5.300000191,5.642349243,5.002776623,5.163446426
US7194051022,2021,2.160000086,0,2.528281927,6.343710899
CNE100005998,2021,2.980000019,3.589251518,1.103526831,4.503252506
US72581M3051,2021,1.960000038,0,1.427484035,7.106161594
US7392761034,2021,3.549999952,3.21407938,1.103526831,7.561740875
TW0006770001,2021,3.900000095,2.734645605,5.222223282,4.308849812
TW0006239007,2021,4.369999886,3.859634876,4.74740696,4.717359543
TW0006173008,2021,3.609999895,2.381145239,4.551323414,4.506636143
DE0007461006,2021,4.090000153,4.691585541,4.401593685,3.054645061
US74837P4054,2021,1.429999948,0,0.182639956,6.676170826
US7509171069,2021,2.869999886,1.52104497,1.427484035,7.284861088
TW0002379005,2021,5.010000229,6.162539005,3.483533859,5.18847847
TW0002302007,2021,1.519999981,0.041486021,1.103526831,5.159405231
JP3164720009,2021,5.079999924,4.515192509,4.423910618,6.603350639
US7631651079,2021,1.75,0,1.103526831,6.547059536
TW0004968003,2021,5.489999771,5.446358204,6.161386013,4.898558617
TW0008104001,2021,3.819999933,2.803533554,4.055483341,5.115210533
ES0105225009,2021,0.75,0.041486021,0.857391536,1.862184167
CNE100003RK2,2021,0.930000007,0,0,4.25538969
JP3982800009,2021,4.110000134,3.224529028,4.658615589,4.829380512
JP3982200002,2021,1.700000048,0.893485785,0.857391536,4.187644958
JP3976200000,2021,2.950000048,3.874013901,0.857391536,4.378869057
JP3975410006,2021,3.4141145083640003,3.341394386,2.208052853,4.717136326
JP3322950001,2021,0.75,0,0,3.327944279
CNE000000KB3,2021,1.450000048,0.041486021,0.857391536,5.235054016
JP3329600005,2021,3.180000067,2.443101168,2.528281927,5.079824448
DE0005156236,2021,2.369999886,1.260394454,1.728115439,5.064157009
TW0003583001,2021,3.539999962,3.736726522,1.82056284,5.356987476
JP3494600004,2021,4.570000172,5.526826859,3.292785168,4.70401907
TW0002351004,2021,4.010000229,3.555350542,3.292785168,5.480227947
JP3418400002,2021,1.230000019,0,1.029799819,3.944838762
US8168501018,2021,1.950000048,0,1.427484035,7.055679321
CH0406705126,2021,3.039999962,2.269693851,1.103526831,7.066938877
KR7046890000,2021,2.180000067,1.045883536,1.624035358,4.826993465
US8173232070,2021,1.029999971,0,0,4.860242367
CNE100002NT4,2021,2.410000086,1.133773088,1.833145976,5.382316113
CNE000000XB6,2021,3.049999952,2.994471788,1.599407434,4.929954529
CNE100000510,2021,3.25999999,2.630087137,2.669575214,4.864292622
CNE100002G84,2021,1.019999981,0,0,4.773081779
CNE100000Q50,2021,1.139999986,0.232578054,0,4.759401798
JP3355000005,2021,3.329999924,3.994646549,1.286757827,4.986311436
JP3371600002,2021,3.299999952,3.114713192,2.528281927,4.412625313
JP3375800004,2021,2.880000114,3.072171211,1.103526831,4.874261379
KYG811801045,2021,2.150000095,1.09053123,2.528281927,3.446227789
TW0006257009,2021,3.480000019,3.900109291,2.528281927,3.964250565
TW0002363009,2021,2.299999952,0.998767436,1.427484035,5.81289196
US8269191024,2021,3.690000057,5.528757572,0.581926405,5.522759438
US82706C1080,2021,1.809999943,2.102021694,1.286757827,1.979432344
TW0003530002,2021,1.559999943,0.041486021,1.103526831,5.340260506
TW0003288007,2021,1.370000005,0,1.103526831,4.488050938
DE000WAF3001,2021,3.299999952,2.717089176,2.288488626,5.410506725
TW0005483002,2021,3.49000001,2.249535561,4.132425785,4.731441021
US82982T1060,2021,2.200000048,0.688950539,1.427484035,6.122430325
TW0008016007,2021,3.829999924,3.515918493,3.504976511,4.611173153
KR7000660001,2021,4.659999847,4.62687397,3.493886948,6.007119179
JP3162640001,2021,1.24000001,0.041486021,0.857391536,4.139335632
US83089J1088,2021,1.600000024,0,0.857391536,6.177237511
KYG8232Y1017,2021,6.170000076,5.379270554,6.961048603,6.475905418
KYG8020E1199,2021,3.069999933,2.383568287,1.92714107,5.569241524
DE0005178008,2021,0.970000029,0.0223598,0.857391536,2.890824318
FR0013227113,2021,3.519999981,2.864855528,2.047332287,6.4185853
TW0005471007,2021,3.450000048,3.480604172,2.13533473,4.965034008
TW0003055000,2021,3.309999943,3.699265242,1.103526831,5.634641171
CNE100003RN6,2021,1.139999986,0,0,5.490603924
NL0000226223,2021,6.239999771,5.454668045,5.383475304,8.319228172
DE000A1K0235,2021,2.619999886,1.543935537,2.306615591,4.728824139
JP3322930003,2021,4.070000172,3.661702633,4.563967228,4.158253193
TW0002401007,2021,1.820000052,0.998767436,1.103526831,4.111887932
CNE000001P60,2021,1.929999948,0.74273932,1.103526831,5.224809647
US87157D1090,2021,2.230000019,0.74273932,1.624035358,5.837009907
TW0001582005,2021,3.549999952,4.767204762,0.857391536,5.465995312
TW0002338001,2021,2.00999999,0.888444006,1.103526831,5.271559715
TW0006278005,2021,3.619999886,3.810163736,2.528281927,4.572418213
TW0002340007,2021,4.519999981,3.156904936,5.915981293,5.168325424
JP3468000009,2021,1.620000005,1.139600873,0,4.960150719
TW0004967005,2021,3.50999999,4.341044426,1.103526831,5.501722336
IT0005482333,2021,2.809999943,3.586727381,1.726864934,3.000622034
TW0003030003,2021,2.390000105,0.74273932,3.144444942,4.485793591
CNE100000825,2021,2.109999895,0.987568796,1.624035358,4.646735191
KR7064760002,2021,1.49000001,0,1.427484035,4.587193966
JP3571400005,2021,5.300000191,5.938206196,3.292785168,6.756752014
JP3571800006,2021,3.309999943,3.318226337,1.286757827,5.944647789
JP3580200008,2021,2.599999905,1.322554827,2.528281927,4.819492817
TW0006271000,2021,3.599999905,2.478450298,3.932098866,4.960480213
CNE1000006C3,2021,1.629999995,0.532046318,1.029799819,4.43588829
TW0008021007,2021,4.139999866,3.957667351,3.559706926,5.006658554
JP3637280003,2021,1.610000014,0.196068555,1.286757827,4.806868076
JP3555700008,2021,1.929999948,1.027247429,0.857391536,4.963991642
IL0010823792,2021,2.50999999,1.260394454,1.624035358,5.849180222
TW0002451002,2021,4.949999809,5.614916801,4.061074734,5.026481152
TW0002330008,2021,4.409999847,4.398423195,3.520062447,5.413594723
TW0002426004,2021,2.74000001,2.333176136,1.103526831,5.569563389
CH0033361673,2021,2.589999914,1.130194306,1.427484035,6.892489433
US90385V1070,2021,2.130000114,0,1.427484035,8.012555122
JP3126190002,2021,2.769999981,2.702814102,1.286757827,4.748697758
TW0002303005,2021,3.5,2.513773203,3.144717455,5.424259186
TW0008277005,2021,2.190000057,0.74273932,2.299756765,4.670136929
CNE000001M14,2021,1.980000019,0.819738209,1.427484035,4.750559807
KR7077500007,2021,1.309999943,0,1.103526831,4.20581007
MYL5005OO003,2021,3.150000095,2.329901934,2.288488626,5.461123466
US91347P1057,2021,6.53000021,5.446339607,8.52266407,6.149479389
JP3829900004,2021,1.169999957,0,0.857391536,3.888087511
TW0005347009,2021,3.859999895,2.693255663,4.137635708,5.347409725
US9224171002,2021,4.730000019,4.853887558,2.354015112,7.556640148
CNE100004413,2021,3.430000067,3.210097313,2.319276094,5.040105343
TW0002388006,2021,2.99000001,4.448839188,0.857391536,3.764934778
TW0006789001,2021,3.950000048,3.980323076,3.058200121,4.870189667
US9282981086,2021,1.690000057,0,1.624035358,5.337311268
US92835K1034,2021,1.679999948,0,1.103526831,6.145274639
TW0002455003,2021,2.619999886,1.333096504,1.920129895,5.72362566
TW0006182009,2021,2.589999914,1.450077057,2.13533473,5.056529522
TW0008110008,2021,3.670000076,2.570877314,4.673351288,4.284835339
TW0002436003,2021,2.970000029,3.956647873,1.103526831,3.94622016
CNE100002XM8,2021,4.28000021,4.612325668,2.982557535,5.278902054
TW0003105003,2021,4.699999809,3.640178919,7.592946529,3.655318975
TW0002344009,2021,4.53000021,3.641978025,6.13106823,4.257616997
JP3154370005,2021,1.409999967,0,1.103526831,4.738928318
US9778521024,2021,5.659999847,3.960641384,6.620595932,7.238439083
KR7030530000,2021,0,0,0,0
KR7240810002,2021,2.869999886,3.099076509,1.427484035,4.305439472
BE0974310428,2021,3.170000076,2.165590525,2.543662548,5.528277874
JP3990600003,2021,1.299999952,0.74273932,0,4.290124416
CNE100001R90,2021,1.720000029,0.65790993,0.857391536,4.826059341
CNE100001DJ8,2021,2.74000001,2.652350664,1.103526831,4.986091137
US0079031078,2022,6.619999886,7.152202129,5.113927841,7.544727802
US0326541051,2022,4.849999905,5.683461189,1.927093744,7.42705822
US0382221051,2022,6.539999962,6.709631443,4.497162342,8.633616447
US11135F1012,2022,4.630000114,4.921186924,2.265376806,7.153188229
US29355A1079,2022,5.309999943,4.108505249,6.348245621,6.004689693
US3364331070,2022,6.21999979,5.826211452,6.353209019,6.625019073
US4581401001,2022,6.309999943,6.328906059,4.489707947,8.348561287
US4824801009,2022,5.239999771,5.976807594,3.205141306,6.581413269
US5128071082,2022,6.28000021,6.230587482,5.125101089,7.590024471
US5950171042,2022,4.78000021,5.161273479,2.959922552,6.358843327
US5951121038,2022,5.900000095,4.656028271,5.755933762,7.907367229
US6098391054,2022,3.829999924,4.001727104,2.124075651,5.63012743
US67066G1040,2022,6.389999866,5.630125523,7.217710972,6.610784054
NL0009538784,2022,5.960000038,4.610339165,6.767881393,7.12738657
US6821891057,2022,6.070000172,4.396299839,6.879971027,7.754549026
US74736K1016,2022,4.900000095,4.336232185,3.393730879,7.54086113
US7475251036,2022,7.519999981,6.873609543,8.033696175,7.905554771
US83088M1027,2022,5.349999905,3.96170187,5.089015007,7.785642147
US8807701029,2022,4.360000134,3.311241865,3.292785168,7.293961525
US8825081040,2022,5.090000153,4.637559414,3.977622271,7.009617805
CNE100004ZD8,2022,2.589999914,2.70190382,0.857391536,4.712091446
US00108J1097,2022,1.470000029,0,0.857391536,5.476805687
TW0003438008,2022,2.319999933,1.255269408,1.103526831,5.850284576
CNE100003MM9,2022,3.920000076,4.267235279,3.137671709,4.272690773
TW0003437000,2022,2.950000048,2.838268518,1.103526831,5.581045151
TW0008261009,2022,2.970000029,3.783886671,1.103526831,4.165404797
JP3122400009,2022,6.260000229,7.187125206,4.627590179,6.794071674
DE000A0WMPJ6,2022,4.46999979,3.553308725,3.161044836,7.489200592
KYG022421088,2022,4.489999771,5.587975979,3.800378799,3.825967789
TW0003041000,2022,2.069999933,0.74273932,1.103526831,5.927341461
CNE100001ZN3,2022,1.029999971,0,0,4.834615707
US01749D1054,2022,2.190000057,0.941133022,1.624035358,5.112923622
BMG6331P1041,2022,1.980000019,0.041486021,1.103526831,7.667980194
GB00BNDRMJ14,2022,2.920000076,1.56380868,1.890551686,6.636168003
KYG037AX1015,2022,2.00999999,0,2.283265114,5.953999996
US0316521006,2022,5.28000021,3.841600418,6.516164303,6.180396557
CNE100003LZ3,2022,2.589999914,2.423268318,1.103526831,4.742077827
TW0002493004,2022,1.720000029,0.688950539,0.857391536,4.756208897
AT0000A18XM4,2022,6.079999924,5.197561264,5.994427204,7.438245296
US0323325045,2022,2.109999895,0,1.935340524,7.032626629
TW0006291008,2022,1.820000052,0.74273932,1.103526831,4.703807354
TW0006533003,2022,1.429999948,0.041486021,0.857391536,5.08893919
TW0006138001,2022,3.210000038,3.108852386,1.920129895,4.886619568
JP3105280006,2022,1.159999967,0,0.743280947,4.063437939
TW0006531007,2022,2.779999971,2.563475609,1.103526831,5.338013172
TW0008271008,2022,4.630000114,6.118822575,2.89436245,4.669382572
TW0006449002,2022,1.799999952,0.774551511,0.857391536,4.936602592
TW0003264008,2022,5.010000229,3.907627106,7.459816933,4.340995789
NO0010946593,2022,0.680000007,0,0,2.959061146
US04302A1043,2022,1.340000033,0,0.428448021,5.597520828
TW0003711008,2022,5.260000229,5.728896618,5.545008183,4.397213459
TW0003169009,2022,2.630000114,2.477633715,0.857391536,5.259912491
NL0000334118,2022,5.070000172,5.391607761,3.225358963,6.753558636
TW0005269005,2022,4.849999905,5.060348034,5.029620171,4.402623653
NL0010273215,2022,6.800000191,6.938275814,5.604255199,7.898796082
KYG0535Q1331,2022,3.880000114,4.599236012,1.589145899,5.761074543
TW0005274005,2022,5.53000021,5.94715786,5.153077602,5.380860806
US04965B1008,2022,1.700000048,0,0.428448021,7.680458546
KR7017900002,2022,1.649999976,0,2.78442049,3.59280777
US0545402085,2022,4.25,4.149420261,1.911384821,7.429975986
JP3108080007,2022,1.00999999,0,0.182639956,4.30309391
US00246W1036,2022,1.370000005,0,0.182639956,6.369131565
NL0012866412,2022,6.559999943,6.576341629,6.767763615,6.349879742
TW0003031001,2022,2.690000057,1.895497322,1.920129895,4.872882843
CNE100001XM0,2022,1.899999976,1.045883536,0.857391536,4.790799141
DE000A1TNMM9,2022,0.709999979,0,0.182639956,2.760810137
US1572101053,2022,1.909999967,0,1.427484035,6.824157238
TW0003257002,2022,2.799999952,1.466446757,3.483533859,4.237146854
TW0008070004,2022,2.519999981,0.807713091,3.781181335,4.17866087
TW0006548001,2022,3.890000105,2.832950115,5.352675915,4.006870747
TW0001597003,2022,2.940000057,1.779176593,2.717594624,5.069141388
CNE100003S06,2022,2.079999924,1.788667679,1.427484035,3.273971081
TW0008084005,2022,1.559999943,0.041486021,0.857391536,5.793789864
TW0006147002,2022,4.260000229,3.168558121,5.09436512,5.011757374
TW0008150004,2022,5.019999981,3.478908539,6.578390121,5.763623238
US1727551004,2022,4.929999828,2.585243464,6.183271408,7.489617825
GB0001602944,2022,2.819999933,2.357055664,1.521368742,5.176267624
US19247G1076,2022,2.849999905,1.50570333,1.714933038,6.761104107
US1925761066,2022,5.25,5.296388149,4.460183144,6.013923168
KYG234201138,2022,2.859999895,2.088423014,1.720473528,5.549684048
TW0002466000,2022,2.539999962,2.001457214,1.103526831,5.316966057
MYL7204OO000,2022,3.930000067,2.680255175,5.57006979,4.18853569
JP3487600003,2022,1.429999948,0,1.286757827,4.518488884
CNE000000X87,2022,2.230000019,1.322554827,1.103526831,5.287428379
TW0003094009,2022,3.910000086,2.280567646,4.800271034,5.56716156
KR7000990002,2022,2.529999971,1.645048261,1.624035358,5.112902164
US2545431015,2022,3.849999905,2.743900299,2.522612095,7.314385414
JP3548600000,2022,4.050000191,4.442705631,2.13533473,5.817631245
CNE100001RT7,2022,2.680000067,2.053280592,1.103526831,5.828583717
TW0003048005,2022,3.00999999,2.983998775,1.427484035,5.028178215
TW0002458007,2022,4.599999905,5.269771576,3.988059282,4.350021839
TW0003450003,2022,3.099999905,1.866658807,3.393882513,4.723998547
TW0003006003,2022,5.019999981,4.719660759,5.404259205,5.04698801
DE0005677108,2022,2.75999999,2.594925404,1.427484035,4.660972118
TW0003529004,2022,4.25,3.275930643,5.259994984,4.644641876
TW0003714002,2022,3.920000076,2.976403713,5.055634499,4.184682369
US29362U1043,2022,4.170000076,3.149694681,3.279089689,6.792712688
KR7039030002,2022,1.970000029,1.354392767,1.103526831,4.049151421
TW0003016002,2022,3.349999905,1.610623002,4.551323414,4.956161499
TW0005351001,2022,3.190000057,2.488704205,2.528281927,5.006842613
KR7084370006,2022,2.029999971,0.992933273,1.624035358,4.296667576
TW0002393006,2022,3.869999886,3.901669264,3.559706926,4.147868633
TW0006288004,2022,4.75,5.350629807,3.483533859,5.329624176
TW0003035002,2022,5.889999866,5.61276865,6.681757927,5.503263474
TW0004961008,2022,4.570000172,4.310470104,4.544624329,4.94621563
TW0003545000,2022,3.130000114,2.818505764,1.920129895,5.061293125
US3463751087,2022,2.579999924,1.427974701,1.103526831,6.734867096
TW0008131004,2022,5.78000021,4.300185204,8.862970352,5.089847088
TW0003532008,2022,5.730000019,3.957409382,9.067868233,5.292319775
TW0003413001,2022,4.71999979,3.608475208,5.658476353,5.39213419
CNE100004PM0,2022,2.089999914,1.36422503,2.13533473,3.153499365
KYG3790U1040,2022,2.00999999,1.90831542,0.857391536,3.598081589
TW0004952007,2022,4.260000229,4.466252327,3.11028266,5.244637966
CNE1000030S9,2022,3.599999905,3.873393536,2.528281927,4.415858746
TW0008081001,2022,3.640000105,4.250710964,1.427484035,5.571534634
TW0003443008,2022,4.389999866,5.646284103,2.762776852,4.576233864
TW0006488000,2022,4.619999886,4.226027966,5.460608959,4.341291904
KYG393871085,2022,4.269999981,3.749123335,4.249466896,5.011082649
TW0003188009,2022,1.570000052,0,1.103526831,5.556862831
TW0002441003,2022,4.070000172,2.673128366,5.685363293,4.574791431
CNE000000YF5,2022,1.669999957,0.278589994,1.103526831,5.202412605
US36241U1060,2022,1.340000033,0,0.182639956,6.185344219
JP3771800004,2022,4.389999866,5.267523766,3.559706926,4.123964787
CNE100002Q09,2022,1.379999995,0,0.857391536,4.990282536
CNE100004314,2022,2.319999933,1.527506113,1.103526831,5.251318455
CNE000001DN1,2022,2.049999952,0.241400227,2.528281927,5.019178867
KR7042700005,2022,1.669999957,0.74273932,0.857391536,4.412678719
TW0006168008,2022,4.309999943,4.327541351,3.821092844,4.803058147
DE000HAG0005,2022,4.639999866,5.675294876,2.443819761,5.828001976
TW0006202005,2022,4.03000021,4.91885376,2.528281927,4.536590576
CNE100002V10,2022,2.210000038,1.233102679,0.857391536,5.828843594
HK0000218211,2022,3.099999905,2.620903492,1.624035358,5.734802246
TW0002486008,2022,1.529999971,0,1.913275957,4.118969917
TW0008040007,2022,2.150000095,1.297660351,1.103526831,4.973100662
US4532041096,2022,2.200000048,1.949769258,0.428448021,5.150731087
MYQ0166OO007,2022,4.349999905,4.363933563,4.687491894,4.00357914
CH0011029946,2022,3.680000067,2.724036455,2.761774302,6.263102055
DE0006231004,2022,4.849999905,4.34156847,3.328928232,7.41340065
CNE100001377,2022,0.939999998,0,0,4.336464882
US45817G2012,2022,1.590000033,0,0.182639956,7.65720892
JP3152720003,2022,2.279999971,0.499147356,1.920129895,6.250324726
US4611471008,2022,2,0,1.624035358,6.980141163
US44980X1090,2022,5.079999924,3.92265749,4.544210911,7.456465721
GB0009619924,2022,3.539999962,2.948918581,1.103526831,8.006563187
TW0003014007,2022,5.210000038,4.803776264,5.866404533,5.125495911
JP3735300000,2022,1.059999943,0,0,5.017411232
JP3389680004,2022,2.019999981,1.731747627,0.857391536,3.938587189
CNE000001F05,2022,3.369999886,2.642434359,2.709218979,5.250827789
CNE000000N97,2022,1.610000014,0.74273932,0,5.869972706
TW0005285001,2022,3.220000029,3.630400419,1.286757827,5.087333202
CNE0000017L3,2022,1.450000048,0.061534628,0.857391536,5.152608395
TW0006552003,2022,2.099999905,1.484794617,1.103526831,4.346197128
TW0002375003,2022,2.50999999,0.688950539,3.144444942,5.132403851
JP3281610000,2022,2.069999933,1.271629095,0.857391536,5.101829052
TW0002449006,2022,2.910000086,3.175541401,1.307132959,4.497889042
US5012421013,2022,4.539999962,4.347625732,3.400093317,6.113801003
JP3979200007,2022,2.960000038,2.002713203,1.833145976,5.95324707
TW0003346003,2022,2.809999943,2.842024088,1.103526831,4.946671009
US5184151042,2022,3.74000001,2.948536634,1.624035358,7.946348667
TW0003588000,2022,2.25999999,1.543510437,1.103526831,4.949252605
KR7058470006,2022,1.620000005,0,2.288488626,4.046994209
TW0002472008,2022,2.619999886,2.273842096,1.920129895,3.937729836
TW0002369006,2022,2.849999905,2.384420872,2.138524294,4.362218857
TW0004979000,2022,3.619999886,3.386463642,2.300915003,5.53970623
US55405Y1001,2022,3.940000057,4.049082756,1.943390489,6.255296707
TW0002337003,2022,4.409999847,2.775920391,6.615657806,4.762697697
