ISIN,BI350,BI493,EG056,EG057,ES018,ES019,ES096,F1754,F1769,RX262,ES643,IS010,EG017,EG018,EG030,SR001,SR002,SR003,SR004,SR205,SR217,SR238,SR200,SR211,SR711,SR731,SR727,SR718,SR715,SR005,SR035,SR064,SR084,BI588,BI589,BI590,SR208,SR235,SR231,SR249,ST024,SR752,SR754,SR756,SR760,SR724,SR721,Year
JP3545130001,0,100,152.193,103.922,#N/A N/A,#N/A N/A,18.18180084,30,#N/A N/A,0.020184715,#N/A N/A,53303.317,3.538,2.172,49.178,2.099999905,2.572385073,0.260573953,5.167542458,5.371189117,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0,0.592423439,#N/A Field Not Applicable,5.26322031,1.058785677,8.085940361,9.84188652,11.297415,-15.173173,-3.875758,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.412249893,#N/A Field Not Applicable,0,#N/A Field Not Applicable,
JP3539000004,0,100,8.17,8.197,#N/A N/A,#N/A N/A,18.18180084,70,#N/A N/A,0.023919734,#N/A N/A,39698.05,0,0.057,1.988,2.380000114,3.605592728,0.345887154,4.922212601,7.776196003,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0,1.097493768,#N/A Field Not Applicable,5.404685497,1.058785677,7.38265276,8.572639465,11.764706,-14.705882,-2.941176,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.412249893,#N/A Field Not Applicable,0,#N/A Field Not Applicable,
DE000A288904,0,#N/A N/A,28.24,12.178,#N/A N/A,#N/A N/A,41.66669846,60,#N/A N/A,#N/A N/A,#N/A N/A,1187.663,14.912,8.665,9.963,1.149999976,0,0.570376635,3.918353796,0,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.592423439,1.076415658,#N/A Field Not Applicable,5.973421574,2.801670313,2.825868607,3.46084857,16.530237,-26.619709,-10.089473,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.765331209,#N/A Field Not Applicable,0,#N/A Field Not Applicable,
CNE000001BB0,0,100,1049.497,213.332,#N/A N/A,#N/A N/A,0,40,#N/A N/A,3.039993783,#N/A N/A,6723.270237,0,919.2,3.052,2.309999943,2.197533369,0.953764617,4.818585396,4.520689011,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,3.458215952,2.029609442,#N/A Field Not Applicable,5.50474596,1.889244914,7.086885929,5.528864384,11.764706,-14.705882,-2.941176,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.412249893,#N/A Field Not Applicable,0,#N/A Field Not Applicable,
IT0005037210,0,#N/A N/A,33.924,10.638,#N/A N/A,#N/A N/A,45.45449829,0,#N/A N/A,#N/A N/A,#N/A N/A,395.777,6.833,3.241,3.353,1.24000001,0,0.694761693,4.057816029,0,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2.193605661,0.592423439,#N/A Field Not Applicable,7.233258724,1.144343734,4.011795998,3.509406567,11.764706,-14.705882,-2.941176,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.765331209,#N/A Field Not Applicable,0,#N/A Field Not Applicable,
FR0012882389,0,#N/A N/A,150.612,32.946,#N/A N/A,#N/A N/A,41.66669846,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,219.788,2.329,0.165,30.609,2.599999905,2.530360937,1.150400996,5.200917244,5.275169373,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.592423439,1.076415658,#N/A Field Not Applicable,5.023537159,5.896370411,2.938458443,9.129532814,11.764706,-14.705882,-2.941176,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.412249893,#N/A Field Not Applicable,3,#N/A Field Not Applicable,
CNE100001S32,0,#N/A N/A,43.078,9.262,#N/A N/A,#N/A N/A,44.44440079,0,#N/A N/A,#N/A N/A,#N/A N/A,1680.784352,4.683,3.435,1.345,1.00999999,0,0,4.731844902,0,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0,0,#N/A Field Not Applicable,5.484850883,1.88716948,7.086885929,4.982319355,11.764706,-14.705882,-2.941176,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0,#N/A Field Not Applicable,0,#N/A Field Not Applicable,
INE356A01018,0,99.9483,13.136,5.565,#N/A N/A,0.018214,25,80,10.27999973,0.164661415,100,132785.15,0.172,18.66,2.864,4.360000134,3.519967079,4.16744709,5.546566963,3.909738302,3,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,10,3.195600986,#N/A Field Not Applicable,6.300420761,4.066528797,4.094596386,9.442035675,9.23405,-22.636428,-13.402378,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,3.570854425,#N/A Field Not Applicable,3,#N/A Field Not Applicable,
JP3100700008,0,#N/A N/A,56.794,111.936,#N/A N/A,#N/A N/A,20,20,30.20000076,#N/A N/A,#N/A N/A,32388.135,4.535,2.244,5.351,1.429999948,0,0.793459475,4.795660973,0,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2.193605661,1.097493768,#N/A Field Not Applicable,4.314357281,1.306876898,8.45079422,8.056777,11.764706,-14.705882,-2.941176,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.765331209,#N/A Field Not Applicable,0,#N/A Field Not Applicable,
US90114C1071,0,100,8.226,1.496,#N/A N/A,#N/A N/A,12.5,50,#N/A N/A,10.43184482,#N/A N/A,229.99,1.211,1.957,0.382,3.50999999,6.22559309,1.754278898,3.750884771,5.004943371,8.129561424,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,7.608744144,4.690543652,#N/A Field Not Applicable,5.63086462,2.761467218,1.205503583,6.871847153,11.764706,-14.705882,-2.941176,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.412249893,#N/A Field Not Applicable,0,#N/A Field Not Applicable,
JP3712500002,0,100,28697.259,41953.313,#N/A N/A,#N/A N/A,25,60,20.48999977,1.208183951,50,50299,0,9402,11.335,1.330000043,0.227195024,0.69762665,4.015576839,0.403209567,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2.193605661,0.606296241,#N/A Field Not Applicable,5.194195747,0,6.349056244,7.579898357,10.725887,-15.744701,-5.018815,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.765331209,#N/A Field Not Applicable,0,#N/A Field Not Applicable,
BE0974371032,0,100,17.29,15.162,#N/A N/A,#N/A N/A,33.33330154,40,#N/A N/A,30.76646477,#N/A N/A,191.385,1.054,1.13,1.129,2.059999943,2.46148777,0.725314796,3.906040668,5.118155479,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.592423439,3.505447626,#N/A Field Not Applicable,4.256915092,3.372647047,1.824633479,8.733987808,11.764706,-14.705882,-2.941176,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.263243496,#N/A Field Not Applicable,0,#N/A Field Not Applicable,
JP3126330004,0,60.6738,13.083,8.326,#N/A N/A,#N/A N/A,9.090909958,50,#N/A N/A,0.152574745,#N/A N/A,36383.278,0.174,0.166,2.964,2.75,2.650875568,1.403130651,5.141251087,5.550954342,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,1.097493768,1.097493768,#N/A Field Not Applicable,3.95162344,2.738754749,8.549286842,7.71619463,11.764706,-14.705882,-2.941176,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.765331209,#N/A Field Not Applicable,3,#N/A Field Not Applicable,
SE0015961222,0,#N/A N/A,13.984,21.708,#N/A N/A,#N/A N/A,40,60,#N/A N/A,#N/A N/A,#N/A N/A,4847.315,0,0,5.911,2.349999905,0,2.497121811,5.749477863,#N/A Field Not Applicable,#N/A Field Not Applicable,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0,#N/A Field Not Applicable,3.910761118,0,6.692606926,3.504371405,7.776041508,4.640042782,8.490606,-31.076382,-22.585777,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,10,#N/A Field Not Applicable,#N/A Field Not Applicable,3,
GB00BMTV7393,0,100,141.616,135.713,#N/A N/A,#N/A N/A,30,60,5.5,32.66706584,#N/A N/A,2045.378,5.52,9.06,318.513,3.869999886,3.500515699,3.028861761,6.022271156,3.527071714,3,3,4.920220852,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,5.787649632,#N/A Field Not Applicable,4.932346344,5.69636488,7.23589468,7.329424858,20.588235,-14.705882,5.882353,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,1.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,
US68287N1000,0,#N/A N/A,53.524,31.252,#N/A N/A,#N/A N/A,25,50,#N/A N/A,#N/A N/A,#N/A N/A,235.106,4.434,2.684,4.519,1.799999952,0,0.789641261,6.801145077,0,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2.193605661,1.076941967,#N/A Field Not Applicable,7.224405289,7.789408684,5.215603828,7.01758337,11.764706,-14.705882,-2.941176,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.765331209,#N/A Field Not Applicable,0,#N/A Field Not Applicable,
SE0016101844,0,94.3454,56.701,38.965,#N/A N/A,#N/A N/A,33.33330154,60,#N/A N/A,0.729657364,#N/A N/A,28745,0.54,7.462,134.125,2.730000019,2.363730669,0.885657847,6.66975069,4.896068573,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.592423439,3.160042286,#N/A Field Not Applicable,7.272993565,5.152582645,7.776041508,6.184445381,11.764706,-14.705882,-2.941176,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.765331209,#N/A Field Not Applicable,0,#N/A Field Not Applicable,
US10921T1016,0,#N/A N/A,39.355,59.863,#N/A N/A,#N/A N/A,42.85710144,30,#N/A N/A,#N/A N/A,#N/A N/A,201.187,3.968,2.414,0.94,1.75,0,0.694761693,6.78553772,0,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2.193605661,0.592423439,#N/A Field Not Applicable,8.495872498,8.483026505,2.387951374,9.271719933,11.764706,-14.705882,-2.941176,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.765331209,#N/A Field Not Applicable,0,#N/A Field Not Applicable,
JP3305560009,0,#N/A N/A,83.607,37.214,#N/A N/A,#N/A N/A,28.57139969,20,11,#N/A N/A,#N/A N/A,34185,4.305,2.128,10.819,1.169999957,0,0.469964474,4.281130791,0,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0,1.097493768,#N/A Field Not Applicable,4.080185413,0.960999846,7.653529167,6.947760582,11.22426,-15.246328,-4.022069,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.765331209,#N/A Field Not Applicable,0,#N/A Field Not Applicable,
US7433121008,0,#N/A N/A,5.031,1.135,#N/A N/A,#N/A N/A,33.33330154,10,#N/A N/A,#N/A N/A,#N/A N/A,694.439,0.059,0.408,2.772,4.639999866,6.814201832,2.085345745,6.733783722,7.108791351,6.409852505,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2.193605661,3.861851215,#N/A Field Not Applicable,6.308997154,8.309181213,5.825109482,6.798825264,11.764706,-14.705882,-2.941176,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.765331209,#N/A Field Not Applicable,3,#N/A Field Not Applicable,
JP3310250000,0,#N/A N/A,52.437,46.487,#N/A N/A,#N/A N/A,40,10,16.39999962,#N/A N/A,#N/A N/A,27510.746,4.081,1.936,3.297,1.419999957,0,0.469964474,5.590682983,0,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0,1.097493768,#N/A Field Not Applicable,5.661978722,1.710332036,8.085321426,10,11.764706,-14.705882,-2.941176,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.765331209,#N/A Field Not Applicable,0,#N/A Field Not Applicable,
CNE000000KJ6,0,#N/A N/A,27.965,23.485,#N/A N/A,#N/A N/A,0,30,#N/A N/A,#N/A N/A,#N/A N/A,10543.67178,20.1,16.649,1.789,1.789999962,1.50903213,0.357088864,4.893322945,3,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.592423439,0.592423439,#N/A Field Not Applicable,3.434650183,3.511319876,7.086885929,7.921187401,16.805244,-27.652209,-10.846965,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.412249893,#N/A Field Not Applicable,0,#N/A Field Not Applicable,
US22207T1016,0,#N/A N/A,45.909,6.7,#N/A N/A,#N/A N/A,30,10,#N/A N/A,#N/A N/A,#N/A N/A,180.037,3.729,2.088,1.819,1.5,0,0.560772002,5.804650307,0,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2.193605661,0,#N/A Field Not Applicable,7.374557972,5.758059978,2.267420292,9.781737328,11.764706,-14.705882,-2.941176,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.765331209,#N/A Field Not Applicable,0,#N/A Field Not Applicable,
JP3284000001,0,#N/A N/A,71.689,66.936,#N/A N/A,#N/A N/A,11.1111002,50,#N/A N/A,#N/A N/A,#N/A N/A,23998.562,3.374,2.663,5.596,1.220000029,0,0.40748772,4.688474178,0,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.592423439,0.227679104,#N/A Field Not Applicable,4.241467953,0.960999846,8.565560341,8.381652832,11.809446,-14.795363,-2.985917,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.765331209,#N/A Field Not Applicable,0,#N/A Field Not Applicable,
US94724R1086,0,#N/A N/A,38.394,7.735,#N/A N/A,#N/A N/A,14.28569984,20,#N/A N/A,#N/A N/A,#N/A N/A,170.468,3.509,2.065,0.479,1.519999981,0,0.694761693,5.545029163,0,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2.193605661,0.592423439,#N/A Field Not Applicable,6.276450634,4.989227295,3.137908697,9.781116486,11.764706,-14.705882,-2.941176,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.765331209,#N/A Field Not Applicable,0,#N/A Field Not Applicable,
IT0001454435,0,100,9.341,6.036,#N/A N/A,#N/A N/A,42.85710144,40,#N/A N/A,16.46409442,#N/A N/A,224.39375,0.466,0.296,1.334,4.019999981,5.166497231,2.350767374,5.48474741,6.994655132,3,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,9.642854691,3.709661484,#N/A Field Not Applicable,8.164224625,1.807303071,4.680449486,8.852841377,11.764706,-14.705882,-2.941176,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,1.626943827,#N/A Field Not Applicable,0,#N/A Field Not Applicable,
SA0007879543,0,#N/A N/A,101.462,32.165,#N/A N/A,#N/A N/A,18.18180084,30,#N/A N/A,#N/A N/A,50,72336.611,131.388,942.008,735.585,3.289999962,2.149895191,3.242710829,4.688245296,3.726306438,#N/A Field Not Applicable,0,#N/A Field Not Applicable,10,#N/A Field Not Applicable,#N/A Field Not Applicable,9.675684929,3.286818266,#N/A Field Not Applicable,6.585597992,4.582751751,3.275355816,3.369386911,11.698467,-12.128562,-0.430095,#N/A Field Not Applicable,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,10,#N/A Field Not Applicable,0.592423439,0,3,#N/A Field Not Applicable,
JP3105010007,0,#N/A N/A,108.364,134.335,#N/A N/A,#N/A N/A,30,40,#N/A N/A,#N/A N/A,#N/A N/A,37763.384,4.747,4.466,17.714,2.25999999,1.50903213,1.075400352,5.32945919,3,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0,0.592423439,#N/A Field Not Applicable,5.964501858,1.058785677,7.867754459,9.570336342,11.644261,-15.187663,-3.543402,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.765331209,#N/A Field Not Applicable,3,#N/A Field Not Applicable,
CNE100000M47,0,100,9.97,4.374,#N/A N/A,#N/A N/A,22.22220039,40,#N/A N/A,2.01624497,#N/A N/A,9194.617319,1.106,7.809,3.068,3.460000038,4.291291714,1.842464209,5.201501369,5.401472092,2.911066532,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.592423439,1.485845208,#N/A Field Not Applicable,6.084830761,1.894643545,7.086885929,6.903949261,11.715889,-14.754699,-3.03881,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,1.904513478,#N/A Field Not Applicable,3,#N/A Field Not Applicable,
FI4000519228,0,100,47.566,34.669,#N/A N/A,#N/A N/A,42.85710144,50,#N/A N/A,6.981205914,#N/A N/A,142.812,0.006,1.601,5.186,2.710000038,2.818900108,1.22218585,5.133876324,5.937567234,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2.193605661,3.856564999,#N/A Field Not Applicable,5.290189266,2.867692232,7.776041508,4.97346735,11.764706,-14.705882,-2.941176,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.765331209,#N/A Field Not Applicable,0,#N/A Field Not Applicable,
FI4000519236,0,#N/A N/A,66.004,15.578,#N/A N/A,#N/A N/A,33.33330154,30,#N/A N/A,#N/A N/A,#N/A N/A,130.371,0.035,0.187,8.383,2.109999895,2.372819185,0.440508455,4.983916759,4.916676998,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.592423439,1.067260861,#N/A Field Not Applicable,5.008456707,1.442888975,7.776041508,8.239665985,11.764706,-14.705882,-2.941176,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.412249893,#N/A Field Not Applicable,0,#N/A Field Not Applicable,
US1263271058,0,#N/A N/A,43.049,12.851,#N/A N/A,#N/A N/A,25,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,138.09,2.884,1.988,0.625,1.450000048,0,0.432836443,5.894176006,0,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2.193605661,0,#N/A Field Not Applicable,8.11933136,4.281965733,3.699636698,8.048461914,11.764706,-14.705882,-2.941176,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.412249893,#N/A Field Not Applicable,0,#N/A Field Not Applicable,
JP3546300009,0,#N/A N/A,55.332,51.481,#N/A N/A,#N/A N/A,11.1111002,20,27.5,#N/A N/A,#N/A N/A,19137.184,2.954,1.368,2.515,0.99000001,0,0.38074249,3.559465408,0,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0,0.592423439,#N/A Field Not Applicable,3.092980146,0,7.559269428,7.783316135,11.764706,-14.705882,-2.941176,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.765331209,#N/A Field Not Applicable,0,#N/A Field Not Applicable,
JP3152750000,0,#N/A N/A,54.103,17.08,#N/A N/A,#N/A N/A,0,0,#N/A N/A,#N/A N/A,#N/A N/A,258643,0.033,3.501,88.738,2.309999943,3.142843962,1.258353114,3.526277065,3.246127129,3,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2.785598516,0.996025145,#N/A Field Not Applicable,1.262348413,4.220458031,4.384024143,7.95805645,10.438222,-21.022607,-10.584385,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.765331209,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,
US92347M1009,0,#N/A N/A,41.256,25.864,#N/A N/A,#N/A N/A,0,10,#N/A N/A,#N/A N/A,#N/A N/A,127.56,2.708,1.445,0.714,1.24000001,0,0.356566131,4.928628445,0,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.592423439,0,#N/A Field Not Applicable,5.086655617,6.021774292,2.26576972,8.246289253,11.764706,-14.705882,-2.941176,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.765331209,#N/A Field Not Applicable,0,#N/A Field Not Applicable,
JP3436300002,0,#N/A N/A,80.243,60.531,#N/A N/A,#N/A N/A,0,20,19.39999962,#N/A N/A,#N/A N/A,19058,2.869,1.538,5.677,1.25999999,0,0.549026906,4.526970863,0,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,1.097493768,0.559141338,#N/A Field Not Applicable,5.155610561,0,7.673206329,9.874884605,11.419884,-16.33553,-4.915647,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.765331209,#N/A Field Not Applicable,0,#N/A Field Not Applicable,
JP3351050004,0,#N/A N/A,54.009,40.32,#N/A N/A,#N/A N/A,10,30,19.89999962,#N/A N/A,#N/A N/A,76940,8.107,4.183,14.242,1.460000038,0,0.914889455,4.672606945,0,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2.193605661,1.097493768,#N/A Field Not Applicable,5.488831043,0,8.497195244,8.7492733,13.583306,-18.581399,-4.998092,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,1.097493768,#N/A Field Not Applicable,0,#N/A Field Not Applicable,
